sheet_id,tick_key,section_id,video_id,competition,sport,offset_s,source_duration,window_start_s,window_end_s,container_bytes,container_sha256,width,height,frame_count,avg_frame_rate,codec_name,frame_index,sheet_bytes,sheet_sha256,evidence_status,absent_reason,pinned_utc
g385_0183,09B3g4Z5yFc_s4746:003627,09B3g4Z5yFc_s4746,09B3g4Z5yFc,wnba,wnba,4746,130.533,4746,4877,43514319,1467ff68fe7c81a06ad1dbc5b8fbadcb4a842e336f33dc284e8e3fd459e1d8aa,1920,1080,3931,30/1,h264,3627,99290,b1520e84cda16999eb4aead3d8915a7c982faeb40273844a9f62a15955508a14,READABLE,,2026-09-11T02:37:55Z
g385_0015,1w-1LMPaxsI_s1310:000622,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,622,159627,d1999c5ebee44fd690138fb7df8bebdcf16aca50ede8dcf250af3a919e0ec39c,READABLE,,2026-09-11T02:31:08Z
g385_0080,1w-1LMPaxsI_s1310:001244,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,1244,172825,571e23b94cbc09ece8629df1adb0b8410cd1a945d63d8d8b6168e600467cd82c,READABLE,,2026-09-11T02:31:08Z
g385_0226,1w-1LMPaxsI_s1310:001867,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,1867,164628,daa406cfbfe82e9a2337567b6889dfcc81fc29a7c8e6ff65fd4d733668a3fdb2,READABLE,,2026-09-11T02:31:08Z
g385_0138,1w-1LMPaxsI_s1310:002489,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,2489,163670,df12a037ae46623fae78390a74c1d5d71f8f1e976f3872c7488bd5001f8c14f4,READABLE,,2026-09-11T02:31:08Z
g385_0181,1w-1LMPaxsI_s1310:003112,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,3112,178436,f3ae7b1885eace4c2bc680d7d076f0fd53eb06ad34fc86e2529cc651425a3ef8,READABLE,,2026-09-11T02:31:08Z
g385_0029,1w-1LMPaxsI_s1310:003734,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,3734,179632,d36e3c4bea1dcde26d84b2ee67df59cfc936a443137a512fb403a0d9e61e3540,READABLE,,2026-09-11T02:31:08Z
g385_0106,1w-1LMPaxsI_s1310:004357,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,4357,194301,2f7acea263960c23199a02ae2d434b77318499752ace281a1bc4d27468ed0a9b,READABLE,,2026-09-11T02:31:08Z
g385_0281,1w-1LMPaxsI_s1310:004979,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,4979,180589,1fa8d51fa29dbd6d4ee106a41aa2dc3a807e77de86c9000b2669bfbf283555f2,READABLE,,2026-09-11T02:31:08Z
g385_0036,1w-1LMPaxsI_s1310:005602,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,5602,83998,bc7d40995989e815fd709539f29deaa884d66fe204ccd0af944eb682f87e2a2b,READABLE,,2026-09-11T02:31:08Z
g385_0359,1w-1LMPaxsI_s1310:006224,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,6224,169842,d11d15f70b9802eb8e50f49b961746384ab2c40d2838bda20cfc2097c1519f16,READABLE,,2026-09-11T02:31:08Z
g385_0003,1w-1LMPaxsI_s1310:006847,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,6847,122793,f3f93ded55ce955044455f50cfa44a14cfb8315ebd776943098f3031cdb0e1be,READABLE,,2026-09-11T02:31:08Z
g385_0320,1w-1LMPaxsI_s1310:007469,1w-1LMPaxsI_s1310,1w-1LMPaxsI,ncaa_basketball,ncaa_basketball,1310,134.151,1310,1445,100072108,4880b2e7dcac76f029f0e08346da298fa66593a17aa0899a5dc2677993dc9f58,1920,1080,8093,750690000/12524011,h264,7469,178335,3f2f38a4998193173f96f2475cb2ba11377d3a360c003a541be610d60aec3389,READABLE,,2026-09-11T02:31:08Z
g385_0242,2bOgqv235pg_s4538:000608,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,608,157896,4641ca51c6533ad237657c95c9e6d4583075d06b480514ae771a7c3d0cbe641a,READABLE,,2026-09-11T02:38:28Z
g385_0009,2bOgqv235pg_s4538:001217,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,1217,143867,26b16b327f4dd88e58606ef8f620a41660b673aa2118a53b5214315fe1cc79ef,READABLE,,2026-09-11T02:38:28Z
g385_0123,2bOgqv235pg_s4538:001826,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,1826,75764,009c3ab240ecd39863f742002863670356a660ee748c4656c60f8bcaf6023ff2,READABLE,,2026-09-11T02:38:28Z
g385_0103,2bOgqv235pg_s4538:002434,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,2434,104072,e4c9c8050c1ee5d3b603ce4fd7a06d4680d34e5986455a2ac8e001c840bd6a50,READABLE,,2026-09-11T02:38:28Z
g385_0160,2bOgqv235pg_s4538:003043,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,3043,105367,3586f5a57193295faa525f01ee1ec2dd876b7b2705545e65577183c6084e0fb8,READABLE,,2026-09-11T02:38:28Z
g385_0088,2bOgqv235pg_s4538:003652,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,3652,81464,e089df57e676529d5109c33a19c3a08dc39fdd71506715e2d58ec9c3567bd5e6,READABLE,,2026-09-11T02:38:28Z
g385_0334,2bOgqv235pg_s4538:004260,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,4260,87770,828326e90c3b7566d65eef4851d195b70ace1565fb73f4c1aa173970a6a7b443,READABLE,,2026-09-11T02:38:28Z
g385_0343,2bOgqv235pg_s4538:004869,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,4869,83367,ed547bf132bee7b44849863f093fd8c86c484c54612a91df5891be0650695330,READABLE,,2026-09-11T02:38:28Z
g385_0001,2bOgqv235pg_s4538:005478,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,5478,76732,0bab2f678eeaeac77140b78dbfeea533fd914e982c88b8e2e9e0a0a84c2630ea,READABLE,,2026-09-11T02:38:28Z
g385_0086,2bOgqv235pg_s4538:006086,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,6086,76804,313e3083172bb5918e68f5cbb567a7867e0a3bd547601c8065ad7af02a1cab60,READABLE,,2026-09-11T02:38:28Z
g385_0310,2bOgqv235pg_s4538:006695,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,6695,76442,78d346ab94510682a0c7301c3227c0e857f28172641339f299350ba1fa456edf,READABLE,,2026-09-11T02:38:28Z
g385_0034,2bOgqv235pg_s4538:007304,2bOgqv235pg_s4538,2bOgqv235pg,wnba,wnba,4538,131.631,4538,4670,81964110,4538df1d04d404af693613727a6fd662264daa5db5ba7b6fd052494472648720,1920,1080,7914,360450000/6013507,h264,7304,70899,73bea69f622fc5eb37e86f64fbbe6348e09fbfbc0db2fc0e69b996f91efe0f21,READABLE,,2026-09-11T02:38:28Z
g385_0069,7DT_8xZwDRU_s2312:000304,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,304,149166,24b2aea25125b8158950beb4a6e08ab6e25a4a6b36bfb10a5bf2857af220d052,READABLE,,2026-09-11T02:18:25Z
g385_0245,7DT_8xZwDRU_s2312:000608,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,608,156395,4712b7623b52a1e0e970aa9ab9ef97d18690e0ce9b95508aa3756227d9661b0c,READABLE,,2026-09-11T02:18:25Z
g385_0271,7DT_8xZwDRU_s2312:000912,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,912,199979,421cfb04ef1b44cf1743d89c61c5a8b7e60b4c76e083fd7aeb71ac9566d8ed6a,READABLE,,2026-09-11T02:18:25Z
g385_0091,7DT_8xZwDRU_s2312:001217,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,1217,193786,e186b4d3c64992e8f55dcfc8baebb9e17e464facf09924df483361a10df812ac,READABLE,,2026-09-11T02:18:25Z
g385_0327,7DT_8xZwDRU_s2312:001521,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,1521,187258,195f3b00db169a655f020a70f505679b347e50f61b499510a3e2518f09e475f0,READABLE,,2026-09-11T02:18:25Z
g385_0326,7DT_8xZwDRU_s2312:001825,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,1825,185694,97529497d7a88433082f2f277e57a182d1deb5d51c37733029e73eeb60d22131,READABLE,,2026-09-11T02:18:25Z
g385_0329,7DT_8xZwDRU_s2312:002130,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,2130,163171,ae29ad96cf278140399894a6f4a05fbaec07d92d45c48834d6c951fbbf86e937,READABLE,,2026-09-11T02:18:25Z
g385_0272,7DT_8xZwDRU_s2312:002434,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,2434,164636,85de8eab13b6fdf627b57db51548a94ed60e9a7ba745b92df7099f78fcbce3c5,READABLE,,2026-09-11T02:18:25Z
g385_0283,7DT_8xZwDRU_s2312:002738,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,2738,141884,d420607133acbfaf4260bbebfaf53acc924ddb36ca232904e87ecb92805528a8,READABLE,,2026-09-11T02:18:25Z
g385_0269,7DT_8xZwDRU_s2312:003043,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,3043,72966,e68d9ec9cf5d1637c26280a55092b7c13d07bbfb5d633353bfaaaed461a2562e,READABLE,,2026-09-11T02:18:25Z
g385_0007,7DT_8xZwDRU_s2312:003347,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,3347,188768,2decbb6be376eb95a36b4a79039f6fa080a6c27c34ebeb4ec496db26182ac5ef,READABLE,,2026-09-11T02:18:25Z
g385_0237,7DT_8xZwDRU_s2312:003651,7DT_8xZwDRU_s2312,7DT_8xZwDRU,nba,nba,2312,131.965,2312,2444,67787372,d58fe785b858c4c3b8d2d75bd63d8191d129358aee6c0bc7316c7b33804b79c2,1920,1080,3957,30000/1001,h264,3651,188970,0b956440167fa594f425b9cde5c2c3953e820628649988fdcc58c8f5e94c9d90,READABLE,,2026-09-11T02:18:25Z
g385_0098,Cm4PtLhM1pQ_s2208:000306,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,306,161555,24bf78df4a4a1d1ecda06ac3244a98dcf8cd7992f9b16945d3d2338f285731c0,READABLE,,2026-09-11T02:19:09Z
g385_0212,Cm4PtLhM1pQ_s2208:000613,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,613,154511,e57b8248a4e884f4d6a658ab997cdfabdcd9f13e8a9d3daeae5158d03d471975,READABLE,,2026-09-11T02:19:09Z
g385_0261,Cm4PtLhM1pQ_s2208:000919,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,919,185726,8864ae786984e230c75bf9ee88e08512da6f2e43fadc5da1fb64271d90c248fc,READABLE,,2026-09-11T02:19:09Z
g385_0064,Cm4PtLhM1pQ_s2208:001226,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,1226,115073,8a320a21f3ebfed352f1109b4ceb3c43bb76e17ef3436a1ae13e4e6960b0c656,READABLE,,2026-09-11T02:19:09Z
g385_0186,Cm4PtLhM1pQ_s2208:001533,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,1533,166761,2235ea91c607662dca2b31be163fb973aed95c38c846556571018e6986ae2c21,READABLE,,2026-09-11T02:19:09Z
