source_frame,foot_x_px,foot_y_px
19716,1180.5,866.25
19716,1590.0,403.5
19719,1716.0,902.25
19719,777.1875,484.5
19719,1563.0,864.0
19719,1683.0,663.0
19719,1191.0,867.0
19719,1094.25,861.75
19722,746.625,481.5
19722,532.5,431.25
19722,1236.0,606.75
19722,1557.375,856.5
19722,1197.75,390.375
19722,1737.0,883.5
19722,323.625,973.5
19722,64.96875,972.0
19722,1100.25,865.5
19722,77.109375,904.5
19725,1551.0,851.25
19725,1213.5,612.0
19725,714.375,480.75
19725,1206.0,870.0
19725,1684.5,693.0
19725,1087.5,864.0
19725,514.875,424.5
19725,1152.0,382.125
19725,358.125,972.75
19725,1386.0,389.625
19728,1060.5,865.5
19728,1218.0,872.25
19728,1550.625,847.5
19728,1837.5,873.75
19728,723.75,477.0
19728,1602.0,972.75
19728,409.40625,977.25
19728,1194.0,609.375
19728,311.4375,973.5
19728,1699.5,652.5
19728,366.5625,465.0
19728,235.3125,972.0
19731,351.75,465.0
19731,1833.0,854.25
19731,1205.25,606.0
19731,495.75,423.75
19731,1540.5,840.75
19731,1546.5,973.5
19731,1642.5,406.875
19731,1090.5,815.25
19731,701.25,465.0
19731,1236.0,864.0
19734,1211.25,590.25
19734,479.25,420.75
19734,1498.5,972.0
19734,1246.5,865.5
19734,1533.0,830.25
19734,364.6875,456.75
19734,1627.5,972.75
19734,1749.0,975.0
19734,1083.75,859.5
19737,1264.5,865.5
19737,352.5,454.125
19737,1055.25,868.5
19737,1569.375,973.5
19737,668.25,468.0
19737,1689.0,972.75
19737,1050.75,867.0
19737,1263.0,591.0
19740,652.5,467.625
19740,1524.75,813.75
19740,1519.5,975.0
19740,1623.0,971.25
19740,347.625,446.25
19740,40.1484375,973.5
19740,1269.0,867.0
19740,115.6640625,973.5
19740,41.0859375,973.5
19740,334.875,448.5
19740,1480.5,385.125
19740,1879.5,801.75
19743,1507.5,804.0
19743,1272.0,870.0
19743,1191.0,576.75
19743,625.5,465.75
19743,1662.0,567.375
19743,1558.5,972.0
19743,55.828125,972.0
19743,1061.25,782.25
19743,1866.0,754.5
19743,323.4375,438.75
19743,427.875,918.0
19746,1272.0,872.25
19746,1497.0,799.5
19746,601.5,450.0
19746,1501.5,971.25
19746,1713.0,970.5
19746,1626.0,533.25
19746,1176.75,552.75
19746,624.75,447.0
19746,389.34375,436.125
19749,1282.5,868.5
19749,1017.0,864.0
19749,301.6875,429.75
19749,1175.25,594.75
19749,406.875,393.375
19749,1315.5,392.625
19749,1465.5,792.75
19749,423.84375,975.0
19749,1629.0,975.0
19749,806.25,865.5
19749,39.796875,975.0
19752,1438.5,774.0
19752,279.375,421.5
19752,1156.5,549.75
19752,570.75,445.5
19752,1279.5,867.0
19752,361.875,972.0
19752,1890.0,967.5
19755,1126.5,553.125
19755,542.25,439.5
19755,995.25,845.25
19755,1243.5,867.0
19755,1821.0,953.25
19755,1389.0,759.75
19755,996.0,798.75
19755,292.875,972.0
19755,1486.5,970.5
19755,1152.75,324.0
19758,942.0,853.5
19758,229.171875,423.75
19758,1264.5,843.75
19758,1371.0,760.5
19758,1107.0,502.875
19758,532.5,449.625
19758,213.375,975.0
19758,1731.0,945.75
19758,1550.625,499.5
19761,1497.0,482.625
19761,1337.25,752.25
19761,1858.5,685.875
19761,196.921875,425.625
19761,1243.5,853.5
19761,385.59375,973.5
19761,483.375,440.25
19761,41.1328125,972.75
19761,520.5,864.0
19761,130.125,975.0
19764,1825.5,672.0
19764,1017.0,524.25
19764,300.1875,975.0
19764,442.5,441.0
19764,1450.5,471.375
19764,1218.0,868.5
19764,1293.0,745.5
19764,1887.0,969.75
19767,1792.5,666.0
19767,404.625,455.25
19767,1206.0,865.5
19767,1241.25,667.875
19767,208.078125,976.5
19767,981.0,527.25
19770,802.3125,856.5
19770,1749.0,654.75
19770,1363.5,474.0
19770,373.3125,464.25
19770,934.5,539.25
19770,72.28125,439.875
19770,1701.0,526.125
19770,1188.0,664.125
19770,1171.5,860.25
19773,1698.0,644.25
19773,321.5625,470.25
19773,1078.5,392.25
19773,1854.0,970.5
19773,1137.0,733.5
19773,1147.5,870.0
19773,56.90625,452.25
19776,1663.5,630.0
19776,1585.5,522.0
19776,1108.5,867.75
19776,1270.5,468.75
19776,1027.5,387.375
19776,286.125,479.625
19776,740.25,849.75
19776,312.9375,477.375
19776,862.5,546.375
19776,1764.0,972.75
19776,1893.0,909.0
19779,1234.5,464.625
19779,1053.0,747.75
19779,1087.5,859.5
19779,420.75,966.0
19779,687.75,859.5
19779,248.625,487.5
19779,994.5,391.875
19779,1863.0,597.0
19779,1617.0,609.0
19779,1548.0,590.625
19779,1819.5,898.5
19782,218.4375,489.375
19782,1804.5,617.625
19782,1018.5,739.5
19782,1595.625,621.0
19782,966.75,389.625
19782,1099.5,864.0
19782,357.5625,966.0
19782,1201.5,457.5
19782,1460.25,519.0
19782,665.25,861.75
19782,1737.0,894.0
19782,792.1875,519.0
19782,81.421875,972.0
19782,448.5,930.0
19785,197.625,481.5
19785,1569.0,597.75
19785,1732.5,618.75
19785,1002.75,738.75
19785,1082.25,862.5
19785,291.1875,964.5
19785,1167.0,450.375
19785,399.84375,939.0
19785,1407.0,522.75
19785,954.0,384.375
19785,1666.5,887.25
19788,1524.0,597.0
19788,1654.5,612.0
19788,225.375,969.0
19788,1146.75,443.25
19788,1083.0,865.5
19788,340.3125,942.0
19788,645.75,862.5
19788,1359.0,528.75
19788,1695.0,972.0
19788,37.3359375,969.0
19788,433.5,938.25
19788,87.36328125,975.0
19788,1597.5,879.0
19791,952.5,721.875
19791,611.25,866.25
19791,1080.75,863.25
19791,163.125,972.0
19791,276.75,952.5
19791,1572.0,599.25
19791,1468.5,588.0
19791,1629.0,976.5
19791,388.875,972.0
19791,1299.0,529.5
19791,1122.0,441.75
19794,148.4765625,498.75
19794,939.0,714.0
19794,1086.75,444.0
19794,108.9140625,972.0
19794,1092.0,864.0
19794,1473.0,591.0
19794,611.625,858.0
19794,327.75,951.0
19794,221.578125,952.5
19794,1572.375,976.5
19794,720.75,522.0
19794,1249.5,542.25
19794,423.75,964.5
19794,897.0,417.75
19794,1740.0,410.625
19797,60.84375,973.5
19797,144.84375,499.5
19797,923.25,710.25
19797,172.78125,951.0
19797,1082.25,864.0
19797,1399.5,571.5
19797,1210.5,540.0
19797,281.625,951.0
19797,1522.5,973.5
19797,714.375,522.75
19797,892.5,435.0
19797,1064.25,442.5
19800,916.5,707.25
19800,730.5,508.5
19800,1083.0,870.0
19800,38.5546875,975.0
19800,1359.0,583.5
19800,604.5,862.5
19800,1176.0,532.5
19800,133.40625,958.5
19800,891.0,456.375
19800,1049.25,439.5
19800,162.65625,498.75
19800,242.0625,954.0
19800,1483.5,972.75
19800,1689.0,404.25
19800,1396.5,864.0
19803,94.125,961.5
19803,603.0,860.25
19803,911.25,700.5
19803,1111.5,864.0
19803,162.1875,512.25
19803,204.5625,954.75
19803,1669.5,405.375
19803,1144.5,534.0
19803,1361.25,859.5
19806,1113.75,871.5
19806,765.0,505.5
19806,59.0625,964.5
19806,619.5,852.0
19806,172.6875,960.0
19806,1650.0,402.75
19806,1329.0,861.75
19806,1323.75,532.875
19806,267.0,969.0
19809,624.375,853.5
19809,915.75,680.25
19809,1123.5,853.5
19809,138.09375,962.25
19809,35.90625,969.0
19809,1296.75,536.25
19809,1083.75,530.625
19809,1629.0,403.5
19809,1298.25,861.0
19809,231.328125,971.25
19812,630.0,854.25
19812,1133.25,846.75
19812,102.1640625,968.25
19812,227.671875,504.0
19812,1603.5,404.25
19812,801.1875,513.75
19812,1285.5,535.5
19812,909.0,668.625
19812,1173.0,537.0
19815,934.5,674.25
19815,631.875,852.75
19815,234.328125,483.0
19815,1268.25,547.125
19815,71.16796875,969.0
19815,1239.0,861.0
19815,1143.75,547.5
19815,170.8125,973.5
19815,936.0,477.75
19818,255.046875,479.25
19818,47.8359375,972.0
19818,1134.0,546.75
19818,931.5,671.25
19818,653.625,847.5
19818,818.25,508.125
19818,1263.0,535.5
19818,1551.375,398.625
19818,149.8125,972.0
19821,658.125,850.5
19821,296.25,474.375
19821,1116.75,546.75
19821,38.0625,970.5
19821,1173.0,825.0
19821,127.4765625,974.25
19821,881.25,671.25
19821,1255.5,618.0
19821,30.984375,514.125
19821,925.5,669.0
19824,665.25,852.0
19824,1111.5,560.625
19824,939.0,669.75
19824,1182.0,813.0
19824,307.5,474.0
19824,30.5625,972.0
19824,961.5,486.75
19824,1650.0,945.75
19824,1251.75,514.875
19824,110.9765625,973.5
19824,56.15625,510.0
19827,1191.0,821.25
19827,343.125,467.25
19827,959.25,678.0
19827,1090.5,543.0
19827,1245.0,528.0
19827,67.875,507.0
19827,191.8125,972.0
19830,1201.5,822.0
19830,704.25,829.5
19830,105.84375,512.25
19830,1106.25,541.5
19830,358.6875,453.0
19830,1237.5,611.625
19830,1491.0,398.25
19833,1212.75,819.0
19833,717.75,838.5
19833,1107.0,532.5
19833,1230.75,537.375
19833,129.3515625,522.75
19833,376.5,454.875
19833,447.0,972.75
19836,733.5,851.25
19836,1226.25,819.0
19836,1108.5,524.25
19836,170.15625,522.75
19836,998.25,691.5
19836,409.5,453.0
19836,1223.25,531.75
19836,441.0,972.0
19836,1881.0,973.5
19839,1240.5,822.75
19839,424.5,446.25
19839,748.125,824.25
19839,89.0625,418.5
19839,1214.25,523.875
19839,1113.0,499.875
19839,205.6875,525.0
19839,438.0,972.0
19842,233.4375,535.875
19842,1248.0,810.75
19842,432.75,439.5
19842,759.0,823.5
19842,1207.5,526.5
19842,114.3984375,420.375
19842,1468.5,394.5
19842,170.4375,975.0
19842,433.5,972.0
19845,1258.5,813.0
19845,267.75,552.75
19845,442.5,441.75
19845,780.0,818.25
19845,823.5,518.25
19845,1140.0,855.75
19845,1192.5,568.5
19845,427.125,972.0
19848,792.75,831.75
19848,1266.75,816.0
19848,277.875,553.5
19848,800.8125,519.0
19848,422.625,972.0
19848,1185.0,556.5
19848,1458.0,394.5
19851,796.5,828.75
19851,306.75,561.0
19851,1275.75,813.0
19851,1009.5,696.75
19851,418.125,973.5
19851,199.5,409.5
19851,1161.75,542.25
19854,330.375,588.0
19854,1281.0,819.0
19854,1012.5,693.0
19854,812.25,816.75
19854,1158.0,552.0
19854,978.0,445.875
19854,1767.0,972.0
19854,417.0,973.5
19854,226.875,409.5
19857,368.4375,594.0
19857,1150.5,547.5
19857,253.5,408.0
19857,1012.5,696.0
19857,832.5,807.75
19857,1293.0,804.75
19857,418.5,973.5
19857,798.75,529.5
19860,1013.25,691.5
19860,394.125,592.5
19860,835.5,799.5
19860,286.125,405.0
19860,1300.5,810.0
19860,418.59375,975.75
19860,886.5,336.0
19860,805.5,525.75
19860,156.1875,972.75
19863,414.375,597.75
19863,847.5,792.75
19863,1014.0,691.5
19863,1305.75,808.5
19863,1173.75,551.25
19863,421.40625,975.75
19863,803.25,534.0
19863,150.1875,973.5
19863,46.1484375,972.0
19866,447.84375,615.0
19866,855.0,791.25
19866,1182.0,569.25
19866,423.75,975.0
19866,1308.75,807.0
19866,1014.75,690.375
19866,805.5,538.125
19866,326.8125,399.0
19866,151.03125,973.5
19869,864.0,790.5
19869,1185.0,593.25
19869,1309.5,807.0
19869,506.25,616.125
19869,423.0,975.0
19869,1734.0,975.0
19872,876.0,784.5
19872,1306.5,798.0
19872,528.0,626.25
19872,1191.75,597.375
19872,422.15625,975.0
19872,366.9375,403.875
19875,552.0,642.75
19875,1303.5,797.25
19875,884.25,786.0
19875,1194.0,606.75
19875,421.875,975.0
19875,1006.5,687.0
19875,750.75,565.5
19878,598.5,651.75
19878,1299.0,795.75
19878,887.25,783.75
19878,1201.5,597.0
19878,421.59375,975.0
19878,760.125,580.5
19881,1293.0,803.25
19881,639.75,648.75
19881,1224.75,592.5
19881,888.0,776.25
19881,421.5,974.25
19884,892.5,762.0
19884,687.0,652.5
19884,1285.5,800.25
19884,662.25,649.5
19884,1008.0,685.5
19884,424.125,973.5
19884,1206.0,553.5
19887,888.0,759.0
19887,1285.5,797.25
19887,699.75,653.25
19887,1212.0,547.5
19887,1009.5,680.25
19887,424.875,973.5
19887,723.375,652.5
19887,1286.25,588.0
19887,432.0,393.375
19890,1303.5,594.0
19890,1219.5,537.0
19890,882.0,759.0
19890,1284.0,800.25
19890,729.375,654.75
19890,1002.75,678.0
19890,423.375,973.5
19890,1453.5,392.25
19893,877.5,757.5
19893,1278.75,805.5
19893,1225.5,558.375
19893,1308.0,592.125
19893,761.25,651.0
19893,996.0,680.25
19893,815.8125,627.75
19893,424.5,973.5
19896,873.0,760.5
19896,1306.5,598.5
19896,1273.5,816.0
19896,1235.25,564.75
19896,785.25,663.0
19896,1451.25,406.125
19899,845.25,760.5
19899,1270.5,828.0
19899,879.0,374.25
19899,1239.0,568.5
19899,1444.5,418.125
19899,1308.0,586.5
19899,1540.5,975.0
19899,272.25,985.5
19899,148.40625,978.0
19902,1270.5,839.25
19902,846.0,768.0
19902,880.5,378.75
19902,957.0,706.5
19902,1120.5,870.0
19902,1304.25,599.25
19902,842.25,770.25
19905,834.0,777.0
19905,1270.5,851.25
19905,1272.0,635.25
19905,874.5,386.625
19905,627.0,495.0
19905,1441.5,429.0
19905,1573.5,972.0
19908,817.5,780.0
19908,1272.0,855.0
19908,870.0,392.25
19908,854.25,594.75
19908,1266.0,620.25
19908,636.0,497.625
19908,930.0,697.5
19908,1438.5,441.0
19908,1572.375,975.0
19908,1310.25,600.375
19908,592.875,477.0
19911,1271.25,865.5
19911,797.25,783.75
19911,1265.25,637.5
19911,876.0,694.875
19911,867.0,399.75
19911,921.75,698.25
19911,587.25,486.375
19914,768.75,789.0
19914,1269.0,630.75
19914,1269.75,865.5
19914,890.25,717.75
19914,859.5,412.5
19914,633.375,506.25
19914,582.375,497.25
19914,1430.25,458.25
19917,754.5,799.5
19917,887.25,724.5
19917,1266.0,866.25
19917,1281.0,633.0
19917,852.0,417.75
19917,630.75,518.25
19917,575.25,509.25
19917,469.5,469.875
19917,1720.5,975.0
19920,724.5,798.75
19920,1261.5,870.0
19920,883.5,738.0
19920,1278.0,638.25
19920,846.0,424.125
19920,463.875,472.5
19920,1033.5,510.0
19920,616.875,515.625
19920,958.5,474.75
19920,1713.0,976.5
19923,706.5,795.75
19923,896.25,741.75
19923,1255.5,871.5
19923,1297.5,633.75
19923,837.0,422.25
19923,840.75,711.75
19923,601.5,510.75
19923,455.25,468.0
19923,1411.5,465.75
19923,560.25,510.75
19926,696.75,795.75
19926,906.75,752.25
19926,829.5,723.375
19926,1251.0,871.5
19926,1268.25,623.25
19926,1704.0,973.5
19926,444.75,468.0
19929,913.5,756.75
19929,664.125,796.5
19929,810.75,713.25
19929,1248.75,870.0
19929,1305.0,629.25
19929,1698.0,975.0
19929,1405.5,462.75
19929,1011.0,660.75
19932,801.0,709.5
19932,639.0,798.0
19932,912.0,756.75
19932,1245.75,870.0
19932,1320.0,637.5
19932,951.0,484.125
19932,1026.75,655.5
19932,1695.0,975.0
19935,618.75,798.0
19935,768.75,706.5
19935,918.0,752.25
19935,1243.5,870.0
19935,820.5,417.75
19935,946.5,498.75
19935,1315.5,625.5
19938,605.625,798.0
19938,744.75,713.25
19938,1242.0,868.5
19938,1315.5,615.75
19938,945.0,751.5
19938,817.5,417.375
19938,407.25,975.75
19938,1692.0,979.5
19938,949.5,506.25
19941,595.5,799.5
19941,738.75,706.5
19941,1240.5,867.0
19941,815.25,412.5
19941,950.25,519.75
19941,1365.75,615.0
19941,405.375,977.25
19941,1689.0,979.5
19944,564.75,796.5
19944,719.25,696.75
19944,1239.0,864.75
19944,813.0,418.5
19944,405.75,978.0
19944,1080.0,648.0
19944,1278.0,613.125
19944,941.25,519.0
19947,540.75,795.75
19947,1237.5,870.0
19947,812.25,415.875
19947,1089.75,639.0
19947,1254.0,579.75
19947,1357.5,621.0
19950,517.5,794.25
19950,1236.0,866.25
19950,953.25,637.5
19950,361.5,452.25
19950,1087.5,616.5
19953,506.25,791.25
19953,1233.0,862.5
19953,812.25,407.25
19953,565.5,492.0
19953,1225.5,559.5
19953,963.0,717.0
19956,489.75,783.0
19956,1230.0,858.0
19956,816.0,405.75
19956,1345.5,585.0
19956,572.25,682.5
19956,963.75,708.0
19956,570.0,485.25
19956,1092.0,564.75
19956,1209.75,527.25
19956,519.0,489.75
19956,332.625,444.0
19959,443.25,783.0
19959,1225.5,854.25
19959,576.0,498.0
19959,517.125,489.0
19959,819.0,398.25
19959,412.40625,967.5
19959,1089.0,549.75
19962,410.25,778.5
19962,505.5,663.75
19962,1218.0,845.25
19962,572.25,495.375
19962,820.5,392.625
19962,1318.5,564.75
19962,513.75,486.0
19962,1072.5,867.75
19962,318.0,433.5
19965,1207.5,840.0
19965,549.0,498.0
19965,376.125,779.25
19965,825.0,385.5
19965,1311.0,550.5
19965,319.5,430.5
19965,1075.5,867.0
19965,433.5,672.0
19965,417.75,958.5
19968,351.0,780.0
19968,538.875,497.625
19968,1197.0,838.5
19968,832.5,383.25
19968,1305.0,520.875
19968,417.375,963.75
19968,400.875,656.25
19968,925.5,523.875
19971,931.5,665.25
19971,347.625,776.25
19971,1161.0,545.25
19971,844.5,381.75
19971,1192.5,838.5
19971,532.5,500.25
19971,1299.0,525.375
19971,1008.0,532.5
19971,95.671875,972.0
19974,925.5,662.25
19974,522.0,498.75
19974,1194.75,852.0
19974,272.0625,421.5
19974,1299.0,524.25
19974,371.625,681.0
19974,1165.5,551.25
19974,862.5,375.375
19977,274.125,764.25
19977,1203.75,852.75
19977,1303.5,525.0
19977,876.0,653.25
19977,529.125,503.25
19977,885.0,371.25
19977,279.75,418.125
19980,872.25,642.0
19980,264.9375,752.25
19980,1209.0,861.0
19980,1316.25,522.375
19980,500.25,499.875
19980,519.375,505.5
19980,294.9375,682.5
19980,910.5,505.875
19980,1165.5,499.5
19983,869.25,643.5
19983,504.0,502.125
19983,1218.0,849.0
19983,1320.0,505.125
19983,901.5,500.25
19983,1641.0,952.5
19983,988.5,505.5
19983,1134.0,516.75
19983,1479.75,405.75
19986,862.5,626.25
19986,1336.5,544.5
19986,509.625,495.0
19986,1140.75,538.5
19986,247.453125,738.75
19986,924.0,525.375
19986,37.5234375,972.0
19986,1668.0,949.5
19986,957.75,352.5
19989,213.375,729.0
19989,1162.5,512.25
19989,521.625,500.625
19989,1347.0,541.875
19989,1693.5,948.0
19989,930.0,528.75
19989,57.0,972.0
19989,1140.0,506.25
19992,1173.0,491.625
19992,1377.0,529.875
19992,1192.5,832.5
19992,218.625,730.5
19992,1740.0,947.25
19992,1020.0,354.375
19992,505.875,495.75
19992,484.5,498.75
19992,95.71875,966.75
19992,805.5,553.5
19992,1272.75,861.0
19995,824.25,635.25
19995,504.75,494.25
19995,1197.0,831.75
19995,1161.0,475.5
19995,958.5,524.25
19995,1785.0,951.0
19995,1165.5,830.25
19995,933.0,520.5
19995,151.3125,958.5
19998,508.5,497.25
19998,786.75,633.75
19998,1172.25,839.25
19998,961.5,524.625
19998,83.71875,962.25
19998,1836.0,953.25
19998,1353.75,858.0
19998,196.875,951.0
19998,1379.25,591.0
19998,1623.0,838.5
19998,942.0,459.75
19998,30.3046875,972.0
20001,795.0,632.25
20001,1194.0,854.25
20001,940.5,472.875
20001,1197.0,474.75
20001,151.3125,719.25
20001,40.4296875,975.75
20001,1386.75,513.75
20001,1521.75,976.5
20001,1659.0,843.0
20001,243.75,952.5
20001,129.46875,966.0
20001,486.375,492.0
20001,1873.5,963.0
20001,437.625,969.0
20001,1416.0,576.0
20001,240.0,695.25
20004,800.25,624.0
20004,1185.0,837.75
20004,72.09375,973.5
20004,1397.25,521.625
20004,957.75,532.125
20004,119.6484375,731.25
20004,726.0,360.0
20004,484.5,492.75
20004,285.1875,963.0
20004,179.25,966.0
20004,1564.5,975.0
20004,1188.0,456.75
20004,389.90625,952.5
20007,788.25,630.75
20007,963.0,542.25
20007,112.21875,975.75
20007,1130.25,833.25
20007,1606.5,975.0
20007,225.0,969.0
20007,435.0,965.25
20007,324.75,972.0
20007,178.5,761.25
20007,490.5,490.5
20007,1398.0,489.75
20007,212.203125,761.25
20010,480.75,501.375
20010,1423.5,573.75
20010,161.625,973.5
20010,951.0,545.25
20010,1650.0,976.5
20010,380.4375,973.5
20010,187.96875,754.5
20010,267.9375,947.25
20010,756.75,634.5
20010,1641.0,400.875
20010,1135.5,855.0
20010,126.1875,729.375
20010,18.97265625,971.25
20013,752.25,637.125
20013,1431.0,537.0
20013,1126.5,858.0
20013,191.53125,973.5
20013,410.90625,970.5
20013,465.0,492.75
20013,931.5,540.0
20013,309.375,952.5
20013,248.578125,778.5
20013,1647.0,398.25
20013,1300.5,352.125
20013,1687.5,975.0
20013,1207.5,439.875
20016,720.375,642.0
20016,83.8125,736.5
20016,235.125,972.0
20016,234.375,791.25
20016,1056.0,841.5
20016,446.625,495.375
20016,957.0,529.5
20016,356.625,948.0
20016,1425.0,547.875
20016,1737.0,974.25
20016,1344.0,354.75
20019,84.234375,725.25
20019,432.65625,486.75
20019,214.546875,786.75
20019,1050.0,840.0
20019,694.5,642.75
20019,281.25,966.0
20019,1398.0,517.5
20019,1230.0,440.25
20019,1378.5,360.0
20022,1211.25,452.625
20022,1048.5,856.5
20022,207.046875,794.25
20022,927.0,530.25
20022,1420.5,357.375
20022,673.5,615.75
