audit_id,arm,role,group_index,mean_abs_point_line_distance_px,target_roles
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,raw_lsd,near_free_throw,511,14.314244540577,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,raw_lsd,lane_left,885,17.310554586959,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,raw_lsd,lane_right,116,1.904616005956,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,top_hat,near_baseline,240,4.621102437040,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,top_hat,near_free_throw,304,10.616704230538,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,top_hat,lane_left,309,58.211333863239,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,top_hat,lane_right,364,18.936531827689,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,raw_lsd,near_baseline,89,2.210133558152,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,raw_lsd,near_free_throw,156,2.901258925032,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,raw_lsd,lane_left,85,3.714666735883,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,raw_lsd,lane_right,20,4.624739608349,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,top_hat,near_baseline,35,13.210626072453,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,top_hat,near_free_throw,101,3.256264079011,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,top_hat,lane_left,95,22.790898635493,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,top_hat,lane_right,107,38.863633057623,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,raw_lsd,near_baseline,89,18.276742562478,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,raw_lsd,near_free_throw,156,14.452050986587,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,raw_lsd,lane_left,296,5.311003414905,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,raw_lsd,lane_right,258,13.474300327281,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,top_hat,near_baseline,67,25.497090875075,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,top_hat,near_free_throw,95,21.287276505938,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,top_hat,lane_left,4,32.832043328137,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,top_hat,lane_right,74,40.516068215643,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,raw_lsd,near_baseline,687,20.880914316348,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,raw_lsd,near_free_throw,246,10.334761554032,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,raw_lsd,lane_left,207,26.179441572953,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,raw_lsd,lane_right,455,3.195053176976,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,top_hat,near_baseline,339,30.000186548609,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,top_hat,near_free_throw,393,5.388289550667,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,top_hat,lane_left,331,11.904166186954,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,top_hat,lane_right,422,8.281679189948,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,raw_lsd,near_baseline,588,16.740822880300,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,raw_lsd,near_free_throw,302,15.167770462555,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,raw_lsd,lane_left,602,1.396969574083,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,raw_lsd,lane_right,56,11.356839967894,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,top_hat,near_baseline,210,19.196353238642,paint_near_baseline_left_corner;paint_near_baseline_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,top_hat,near_free_throw,28,17.461272853891,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,top_hat,lane_left,283,5.858405240651,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,top_hat,lane_right,10,50.231072982366,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s01__f001600,raw_lsd,near_baseline,417,0.943562746587,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s01__f001600,raw_lsd,near_free_throw,438,8.999943710755,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s01__f001600,raw_lsd,lane_left,92,20.876175925486,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s01__f001600,raw_lsd,lane_right,535,59.693249497295,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s01__f001600,top_hat,near_baseline,240,1.709094965447,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s01__f001600,top_hat,near_free_throw,264,9.046213534584,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s01__f001600,top_hat,lane_left,63,19.909159034552,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s01__f001600,top_hat,lane_right,182,77.215101836548,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s03__f004062,raw_lsd,near_baseline,602,8.969431800840,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s03__f004062,raw_lsd,near_free_throw,289,14.486837438515,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s03__f004062,raw_lsd,lane_left,516,1.251148220747,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s03__f004062,raw_lsd,lane_right,402,6.491707693008,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s03__f004062,top_hat,near_baseline,128,38.206837910306,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s03__f004062,top_hat,near_free_throw,12,22.874926418989,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s03__f004062,top_hat,lane_left,61,2.757326652406,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s03__f004062,top_hat,lane_right,68,8.647106670267,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s06__f007539,raw_lsd,near_baseline,52,6.938027649961,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s06__f007539,raw_lsd,near_free_throw,110,7.474398575961,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s06__f007539,raw_lsd,lane_left,466,13.907985717438,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s06__f007539,raw_lsd,lane_right,20,6.101815105139,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s06__f007539,top_hat,near_baseline,134,82.408671470976,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_01_1080p__s06__f007539,top_hat,near_free_throw,9,55.532172122693,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_01_1080p__s06__f007539,top_hat,lane_left,72,10.414893834545,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_01_1080p__s06__f007539,top_hat,lane_right,25,9.104303640070,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_02__s11__f021983,raw_lsd,near_baseline,309,21.264954433606,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_02__s11__f021983,raw_lsd,near_free_throw,20,7.950156762239,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_02__s11__f021983,raw_lsd,lane_left,198,14.651878001908,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_02__s11__f021983,raw_lsd,lane_right,53,8.199927540341,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_02__s11__f021983,top_hat,near_baseline,39,54.045663260645,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_02__s11__f021983,top_hat,near_free_throw,7,14.244899125749,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_02__s11__f021983,top_hat,lane_left,97,91.153098731317,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_02__s11__f021983,top_hat,lane_right,98,15.173874727331,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_04__s06__f012223,raw_lsd,near_baseline,381,9.180884806738,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_04__s06__f012223,raw_lsd,near_free_throw,305,6.079524437780,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_04__s06__f012223,raw_lsd,lane_left,428,28.397019889751,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_04__s06__f012223,raw_lsd,lane_right,479,15.689063368778,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_04__s06__f012223,top_hat,near_baseline,100,28.905288219046,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_04__s06__f012223,top_hat,near_free_throw,51,29.447363937198,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_04__s06__f012223,top_hat,lane_left,155,75.069108534622,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_04__s06__f012223,top_hat,lane_right,111,93.543804852054,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s03__f007237,raw_lsd,near_baseline,635,10.291171708624,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s03__f007237,raw_lsd,near_free_throw,667,18.678209304740,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s03__f007237,raw_lsd,lane_left,412,18.529477609186,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s03__f007237,raw_lsd,lane_right,224,19.446210786631,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s03__f007237,top_hat,near_baseline,295,50.148100171635,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s03__f007237,top_hat,near_free_throw,130,21.868979616469,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s03__f007237,top_hat,lane_left,208,20.419207618727,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s03__f007237,top_hat,lane_right,15,7.171579608984,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s07__f014099,raw_lsd,near_baseline,632,16.319520265154,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s07__f014099,raw_lsd,near_free_throw,506,19.928250513264,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s07__f014099,raw_lsd,lane_left,336,6.997542906272,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s07__f014099,raw_lsd,lane_right,431,6.698947848387,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s07__f014099,top_hat,near_baseline,182,33.093668136542,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s07__f014099,top_hat,near_free_throw,266,26.632546413049,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s07__f014099,top_hat,lane_left,162,14.947410470890,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s07__f014099,top_hat,lane_right,240,9.965575958023,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s09__f018997,raw_lsd,near_baseline,490,4.937725333768,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s09__f018997,raw_lsd,near_free_throw,556,8.091933508300,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s09__f018997,raw_lsd,lane_left,620,21.163982791443,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s09__f018997,raw_lsd,lane_right,386,10.422452237038,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s09__f018997,top_hat,near_baseline,269,1.163537275652,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_06__s09__f018997,top_hat,near_free_throw,363,9.436646818623,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_06__s09__f018997,top_hat,lane_left,209,28.676935544206,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_06__s09__f018997,top_hat,lane_right,53,24.121232213599,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_07__s08__f016801,raw_lsd,near_baseline,82,2.060539308344,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_07__s08__f016801,raw_lsd,near_free_throw,223,16.798792407028,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_07__s08__f016801,raw_lsd,lane_left,460,15.732986152883,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_07__s08__f016801,raw_lsd,lane_right,132,10.015046716963,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
wnba__wnba_07__s08__f016801,top_hat,near_baseline,23,6.298160737510,paint_near_baseline_left_corner;paint_near_baseline_right_corner
wnba__wnba_07__s08__f016801,top_hat,near_free_throw,151,34.819184710028,paint_near_free_throw_left_corner;paint_near_free_throw_right_corner
wnba__wnba_07__s08__f016801,top_hat,lane_left,379,22.977158320737,paint_near_baseline_left_corner;paint_near_free_throw_left_corner
wnba__wnba_07__s08__f016801,top_hat,lane_right,412,13.490624586446,paint_near_baseline_right_corner;paint_near_free_throw_right_corner
