frame_key,section_id,game_id,source_sha256,frame_index,path,state,scale,native_width,native_height,presence_prediction
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:1809,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,1809,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_001809.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:1938,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,1938,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_001938.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2067,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2067,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002067.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2197,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2197,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002197.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2326,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2326,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002326.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2455,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2455,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002455.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2584,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2584,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002584.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2714,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2714,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002714.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2843,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2843,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002843.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2972,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,2972,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_002972.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3101,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3101,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003101.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3231,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3231,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003231.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3360,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3360,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003360.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3489,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3489,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003489.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3618,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3618,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003618.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3748,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3748,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003748.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3877,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,3877,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_003877.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4006,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4006,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004006.png,DECODED,0.6666666666666666,1920,1080,ABSTAIN
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4135,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4135,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004135.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4265,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4265,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004265.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4394,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4394,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004394.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4523,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4523,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004523.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4652,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4652,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004652.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4782,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4782,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004782.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4911,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,4911,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_004911.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5040,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5040,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005040.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5169,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5169,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005169.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5299,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005299.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5428,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005428.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5557,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005557.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5686,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5686,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005686.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5816,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5816,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005816.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5945,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,5945,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_005945.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6074,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6074,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006074.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6203,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6203,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006203.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6333,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6333,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006333.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6462,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6462,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006462.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6591,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6591,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006591.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6720,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6720,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006720.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6850,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6850,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006850.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6979,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,6979,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_006979.png,DECODED,0.6666666666666666,1920,1080,COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7108,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7108,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007108.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7237,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7237,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007237.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7367,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7367,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007367.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7496,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7496,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007496.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7625,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7625,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007625.png,DECODED,0.6666666666666666,1920,1080,NON_COURT
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7754,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,7754,/workspace/g379_scratch/frames/basketball__euroleague-a_GxgklBtEs_s2783_007754.png,DECODED,0.6666666666666666,1920,1080,COURT
