frame_key,section_id,prediction,recomputed_prediction,court_probability,recomputed_court_probability,margin,top_two_margin,legacy_margin_reproduces,prediction_reproduces,pool
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:1841,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.073194504,0.073194504,-0.898299202,0.838464845,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:2455,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.010271956,0.010271956,-0.971649412,0.969097108,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:3069,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000001569,0.000001569,0.000759018,0.997179792,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:3683,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000001078,0.000001078,-0.010633347,0.964082558,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:4296,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000000091,0.000000091,-0.008002522,0.980752832,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:4910,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000000009,0.000000009,-0.031981675,0.934384979,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:5524,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000000061,0.000000061,-0.120582632,0.757256195,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:6138,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000784818,0.000784818,-0.914632925,0.874571350,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:6752,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000446091,0.000446091,-0.280304667,0.397638986,0,1,screen_ticks
f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff:basketball__euroleague-a_GxgklBtEs_s155:7366,basketball__euroleague-a_GxgklBtEs_s155,NON_COURT,NON_COURT,0.000004220,0.000004220,-0.999675162,0.999659595,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:606,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.996923693,0.996923693,0.000676698,0.995174565,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:1212,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.864586893,0.864586893,0.038974294,0.793762455,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:1819,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.987384612,0.987384612,0.010143300,0.976282104,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2425,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.964018292,0.964018292,0.023956640,0.939126977,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3032,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.963768626,0.963768626,0.006755630,0.945530487,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3638,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.994311253,0.994311253,0.003154365,0.990421521,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4245,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.998235014,0.998235014,0.001428221,0.996693452,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4851,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.819681602,0.819681602,0.067367146,0.729377545,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5458,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.954224597,0.954224597,0.007950242,0.932178610,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6064,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.996174217,0.996174217,0.001549213,0.993652433,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6671,basketball__euroleague-a_GxgklBtEs_s2783,COURT,COURT,0.743386729,0.743386729,0.068610122,0.575290633,0,1,screen_ticks
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7277,basketball__euroleague-a_GxgklBtEs_s2783,NON_COURT,NON_COURT,0.000004006,0.000004006,-0.011765129,0.968853790,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:614,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.961319882,0.961319882,-0.001097472,0.946431460,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:1228,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.975099233,0.975099233,0.010415938,0.960873162,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:1843,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.841476276,0.841476276,-0.055478170,0.752448446,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:2457,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.636584838,0.636584838,-0.257618760,0.339657175,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:3072,basketball__euroleague-a_GxgklBtEs_s4097,ABSTAIN,ABSTAIN,0.047384433,0.047384433,-0.328166062,0.070768735,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:3686,basketball__euroleague-a_GxgklBtEs_s4097,NON_COURT,NON_COURT,0.000005838,0.000005838,0.000101175,0.999551969,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:4301,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.940016812,0.940016812,-0.009604453,0.911015291,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:4915,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.858734917,0.858734917,-0.062859662,0.767954402,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:5530,basketball__euroleague-a_GxgklBtEs_s4097,NON_COURT,NON_COURT,0.014604327,0.014604327,-0.069361695,0.539561285,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:6144,basketball__euroleague-a_GxgklBtEs_s4097,NON_COURT,NON_COURT,0.000059706,0.000059706,0.002106696,0.990971146,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:6759,basketball__euroleague-a_GxgklBtEs_s4097,COURT,COURT,0.997921880,0.997921880,0.001256853,0.996409996,0,1,screen_ticks
bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056:basketball__euroleague-a_GxgklBtEs_s4097:7373,basketball__euroleague-a_GxgklBtEs_s4097,NON_COURT,NON_COURT,0.001985771,0.001985771,0.018465056,0.918623604,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:622,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.995672573,0.995672573,0.002289838,0.992561786,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:1244,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.852121922,0.852121922,-0.000562387,0.763310557,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:1867,basketball__euroleague-a_GxgklBtEs_s5411,NON_COURT,NON_COURT,0.000020943,0.000020943,0.000409522,0.992275007,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:2489,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.924227166,0.924227166,-0.008714099,0.895755482,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:3112,basketball__euroleague-a_GxgklBtEs_s5411,NON_COURT,NON_COURT,0.219869272,0.219869272,-0.655683351,0.471442885,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:3734,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.864155374,0.864155374,-0.025935253,0.809346101,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:4357,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.988371208,0.988371208,0.007812470,0.979432784,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:4979,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.990806978,0.990806978,0.000990294,0.986355659,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:5602,basketball__euroleague-a_GxgklBtEs_s5411,NON_COURT,NON_COURT,0.000026294,0.000026294,0.000037375,0.977225164,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:6224,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.993011493,0.993011493,0.002254569,0.988723685,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:6847,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.996112245,0.996112245,0.002449593,0.993043883,0,1,screen_ticks
4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251:basketball__euroleague-a_GxgklBtEs_s5411:7469,basketball__euroleague-a_GxgklBtEs_s5411,COURT,COURT,0.946103452,0.946103452,-0.013531539,0.917787024,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:303,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000000354,0.000000354,-0.000369780,0.997917865,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:607,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000000018,0.000000018,0.000030124,0.998990555,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:911,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000022610,0.000022610,-0.998611631,0.998569537,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:1215,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000016896,0.000016896,-0.998360933,0.998340078,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:1518,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.002305483,0.002305483,-0.986243529,0.986243529,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:1822,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000000000,0.000000000,0.000045469,0.999770202,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:2126,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000000000,0.000000000,-0.000079768,0.998767219,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:2430,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000000000,0.000000000,-0.000585091,0.997853324,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:2733,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000002253,0.000002253,-0.956085615,0.913949016,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3037,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000002530,0.000002530,-0.999687366,0.999687366,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3341,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.000673234,0.000673234,-0.987862910,0.987862910,0,1,screen_ticks
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3645,basketball__fiba-7HQqWMaKxpA_s6980,NON_COURT,NON_COURT,0.001599404,0.001599404,-0.982056828,0.982056828,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:311,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000022683,0.000022683,0.001750401,0.994861570,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:623,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000000632,0.000000632,0.000392600,0.999174870,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:934,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.019520500,0.019520500,0.036635893,0.873867497,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1246,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.001616077,0.001616077,-0.005491919,0.811205292,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1557,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000827132,0.000827132,0.026819290,0.929869793,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1869,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000079169,0.000079169,-0.999362910,0.999362910,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2180,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000004098,0.000004098,-0.999778852,0.999778852,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2492,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000004341,0.000004341,-0.999919045,0.999919045,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2803,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000006483,0.000006483,-0.999928321,0.999928321,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3115,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000182775,0.000182775,-0.999269214,0.999269214,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3426,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000447485,0.000447485,-0.998372740,0.998372740,0,1,screen_ticks
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3738,basketball__fiba-Y1cgaIWW8gk_s6825,NON_COURT,NON_COURT,0.000179306,0.000179306,-0.999062782,0.999062782,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:311,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.004140792,0.004140792,-0.020504879,0.842878429,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:623,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000048965,0.000048965,0.001419539,0.986826238,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:934,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000734494,0.000734494,-0.951696525,0.951696525,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1246,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000021750,0.000021750,-0.984654472,0.981537821,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1557,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000031986,0.000031986,-0.980841977,0.974074306,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1869,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000022845,0.000022845,-0.996537903,0.996537903,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2180,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000197394,0.000197394,-0.975252162,0.971801902,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2492,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000073862,0.000073862,-0.967151236,0.947880173,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2803,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.002973389,0.002973389,0.018092471,0.933408097,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3115,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000000002,0.000000002,0.000015929,0.999234727,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3426,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000016405,0.000016405,-0.994129748,0.988556565,0,1,screen_ticks
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3738,basketball__fiba-Y1cgaIWW8gk_s90,NON_COURT,NON_COURT,0.000000001,0.000000001,0.000286325,0.999419039,0,1,screen_ticks
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:617,basketball__fiba-fyp4VsE-8Fc_s90,ABSTAIN,ABSTAIN,0.040591420,0.040591420,-0.422403137,0.012784517,0,1,screen_ticks
