frame_key,section_id,frame_index,stroke_id,side,family,n_supports,length_px
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,2ca36f910e3436d3,VALIDATION,0,51,295.738
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,2f47acab2ba9e6ab,VALIDATION,5,9,47.4909
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,349810de6859eef8,VALIDATION,6,9,45.0679
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,40e68409285b2b60,VALIDATION,0,88,516.213
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,43e60d1c02cd13dc,VALIDATION,10,10,52.5332
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,44c4dbc7dcb73087,VALIDATION,0,162,961.5442
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,45ff332f5b69c546,VALIDATION,1,8,41.7104
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,4848d45feb8f47d6,VALIDATION,6,25,140.4073
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,4e823e2535a8b708,VALIDATION,0,136,808.9299
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,50e9f230908640ef,FIT,5,10,48.2717
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,5bf0de9ed2fea1b9,FIT,10,86,505.9315
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,5bf520b0fed0ec5d,VALIDATION,6,8,40.0368
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,60e0bd6e2f97d434,VALIDATION,11,26,147.7667
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,6183b91f6d0704a4,VALIDATION,0,157,932.7406
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,61b4d49060ab0fe0,VALIDATION,6,104,616.4265
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,61c15bf7c6d10311,VALIDATION,6,8,41.8243
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,69f4f0665a1103d9,FIT,7,10,51.3508
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,6ca91234de090efc,FIT,5,41,234.4052
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,6ed4eb4c8ee190b4,VALIDATION,11,46,268.4462
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,70fb732d73d4bed3,FIT,0,148,877.5495
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,72debb6d0af813d5,FIT,0,192,1141.3106
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,739777c237ed5664,FIT,10,37,215.6405
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,779c6677b1039f71,VALIDATION,8,36,205.1351
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7847cd3ff4760920,FIT,11,11,58.5299
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,790ecac57c900ccc,FIT,0,204,1215.1787
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,79d2728d0db079c6,FIT,0,51,296.8614
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,79df749da1e4b2e4,FIT,1,89,522.1358
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,79f2b3e54a374a69,FIT,8,26,147.4722
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7a8b8dddfe3a25d4,FIT,0,117,692.7106
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7e0b150fef94fa1d,FIT,0,15,80.5119
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7eb2de00d9033286,FIT,6,23,130.1017
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7f55b9622914d937,FIT,0,14,77.594
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,7feb6f689fa87dac,FIT,6,107,633.7372
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,81442580f6a715bc,FIT,6,47,270.4118
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,88852ddd6f49511a,FIT,0,45,261.3939
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,89b7886a33e8df26,FIT,11,19,102.9854
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,8e7f56f830ec77fe,FIT,11,19,107.5796
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,91f4765c1da3b6e1,FIT,0,15,81.283
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,93c915aafc889d29,FIT,0,84,495.3553
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,93cc2b49b18c6ac2,FIT,0,145,858.9085
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,965c034d2dfcbc2e,FIT,1,10,53.0401
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,981bfd3a675bb920,FIT,0,135,803.8955
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,98255d593abb123a,FIT,6,11,57.4759
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,9a77df5f689aa5c0,FIT,1,19,105.174
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,9daa7862ef6ce523,FIT,6,15,78.7748
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,9df89349b2812ff2,FIT,0,10,53.8223
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,a44fc23f67e4b14f,FIT,10,14,77.7995
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,a4b87d523a00257d,FIT,10,78,456.7044
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,a79567d2e002a15a,FIT,11,12,60.9097
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,b0b36f21c42ba03b,FIT,7,42,243.0989
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,b32e012fa3c644da,FIT,0,9,42.5569
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,b5f37f0a7eee0110,FIT,5,19,106.3588
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,b6b5c5a1b9fb59ce,FIT,1,9,43.1535
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,bcc4a72006f5f25e,FIT,6,9,43.7642
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,bcf2ae64ac8ee4e2,FIT,11,11,55.8984
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c13a98e3795fdefd,FIT,6,45,262.8731
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c2e8d2b9ae002bad,FIT,0,81,478.6348
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c3142049f4edbb7b,FIT,1,11,58.8235
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c46c10bb8d0687b9,FIT,6,36,207.2209
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c53987296445ad92,FIT,0,73,428.3955
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,c82cb7c22348890b,FIT,0,22,123.7477
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,caa28adaa50a04a0,FIT,10,10,51.7472
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ce3b3fcabb8fd81e,FIT,7,26,148.8561
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,d4de1045fb5afc64,FIT,11,8,41.8996
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,d58f6d493e3b95e1,FIT,0,187,1111.5538
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,d6f84672a9e4dbd8,FIT,0,78,460.2744
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,dbac9b71b42511c4,FIT,6,27,150.0219
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,dc8e48d5b6a23ff0,FIT,0,93,549.599
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,dfc6f3a77387bb45,FIT,0,8,41.5407
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,dfeb919859f54397,FIT,6,9,43.7498
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,e4ff5dc7d214f059,FIT,6,9,43.767
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,e8f6a2d4ac860f00,FIT,10,13,66.0394
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ea656e4506e4fb1e,FIT,6,8,40.1631
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ec20a3f7963d884e,FIT,7,8,40.6906
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ef01c98bac4c8fed,FIT,0,83,487.9269
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ef45309004175de7,FIT,7,10,53.0265
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,f59bd295fda79d5a,FIT,0,61,357.9326
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,f63c180d43eb082d,FIT,1,45,263.9442
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,f88f7c557d2eac60,FIT,0,216,1284.0021
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,fac8787149f55210,FIT,0,82,482.712
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,fcfc82c9d93074b7,FIT,6,13,66.2984
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,fdf979609ceccc2c,FIT,6,20,113.7608
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,fe19aa5c3ab0dcf0,FIT,0,9,42.6583
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,febf1b8b0cda24f1,FIT,0,24,133.9114
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:129,basketball__euroleague-a_GxgklBtEs_s2783,129,ff53e41fc396c9e6,FIT,11,13,69.1277
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,010bbeebb8cb9f7c,VALIDATION,0,193,1146.2302
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,01e49b18ae8a3a13,VALIDATION,0,8,40.1724
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,040a60a9f33500e9,VALIDATION,0,88,520.6294
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,0468483e3637c6bd,VALIDATION,6,12,63.9835
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,07705aaa6a708556,VALIDATION,0,204,1216.4138
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,0d3054df6519aa22,VALIDATION,6,10,53.177
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,0de8253ae9111e4f,VALIDATION,0,189,1123.2115
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,145702c44038721b,VALIDATION,10,11,56.4668
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,1457b52f59c9f152,VALIDATION,8,11,54.0196
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,1514aa2b69e8ccc2,VALIDATION,0,120,710.2565
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,1e186b15e0beb0fa,VALIDATION,0,8,41.8731
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,2156012dc8d7749c,VALIDATION,6,26,148.6656
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,2225a62d4040c483,VALIDATION,0,88,518.918
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,22a84b90fee176e6,VALIDATION,2,10,51.738
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,25139b996e8aca49,VALIDATION,0,183,1090.1924
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,2558bfa41bf264e6,VALIDATION,6,10,50.2477
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,257c623254681355,VALIDATION,0,39,222.5023
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,2629886076b3e89a,VALIDATION,6,15,78.2693
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,2675643ffe1936d0,VALIDATION,0,191,1139.5922
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:258,basketball__euroleague-a_GxgklBtEs_s2783,258,281147f67f48ac10,VALIDATION,0,201,1194.3083
