frame_key,section_id,game_id,frame_index,source_sha256,raw_state,raw_reason,raw_forward_median_px,raw_inverse_median_px,presence_prediction,selection_status,orientation_status,selection_margin,winner_objective_j,runner_up_objective_j,validation_status,forward_median_px,inverse_median_px,n_strokes,n_fit_strokes,n_val_strokes,n_val_families,n_val_points,n_template_inframe,n_template_penalty,candidate_hypotheses_count,deduplicated_symmetry_images_count,seconds
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2197,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2197,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,14.7393,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.014128371,0.4594278,0.452936834,REFUSED,14.1354,64.0,115,82,33,12,1714,343,55,76696,430,32.384
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2326,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2326,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,16.5229,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.061831971,0.518869371,0.486786655,REFUSED,16.6493,64.0,120,86,34,9,1605,398,0,122836,702,49.452
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2455,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2455,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,9.21645,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.090059031,0.38255172,0.348099483,REFUSED,9.4236,64.0,128,92,36,10,2168,398,0,93480,280,39.323
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2584,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2584,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,46.682615,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.053634864,0.49406575,0.4675666,REFUSED,47.153118,64.0,109,78,31,10,2001,398,0,116544,632,50.789
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2714,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2714,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,18.145,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.025156824,0.422894118,0.412255445,REFUSED,18.145,64.0,74,51,23,10,1166,398,0,113168,899,43.716
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2843,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2843,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,7.64,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.004237745,0.405719508,0.404000172,REFUSED,11.8743,64.0,75,52,23,7,1704,372,26,95892,130,42.077
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:2972,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,2972,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,no_valid_h,nan,nan,COURT,NO_CANDIDATES,UNKNOWN,,,,NO_CANDIDATES,nan,nan,82,57,25,10,1818,0,0,103564,0,38.683
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3101,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3101,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,36.12496,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.040338822,0.448198175,0.430118388,REFUSED,36.135506,64.0,97,70,27,8,848,382,16,86168,405,33.277
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3231,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3231,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,35.243702,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.035968242,0.428327896,0.412921695,REFUSED,36.216255,64.0,102,74,28,9,1185,398,0,91604,318,37.93
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3360,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3360,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,18.2433,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.337484619,,REFUSED,18.0818,64.0,115,82,33,10,1512,398,0,85588,95,66.719
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3489,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3489,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,23.7486,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.052119833,0.424012879,0.401913398,REFUSED,23.7486,64.0,105,74,31,10,1460,398,0,73216,152,31.787
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3618,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3618,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,23.54145,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.012050655,0.344440671,0.340289935,REFUSED,23.47825,64.0,110,78,32,9,1546,398,0,98344,36,48.711
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3748,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3748,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,6.0179,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.009540568,0.436894134,0.432725916,REFUSED,6.1443,64.0,111,80,31,9,1264,398,0,97656,426,56.363
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:3877,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,3877,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,7.4504,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.045592371,0.443196819,0.422990425,REFUSED,7.24325,64.0,116,82,34,10,1721,398,0,97796,628,42.513
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4006,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4006,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,15.5679,64.0,ABSTAIN,REFUSED_MARGIN,UNKNOWN,0.066271917,0.465056491,0.434236306,REFUSED,15.5679,64.0,120,84,36,11,1753,398,0,110896,793,80.263
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4135,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4135,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,no_valid_h,nan,nan,COURT,REFUSED_MARGIN,UNKNOWN,0.007417826,0.297992189,0.295781735,REFUSED,38.891659,64.0,77,53,24,10,1308,398,0,97316,8,46.318
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4265,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4265,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,38.41416,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.297032534,,REFUSED,38.902206,64.0,99,69,30,10,2398,398,0,120412,1,77.668
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4394,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4394,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,33.09145,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.135070447,0.468578013,0.405286971,REFUSED,22.92,64.0,108,77,31,10,1771,398,0,48232,1354,48.169
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4523,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4523,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,10.9193,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.034339014,0.399186868,0.385479184,REFUSED,10.8561,64.0,108,74,34,11,1995,398,0,85696,934,67.893
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4652,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4652,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,40.524315,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.039634011,0.55205187,0.53017184,REFUSED,40.397911,64.0,113,81,32,10,1764,344,54,101436,4968,74.17
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4782,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4782,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,64.0,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.035970355,0.485626834,0.468158664,REFUSED,43.740417,64.0,114,82,32,10,2185,398,0,99852,4308,46.329
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:4911,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,4911,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,17.33395,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.522302752,,REFUSED,18.28895,64.0,110,78,32,11,2131,341,57,117392,5268,46.714
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5040,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5040,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,24.226099,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.050779057,0.440372831,0.418011114,REFUSED,24.162899,64.0,109,76,33,12,1629,398,0,57304,1483,29.882
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5169,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5169,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,21.965,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.012905315,0.386728335,0.381737484,REFUSED,50.695782,64.0,130,93,37,12,1747,398,0,77708,327,45.699
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5299,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,18.76645,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.007097361,0.901552977,0.89515433,REFUSED,19.451099,64.0,97,69,28,9,3044,398,0,105188,157718,92.292
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5428,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,64.0,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.089055635,0.36222387,0.329965793,REFUSED,64.0,64.0,71,50,21,9,1368,398,0,85788,119,40.306
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5557,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,15.1536,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.048045891,0.498863412,0.474895075,REFUSED,50.235828,64.0,86,61,25,8,906,398,0,74380,751,29.71
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5686,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5686,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,8.73895,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.001249288,0.40447331,0.403968006,REFUSED,9.0093,64.0,89,65,24,7,1218,373,25,102876,174,41.353
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5816,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5816,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,4.6486,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.042737111,0.403251533,0.386017727,REFUSED,4.7118,64.0,113,80,33,10,1744,386,12,104724,158,50.578
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5945,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,5945,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,24.162899,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.100738254,0.345012492,0.310256536,REFUSED,15.6943,64.0,95,68,27,10,1545,261,137,55476,28,29.798
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6074,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6074,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,8.9461,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.060691437,0.32228606,0.302726056,REFUSED,8.9461,64.0,91,65,26,8,1170,386,12,85920,8,33.754
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6203,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6203,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,21.15395,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.033793982,0.474485771,0.458451007,REFUSED,20.7572,64.0,107,75,32,9,1175,373,25,52356,4666,26.034
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6333,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6333,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,19.34225,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.122822551,0.373630351,0.327740118,REFUSED,19.34225,64.0,113,80,33,10,1799,252,146,120252,341,55.515
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6462,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6462,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,5.6668,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.013288357,0.417461299,0.411913924,REFUSED,8.0543,64.0,131,94,37,10,1983,353,45,95296,602,47.042
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6591,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6591,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,5.87395,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.006936441,0.425794132,0.422840636,REFUSED,3.6936,64.0,113,80,33,10,1683,398,0,42828,1295,20.532
