frame_key,source_path,frame_index,section_id,game_id,source_sha256,tick_rank
2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af:nba__7DT_8xZwDRU_s90:3196,/workspace/data/footage_corpus/nba__7DT_8xZwDRU_s90.mp4,3196,nba__7DT_8xZwDRU_s90,nba__7DT_8xZwDRU,2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af,16
2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af:nba__7DT_8xZwDRU_s90:3384,/workspace/data/footage_corpus/nba__7DT_8xZwDRU_s90.mp4,3384,nba__7DT_8xZwDRU_s90,nba__7DT_8xZwDRU,2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af,17
2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af:nba__7DT_8xZwDRU_s90:3572,/workspace/data/footage_corpus/nba__7DT_8xZwDRU_s90.mp4,3572,nba__7DT_8xZwDRU_s90,nba__7DT_8xZwDRU,2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af,18
2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af:nba__7DT_8xZwDRU_s90:3760,/workspace/data/footage_corpus/nba__7DT_8xZwDRU_s90.mp4,3760,nba__7DT_8xZwDRU_s90,nba__7DT_8xZwDRU,2e2470cdfe240531e795e2be1ee67829dfe3a11f85e1ca4fa54d4beac40037af,19
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:193,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,193,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,0
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:386,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,386,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,1
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:580,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,580,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,2
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:773,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,773,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,3
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:966,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,966,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,4
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:1160,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,1160,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,5
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:1353,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,1353,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,6
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:1547,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,1547,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,7
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:1740,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,1740,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,8
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:1933,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,1933,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,9
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:2127,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,2127,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,10
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:2320,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,2320,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,11
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:2513,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,2513,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,12
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:2707,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,2707,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,13
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:2900,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,2900,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,14
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:3094,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,3094,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,15
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:3287,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,3287,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,16
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:3480,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,3480,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,17
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:3674,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,3674,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,18
c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83:nba__LPDnemFoqVk_s1162:3867,/workspace/data/footage_corpus/nba__LPDnemFoqVk_s1162.mp4,3867,nba__LPDnemFoqVk_s1162,nba__LPDnemFoqVk,c31692ef3a46b0887f4b88ef93297abc0b59a297bc539446f6b289ebf877ba83,19
