frame,timestamp,ball_x2d,ball_y2d,detected,live
1986,33.133,424,182,1,1
1989,33.183,27,212,1,1
1992,33.233,27,212,1,1
1995,33.283,767,155,1,1
1998,33.333,767,155,1,1
2001,33.383,332,160,1,1
2004,33.433,332,160,1,1
2007,33.483,551,121,1,1
2010,33.534,551,121,1,1
2013,33.584,676,94,1,1
2016,33.634,676,94,1,1
2019,33.684,1279,152,1,1
2022,33.734,1279,152,1,1
2025,33.784,810,97,1,1
2028,33.834,810,97,1,1
2031,33.884,206,170,1,1
2034,33.934,206,170,1,1
2037,33.984,56,168,1,1
2040,34.034,56,168,1,1
2043,34.084,799,88,1,1
2046,34.134,799,88,1,1
2049,34.184,391,218,1,1
2052,34.234,391,218,1,1
2055,34.284,1674,99,1,1
2058,34.334,1674,99,1,1
2061,34.384,776,86,1,1
2064,34.434,776,86,1,1
2067,34.484,1243,194,1,1
2070,34.535,1243,194,1,1
2073,34.585,843,111,1,1
2076,34.635,843,111,1,1
2079,34.685,917,133,1,1
2082,34.735,917,133,1,1
2085,34.785,1298,122,1,1
2088,34.835,1298,122,1,1
2091,34.885,558,60,1,1
2094,34.935,558,60,1,1
2097,34.985,797,121,1,1
2100,35.035,797,121,1,1
2103,35.085,686,77,1,1
2106,35.135,686,77,1,1
2109,35.185,773,56,1,1
2112,35.235,773,56,1,1
2115,35.285,732,109,1,1
2118,35.335,732,109,1,1
2121,35.385,517,60,1,1
2124,35.435,517,60,1,1
2127,35.485,820,58,1,1
2130,35.535,820,58,1,1
2133,35.586,735,101,1,1
2136,35.636,735,101,1,1
2139,35.686,1044,134,1,1
2142,35.736,1044,134,1,1
2145,35.786,751,49,1,1
2148,35.836,751,49,1,1
2151,35.886,567,75,1,1
2154,35.936,567,75,1,1
2157,35.986,476,60,1,1
2160,36.036,476,60,1,1
2163,36.086,782,46,1,1
2166,36.136,782,46,1,1
2169,36.186,420,67,1,1
2172,36.236,420,67,1,1
2175,36.286,103,64,1,1
2178,36.336,103,64,1,1
2181,36.386,1298,126,1,1
2184,36.436,1298,126,1,1
2187,36.486,675,135,1,1
2190,36.537,675,135,1,1
2193,36.587,682,153,1,1
2196,36.637,680,153,1,1
2199,36.687,680,153,1,1
2202,36.737,679,153,1,1
2205,36.787,679,153,1,1
2208,36.837,762,331,1,1
2211,36.887,762,331,1,1
2214,36.937,954,332,1,1
2217,36.987,954,332,1,1
2220,37.037,717,421,1,1
2223,37.087,717,421,1,1
2226,37.137,747,400,1,1
2229,37.187,747,400,1,1
2232,37.237,752,414,1,1
2235,37.287,752,414,1,1
2238,37.337,899,373,1,1
2241,37.387,899,373,1,1
2244,37.437,740,371,1,1
2247,37.487,740,371,1,1
2700,45.045,203,333,1,1
2703,45.095,203,333,1,1
2706,45.145,199,411,1,1
2709,45.195,199,411,1,1
2712,45.245,460,400,1,1
2715,45.295,461,400,1,1
2718,45.345,461,400,1,1
2721,45.395,463,403,1,1
2724,45.445,465,403,1,1
2727,45.495,465,406,1,1
2730,45.546,465,406,1,1
2733,45.596,464,407,1,1
2736,45.646,464,406,1,1
2739,45.696,464,406,1,1
2742,45.746,532,342,1,1
2745,45.796,532,342,1,1
2748,45.846,466,407,1,1
2751,45.896,466,407,1,1
2754,45.946,460,405,1,1
2757,45.996,460,404,1,1
2760,46.046,460,404,1,1
2763,46.096,460,403,1,1
2766,46.146,460,403,1,1
2769,46.196,459,404,1,1
2772,46.246,457,405,1,1
2775,46.296,456,406,1,1
2778,46.346,456,407,1,1
2781,46.396,456,407,1,1
2784,46.446,456,408,1,1
2787,46.496,456,409,1,1
2970,49.55,456,409,1,1
2973,49.6,430,371,1,1
2976,49.65,430,371,1,1
2979,49.7,1206,107,1,1
2982,49.75,1206,107,1,1
2985,49.8,1081,398,1,1
2988,49.85,1074,393,1,1
2991,49.9,1072,387,1,1
2994,49.95,1069,382,1,1
2997,50.0,1069,382,1,1
3000,50.05,1067,371,1,1
3003,50.1,1067,365,1,1
3006,50.15,1067,357,1,1
3009,50.2,1067,349,1,1
3012,50.25,1068,342,1,1
3015,50.3,1071,335,1,1
3018,50.35,1073,329,1,1
3021,50.4,1076,320,1,1
3024,50.45,1082,310,1,1
3027,50.5,1088,298,1,1
3030,50.55,1097,283,1,1
3033,50.601,1097,283,1,1
3036,50.651,251,60,1,1
3039,50.701,251,60,1,1
3042,50.751,309,308,1,1
3045,50.801,309,308,1,1
3048,50.851,688,170,1,1
3051,50.901,688,170,1,1
3054,50.951,653,269,1,1
3057,51.001,653,269,1,1
3060,51.051,681,199,1,1
3063,51.101,681,199,1,1
3066,51.151,415,252,1,1
3069,51.201,415,252,1,1
3072,51.251,622,468,1,1
3075,51.301,622,468,1,1
3078,51.351,438,162,1,1
3081,51.401,438,162,1,1
3084,51.451,917,168,1,1
3087,51.501,917,168,1,1
3090,51.552,616,175,1,1
3093,51.602,616,175,1,1
3096,51.652,299,182,1,1
3099,51.702,299,182,1,1
3102,51.752,172,589,1,1
3105,51.802,176,588,1,1
3108,51.852,180,586,1,1
3111,51.902,,,0,1
3114,51.952,325,126,1,1
3117,52.002,325,126,1,1
3120,52.052,41,402,1,1
3123,52.102,41,402,1,1
3126,52.152,172,183,1,1
3129,52.202,172,183,1,1
3132,52.252,,,0,1
3135,52.302,,,0,1
3138,52.352,365,169,1,1
3141,52.402,365,169,1,1
3144,52.452,390,97,1,1
3147,52.502,390,97,1,1
3150,52.553,46,507,1,1
3153,52.603,46,507,1,1
3156,52.653,13,308,1,1
3159,52.703,13,308,1,1
3162,52.753,,,0,1
3165,52.803,,,0,1
3168,52.853,24,407,1,1
3171,52.903,24,407,1,1
3174,52.953,547,13,1,1
3177,53.003,547,13,1,1
3180,53.053,573,19,1,1
3183,53.103,573,19,1,1
3186,53.153,697,292,1,1
3189,53.203,697,292,1,1
3192,53.253,336,513,1,1
3195,53.303,336,513,1,1
3198,53.353,342,462,1,1
3201,53.403,342,462,1,1
3204,53.453,374,476,1,1
3207,53.503,374,476,1,1
3210,53.553,1071,253,1,1
3213,53.604,1071,253,1,1
3216,53.654,377,14,1,1
3219,53.704,377,14,1,1
3222,53.754,304,395,1,1
3225,53.804,304,395,1,1
3228,53.854,929,262,1,1
3231,53.904,929,262,1,1
3234,53.954,348,410,1,1
3237,54.004,348,410,1,1
3240,54.054,418,356,1,1
3243,54.104,418,356,1,1
3246,54.154,1093,261,1,1
3249,54.204,1093,261,1,1
3252,54.254,1131,258,1,1
3255,54.304,1131,258,1,1
3258,54.354,504,345,1,1
3261,54.404,504,345,1,1
3264,54.454,1210,258,1,1
3267,54.504,1210,258,1,1
3270,54.555,1217,256,1,1
3273,54.605,1217,256,1,1
3276,54.655,1210,255,1,1
3279,54.705,1210,255,1,1
3282,54.755,1200,255,1,1
3285,54.805,1200,255,1,1
3288,54.855,1181,254,1,1
3291,54.905,1181,254,1,1
3294,54.955,56,268,1,1
3297,55.005,56,268,1,1
3300,55.055,41,168,1,1
3303,55.105,41,168,1,1
3306,55.155,1066,253,1,1
3309,55.205,1066,253,1,1
3312,55.255,1032,254,1,1
3315,55.305,1032,254,1,1
3318,55.355,634,421,1,1
3321,55.405,634,421,1,1
3324,55.455,984,256,1,1
3327,55.505,984,256,1,1
3330,55.556,938,254,1,1
3333,55.606,938,254,1,1
3336,55.656,909,259,1,1
3339,55.706,909,259,1,1
3342,55.756,1008,373,1,1
3345,55.806,1008,373,1,1
3348,55.856,777,428,1,1
3351,55.906,777,428,1,1
3354,55.956,695,104,1,1
3357,56.006,695,104,1,1
3360,56.056,667,128,1,1
3363,56.106,667,128,1,1
3366,56.156,864,277,1,1
3369,56.206,864,277,1,1
3372,56.256,788,358,1,1
3375,56.306,788,358,1,1
3378,56.356,426,323,1,1
3381,56.406,426,323,1,1
3384,56.456,632,512,1,1
3387,56.506,632,512,1,1
3390,56.556,729,140,1,1
3393,56.607,729,140,1,1
3396,56.657,713,145,1,1
3399,56.707,713,145,1,1
3402,56.757,693,148,1,1
3405,56.807,693,148,1,1
3408,56.857,786,102,1,1
3411,56.907,786,102,1,1
3414,56.957,765,108,1,1
3417,57.007,747,109,1,1
3780,63.063,747,109,1,1
3783,63.113,,,0,1
3786,63.163,,,0,1
3789,63.213,,,0,1
3792,63.263,,,0,1
3795,63.313,544,521,1,1
3798,63.363,542,508,1,1
3801,63.413,460,369,1,1
3804,63.463,460,369,1,1
3807,63.513,1011,62,1,1
3810,63.563,1011,62,1,1
3813,63.614,830,161,1,1
3816,63.664,830,161,1,1
3819,63.714,828,147,1,1
3822,63.764,828,147,1,1
3825,63.814,815,133,1,1
3828,63.864,815,133,1,1
3831,63.914,100,155,1,1
3834,63.964,108,146,1,1
3837,64.014,116,138,1,1
3840,64.064,121,128,1,1
3843,64.114,126,120,1,1
3846,64.164,126,120,1,1
3849,64.214,132,99,1,1
3852,64.264,134,89,1,1
3855,64.314,134,89,1,1
3858,64.364,133,64,1,1
3861,64.414,133,64,1,1
3864,64.464,280,446,1,1
3867,64.514,280,446,1,1
3870,64.564,269,424,1,1
3873,64.615,269,424,1,1
3876,64.665,441,319,1,1
3879,64.715,442,309,1,1
3882,64.765,838,102,1,1
3885,64.815,852,93,1,1
3888,64.865,870,88,1,1
3891,64.915,892,86,1,1
3894,64.965,906,89,1,1
3897,65.015,906,89,1,1
3900,65.065,,,0,1
3903,65.115,,,0,1
3906,65.165,,,0,1
3909,65.215,,,0,1
3912,65.265,,,0,1
3915,65.315,,,0,1
3918,65.365,749,505,1,1
3921,65.415,731,506,1,1
3924,65.465,726,505,1,1
3927,65.515,729,506,1,1
3930,65.566,717,506,1,1
3933,65.616,708,507,1,1
3936,65.666,713,507,1,1
3939,65.716,731,506,1,1
3942,65.766,,,0,1
3945,65.816,,,0,1
3948,65.866,682,510,1,1
3951,65.916,,,0,1
3954,65.966,,,0,1
3957,66.016,,,0,1
4050,67.567,815,61,1,1
4053,67.618,815,61,1,1
4056,67.668,,,0,1
4059,67.718,,,0,1
4062,67.768,,,0,1
4065,67.818,887,20,1,1
4068,67.868,887,20,1,1
4071,67.918,953,23,1,1
4074,67.968,953,23,1,1
4077,68.018,984,489,1,1
4080,68.068,966,490,1,1
4083,68.118,980,491,1,1
4086,68.168,1019,489,1,1
4089,68.218,1034,488,1,1
4092,68.268,694,508,1,1
4095,68.318,726,506,1,1
4098,68.368,760,505,1,1
4101,68.418,796,22,1,1
4104,68.468,796,22,1,1
4107,68.518,,,0,1
4110,68.569,,,0,1
4113,68.619,,,0,1
4116,68.669,,,0,1
4119,68.719,,,0,1
4122,68.769,,,0,1
4125,68.819,,,0,1
4128,68.869,,,0,1
4131,68.919,,,0,1
4134,68.969,,,0,1
4137,69.019,,,0,1
4140,69.069,,,0,1
4143,69.119,813,501,1,1
4146,69.169,785,505,1,1
4149,69.219,,,0,1
4152,69.269,,,0,1
4155,69.319,,,0,1
4158,69.369,,,0,1
4161,69.419,,,0,1
4164,69.469,,,0,1
4167,69.519,,,0,1
4170,69.57,,,0,1
4173,69.62,,,0,1
4176,69.67,803,2,1,1
4179,69.72,803,2,1,1
4182,69.77,334,217,1,1
4185,69.82,334,217,1,1
4188,69.87,302,101,1,1
4191,69.92,302,101,1,1
4194,69.97,269,160,1,1
4197,70.02,269,160,1,1
4200,70.07,839,367,1,1
4203,70.12,839,364,1,1
4206,70.17,838,357,1,1
4209,70.22,828,358,1,1
4212,70.27,829,354,1,1
4215,70.32,820,357,1,1
4218,70.37,820,354,1,1
4221,70.42,811,355,1,1
4224,70.47,812,350,1,1
4227,70.52,800,355,1,1
4590,76.576,800,355,1,1
4593,76.627,239,183,1,1
4596,76.677,239,183,1,1
4599,76.727,,,0,1
4602,76.777,,,0,1
4605,76.827,,,0,1
4608,76.877,,,0,1
4611,76.927,,,0,1
4614,76.977,,,0,1
4617,77.027,615,128,1,1
4620,77.077,615,128,1,1
4623,77.127,651,507,1,1
4626,77.177,662,510,1,1
4629,77.227,730,306,1,1
4632,77.277,720,312,1,1
4635,77.327,715,293,1,1
4638,77.377,708,273,1,1
4641,77.427,701,252,1,1
4644,77.477,801,502,1,1
4647,77.527,844,500,1,1
4650,77.578,681,191,1,1
4653,77.628,744,304,1,1
4656,77.678,956,494,1,1
4659,77.728,987,493,1,1
4662,77.778,1011,491,1,1
4665,77.828,1034,488,1,1
4668,77.878,,,0,1
4671,77.928,1030,490,1,1
4674,77.978,1030,490,1,1
4677,78.028,1028,489,1,1
4680,78.078,1036,488,1,1
4683,78.128,,,0,1
4686,78.178,,,0,1
4689,78.228,,,0,1
4692,78.278,,,0,1
4695,78.328,,,0,1
4698,78.378,,,0,1
4701,78.428,,,0,1
4704,78.478,,,0,1
4707,78.528,,,0,1
4710,78.579,,,0,1
4713,78.629,,,0,1
4716,78.679,,,0,1
4719,78.729,,,0,1
4722,78.779,,,0,1
4725,78.829,,,0,1
4728,78.879,,,0,1
4731,78.929,,,0,1
4734,78.979,,,0,1
4737,79.029,,,0,1
4740,79.079,,,0,1
4743,79.129,,,0,1
4746,79.179,,,0,1
4749,79.229,,,0,1
4752,79.279,,,0,1
4755,79.329,,,0,1
4758,79.379,,,0,1
4761,79.429,,,0,1
4764,79.479,,,0,1
4767,79.529,,,0,1
4770,79.579,,,0,1
4773,79.63,,,0,1
4776,79.68,,,0,1
4779,79.73,,,0,1
4782,79.78,,,0,1
4785,79.83,,,0,1
4788,79.88,,,0,1
4791,79.93,,,0,1
4794,79.98,706,322,1,1
4797,80.03,693,324,1,1
4800,80.08,680,331,1,1
4803,80.13,670,333,1,1
4806,80.18,648,336,1,1
4809,80.23,627,339,1,1
4812,80.28,626,338,1,1
4815,80.33,630,340,1,1
4818,80.38,617,340,1,1
4821,80.43,612,338,1,1
4824,80.48,616,334,1,1
4827,80.53,623,334,1,1
4830,80.581,611,334,1,1
4833,80.631,607,337,1,1
4836,80.681,595,348,1,1
4839,80.731,581,348,1,1
4842,80.781,581,341,1,1
4845,80.831,526,355,1,1
4848,80.881,515,356,1,1
4851,80.931,488,365,1,1
4854,80.981,488,365,1,1
4857,81.031,469,379,1,1
4860,81.081,458,386,1,1
4863,81.131,452,383,1,1
4866,81.181,451,385,1,1
4869,81.231,440,383,1,1
4872,81.281,432,378,1,1
4875,81.331,457,382,1,1
4878,81.381,455,384,1,1
4881,81.431,441,378,1,1
4884,81.481,445,345,1,1
4887,81.531,446,342,1,1
4890,81.582,451,344,1,1
4893,81.632,494,340,1,1
4896,81.682,491,341,1,1
4899,81.732,490,341,1,1
4902,81.782,483,340,1,1
4905,81.832,483,332,1,1
4908,81.882,483,330,1,1
4911,81.932,479,332,1,1
4914,81.982,481,331,1,1
4917,82.032,481,331,1,1
4920,82.082,481,328,1,1
4923,82.132,483,331,1,1
4926,82.182,491,336,1,1
4929,82.232,473,350,1,1
4932,82.282,470,356,1,1
4935,82.332,473,358,1,1
4938,82.382,475,358,1,1
4941,82.432,504,381,1,1
4944,82.482,508,382,1,1
4947,82.532,513,381,1,1
5310,88.588,640,455,1,1
5313,88.639,640,455,1,1
5316,88.689,152,539,1,1
5319,88.739,168,540,1,1
5322,88.789,178,538,1,1
5325,88.839,178,535,1,1
5328,88.889,881,345,1,1
5331,88.939,864,358,1,1
5334,88.989,840,383,1,1
5337,89.039,812,401,1,1
5340,89.089,787,399,1,1
5343,89.139,763,383,1,1
5346,89.189,741,363,1,1
5349,89.239,718,340,1,1
5352,89.289,690,323,1,1
5355,89.339,657,315,1,1
5358,89.389,624,318,1,1
5361,89.439,592,325,1,1
5364,89.489,560,332,1,1
5367,89.539,533,331,1,1
5370,89.59,512,327,1,1
5373,89.64,494,323,1,1
5376,89.69,471,319,1,1
5379,89.74,440,315,1,1
5382,89.79,414,312,1,1
5385,89.84,414,312,1,1
5388,89.89,215,415,1,1
5391,89.94,245,423,1,1
5394,89.99,276,414,1,1
5397,90.04,293,394,1,1
5400,90.09,476,522,1,1
5403,90.14,460,521,1,1
5406,90.19,44,542,1,1
5409,90.24,51,544,1,1
5412,90.29,8,69,1,1
5415,90.34,567,103,1,1
5418,90.39,563,97,1,1
5421,90.44,563,99,1,1
5424,90.49,563,106,1,1
5427,90.54,567,115,1,1
5430,90.591,568,118,1,1
5433,90.641,170,495,1,1
5436,90.691,348,525,1,1
5439,90.741,387,524,1,1
5442,90.791,400,144,1,1
5445,90.841,207,532,1,1
5448,90.891,234,532,1,1
5451,90.941,262,534,1,1
5454,90.991,267,526,1,1
5457,91.041,301,526,1,1
5460,91.091,329,526,1,1
5463,91.141,331,521,1,1
5466,91.191,744,507,1,1
5469,91.241,743,511,1,1
5472,91.291,,,0,1
5475,91.341,,,0,1
5478,91.391,1242,133,1,1
5481,91.441,1242,133,1,1
5484,91.491,1171,198,1,1
5487,91.541,1171,198,1,1
5490,91.591,736,473,1,1
5493,91.642,783,502,1,1
5496,91.692,786,500,1,1
5499,91.742,656,334,1,1
5502,91.792,1354,0,1,1
5505,91.842,1354,0,1,1
5508,91.892,753,501,1,1
5511,91.942,,,0,1
5514,91.992,1317,51,1,1
5517,92.042,1317,51,1,1
5520,92.092,818,504,1,1
5523,92.142,825,501,1,1
5526,92.192,835,502,1,1
5529,92.242,849,501,1,1
5532,92.292,870,500,1,1
5535,92.342,877,498,1,1
5538,92.392,888,497,1,1
5541,92.442,889,498,1,1
5544,92.492,900,498,1,1
5547,92.542,916,495,1,1
5550,92.593,934,495,1,1
5553,92.643,955,497,1,1
5556,92.693,,,0,1
5559,92.743,1036,463,1,1
5562,92.793,998,491,1,1
5565,92.843,1025,487,1,1
5568,92.893,1016,489,1,1
5571,92.943,,,0,1
5574,92.993,,,0,1
5577,93.043,,,0,1
5580,93.093,878,491,1,1
5583,93.143,862,492,1,1
5586,93.193,836,493,1,1
5589,93.243,,,0,1
5592,93.293,999,490,1,1
5595,93.343,954,492,1,1
5598,93.393,931,493,1,1
5601,93.443,872,497,1,1
5604,93.493,830,501,1,1
5607,93.543,794,502,1,1
5610,93.594,766,505,1,1
5613,93.644,757,505,1,1
5616,93.694,732,508,1,1
5619,93.744,692,508,1,1
5622,93.794,668,509,1,1
5625,93.844,641,512,1,1
5628,93.894,607,512,1,1
5631,93.944,577,513,1,1
5634,93.994,538,516,1,1
5637,94.044,504,519,1,1
5640,94.094,470,522,1,1
5643,94.144,436,524,1,1
5646,94.194,,,0,1
5649,94.244,,,0,1
5652,94.294,978,492,1,1
5655,94.344,,,0,1
5658,94.394,,,0,1
5661,94.444,,,0,1
