distance_frames,source_frame,chained_eligible,direct_seed_eligible,chained_paint_corner_drift_median_px,chained_paint_corner_drift_max_px,direct_seed_paint_corner_drift_median_px,direct_seed_paint_corner_drift_max_px,step,direct_seed
11,19610,True,True,0.12419433146715164,0.2798396348953247,0.0,0.0,"{""matches"": 1865, ""inliers"": 1846, ""inlier_ratio"": 0.9898123324396783, ""rms_reprojection_px"": 0.3523094654083252}","{""matches"": 1490, ""inliers"": 1453, ""inlier_ratio"": 0.9751677852348993, ""rms_reprojection_px"": 0.5542750358581543}"
12,19611,True,True,0.5520650744438171,1.3376363515853882,0.0,0.0,"{""matches"": 1859, ""inliers"": 1837, ""inlier_ratio"": 0.9881656804733728, ""rms_reprojection_px"": 0.3274090886116028}","{""matches"": 1499, ""inliers"": 1461, ""inlier_ratio"": 0.9746497665110073, ""rms_reprojection_px"": 0.5587702393531799}"
13,19612,True,True,0.7484076023101807,1.6432636976242065,0.0,0.0,"{""matches"": 1855, ""inliers"": 1826, ""inlier_ratio"": 0.984366576819407, ""rms_reprojection_px"": 0.2660439610481262}","{""matches"": 1473, ""inliers"": 1433, ""inlier_ratio"": 0.9728445349626612, ""rms_reprojection_px"": 0.5765162110328674}"
14,19613,True,True,0.2420305609703064,0.41176456212997437,0.0,0.0,"{""matches"": 1860, ""inliers"": 1831, ""inlier_ratio"": 0.9844086021505376, ""rms_reprojection_px"": 0.2700905501842499}","{""matches"": 1455, ""inliers"": 1387, ""inlier_ratio"": 0.9532646048109966, ""rms_reprojection_px"": 0.5673618316650391}"
15,19614,True,True,0.3644763231277466,0.6729138493537903,0.0,0.0,"{""matches"": 1853, ""inliers"": 1829, ""inlier_ratio"": 0.9870480302212629, ""rms_reprojection_px"": 0.2923082113265991}","{""matches"": 1450, ""inliers"": 1356, ""inlier_ratio"": 0.9351724137931035, ""rms_reprojection_px"": 0.5047479867935181}"
16,19615,True,True,0.7639387845993042,1.5214664936065674,0.0,0.0,"{""matches"": 1879, ""inliers"": 1856, ""inlier_ratio"": 0.9877594465141033, ""rms_reprojection_px"": 0.2776625156402588}","{""matches"": 1450, ""inliers"": 1413, ""inlier_ratio"": 0.9744827586206897, ""rms_reprojection_px"": 0.6194459199905396}"
17,19616,True,True,0.4877123236656189,1.1582461595535278,0.0,0.0,"{""matches"": 1872, ""inliers"": 1846, ""inlier_ratio"": 0.9861111111111112, ""rms_reprojection_px"": 0.3674682080745697}","{""matches"": 1422, ""inliers"": 1317, ""inlier_ratio"": 0.9261603375527426, ""rms_reprojection_px"": 0.48582905530929565}"
18,19617,True,True,0.7652631998062134,1.360270380973816,0.0,0.0,"{""matches"": 1861, ""inliers"": 1842, ""inlier_ratio"": 0.9897904352498657, ""rms_reprojection_px"": 0.35752958059310913}","{""matches"": 1419, ""inliers"": 1384, ""inlier_ratio"": 0.9753347427766033, ""rms_reprojection_px"": 0.6462509036064148}"
19,19618,True,True,0.5924264788627625,0.7907127737998962,0.0,0.0,"{""matches"": 1882, ""inliers"": 1866, ""inlier_ratio"": 0.9914984059511158, ""rms_reprojection_px"": 0.33487337827682495}","{""matches"": 1399, ""inliers"": 1305, ""inlier_ratio"": 0.9328091493924232, ""rms_reprojection_px"": 0.510528564453125}"
20,19619,True,True,0.5324970483779907,0.8189055919647217,0.0,0.0,"{""matches"": 1857, ""inliers"": 1841, ""inlier_ratio"": 0.9913839526117394, ""rms_reprojection_px"": 0.3758051097393036}","{""matches"": 1394, ""inliers"": 1287, ""inlier_ratio"": 0.9232424677187948, ""rms_reprojection_px"": 0.4813970923423767}"
21,19620,True,True,1.2307159900665283,2.260361671447754,0.0,0.0,"{""matches"": 1827, ""inliers"": 1794, ""inlier_ratio"": 0.9819376026272578, ""rms_reprojection_px"": 0.4282054603099823}","{""matches"": 1346, ""inliers"": 1303, ""inlier_ratio"": 0.9680534918276374, ""rms_reprojection_px"": 0.7026225924491882}"
22,19621,True,True,1.1908036470413208,2.0249550342559814,0.0,0.0,"{""matches"": 1871, ""inliers"": 1847, ""inlier_ratio"": 0.9871726349545697, ""rms_reprojection_px"": 0.37687307596206665}","{""matches"": 1350, ""inliers"": 1230, ""inlier_ratio"": 0.9111111111111111, ""rms_reprojection_px"": 0.51400226354599}"
23,19622,True,True,0.8738702535629272,1.1626378297805786,0.0,0.0,"{""matches"": 1907, ""inliers"": 1876, ""inlier_ratio"": 0.983744100681699, ""rms_reprojection_px"": 0.4130955934524536}","{""matches"": 1357, ""inliers"": 1257, ""inlier_ratio"": 0.9263080324244657, ""rms_reprojection_px"": 0.5699986219406128}"
24,19623,True,True,0.8189902901649475,1.3684728145599365,0.0,0.0,"{""matches"": 1888, ""inliers"": 1862, ""inlier_ratio"": 0.986228813559322, ""rms_reprojection_px"": 0.3593848645687103}","{""matches"": 1337, ""inliers"": 1223, ""inlier_ratio"": 0.9147344801795063, ""rms_reprojection_px"": 0.5113636255264282}"
25,19624,True,True,0.9084902405738831,1.8676892518997192,0.0,0.0,"{""matches"": 1897, ""inliers"": 1880, ""inlier_ratio"": 0.9910384818133896, ""rms_reprojection_px"": 0.2600666880607605}","{""matches"": 1338, ""inliers"": 1220, ""inlier_ratio"": 0.9118086696562033, ""rms_reprojection_px"": 0.5115253925323486}"
26,19625,True,True,0.7857569456100464,1.2990119457244873,0.0,0.0,"{""matches"": 1910, ""inliers"": 1901, ""inlier_ratio"": 0.9952879581151832, ""rms_reprojection_px"": 0.22002890706062317}","{""matches"": 1341, ""inliers"": 1250, ""inlier_ratio"": 0.9321401938851603, ""rms_reprojection_px"": 0.5914778113365173}"
27,19626,True,True,1.0914409160614014,2.597162961959839,0.0,0.0,"{""matches"": 1900, ""inliers"": 1890, ""inlier_ratio"": 0.9947368421052631, ""rms_reprojection_px"": 0.2725887596607208}","{""matches"": 1347, ""inliers"": 1221, ""inlier_ratio"": 0.9064587973273942, ""rms_reprojection_px"": 0.5112138390541077}"
28,19627,True,True,1.2303721904754639,3.2395989894866943,0.0,0.0,"{""matches"": 1918, ""inliers"": 1903, ""inlier_ratio"": 0.9921793534932221, ""rms_reprojection_px"": 0.21573057770729065}","{""matches"": 1325, ""inliers"": 1202, ""inlier_ratio"": 0.9071698113207547, ""rms_reprojection_px"": 0.4996011257171631}"
29,19628,True,True,1.0295757055282593,1.5782606601715088,0.0,0.0,"{""matches"": 1935, ""inliers"": 1929, ""inlier_ratio"": 0.9968992248062015, ""rms_reprojection_px"": 0.22354954481124878}","{""matches"": 1329, ""inliers"": 1228, ""inlier_ratio"": 0.9240030097817908, ""rms_reprojection_px"": 0.5723178386688232}"
30,19629,True,True,2.1252734661102295,5.80332612991333,0.0,0.0,"{""matches"": 1919, ""inliers"": 1907, ""inlier_ratio"": 0.9937467430953622, ""rms_reprojection_px"": 0.2772310972213745}","{""matches"": 1349, ""inliers"": 1202, ""inlier_ratio"": 0.8910303928836175, ""rms_reprojection_px"": 0.41678911447525024}"
31,19630,True,True,0.962342381477356,1.7399895191192627,0.0,0.0,"{""matches"": 1932, ""inliers"": 1922, ""inlier_ratio"": 0.994824016563147, ""rms_reprojection_px"": 0.24572902917861938}","{""matches"": 1330, ""inliers"": 1235, ""inlier_ratio"": 0.9285714285714286, ""rms_reprojection_px"": 0.635840892791748}"
32,19631,True,True,1.3563158512115479,2.3173646926879883,0.0,0.0,"{""matches"": 1905, ""inliers"": 1894, ""inlier_ratio"": 0.9942257217847769, ""rms_reprojection_px"": 0.27387410402297974}","{""matches"": 1296, ""inliers"": 1183, ""inlier_ratio"": 0.9128086419753086, ""rms_reprojection_px"": 0.541395902633667}"
33,19632,True,True,1.4297564029693604,2.585299015045166,0.0,0.0,"{""matches"": 1933, ""inliers"": 1927, ""inlier_ratio"": 0.9968960165545784, ""rms_reprojection_px"": 0.2315140813589096}","{""matches"": 1290, ""inliers"": 1171, ""inlier_ratio"": 0.9077519379844962, ""rms_reprojection_px"": 0.5453116297721863}"
34,19633,True,True,2.2903032302856445,5.944328308105469,0.0,0.0,"{""matches"": 1933, ""inliers"": 1925, ""inlier_ratio"": 0.9958613554061045, ""rms_reprojection_px"": 0.25927048921585083}","{""matches"": 1279, ""inliers"": 1135, ""inlier_ratio"": 0.887412040656763, ""rms_reprojection_px"": 0.47360315918922424}"
35,19634,True,True,2.519930839538574,6.4723358154296875,0.0,0.0,"{""matches"": 1924, ""inliers"": 1914, ""inlier_ratio"": 0.9948024948024948, ""rms_reprojection_px"": 0.23271900415420532}","{""matches"": 1293, ""inliers"": 1141, ""inlier_ratio"": 0.8824439288476411, ""rms_reprojection_px"": 0.47198036313056946}"
36,19635,True,True,2.2102999687194824,3.6729061603546143,0.0,0.0,"{""matches"": 1924, ""inliers"": 1910, ""inlier_ratio"": 0.9927234927234927, ""rms_reprojection_px"": 0.29387274384498596}","{""matches"": 1279, ""inliers"": 1142, ""inlier_ratio"": 0.8928850664581705, ""rms_reprojection_px"": 0.5582607984542847}"
37,19636,True,True,1.3016691207885742,2.0383758544921875,0.0,0.0,"{""matches"": 1927, ""inliers"": 1918, ""inlier_ratio"": 0.9953295277633627, ""rms_reprojection_px"": 0.2817915380001068}","{""matches"": 1258, ""inliers"": 1137, ""inlier_ratio"": 0.9038155802861685, ""rms_reprojection_px"": 0.5447229146957397}"
38,19637,True,True,2.0013792514801025,3.523709535598755,0.0,0.0,"{""matches"": 1908, ""inliers"": 1888, ""inlier_ratio"": 0.989517819706499, ""rms_reprojection_px"": 0.3233204483985901}","{""matches"": 1254, ""inliers"": 1110, ""inlier_ratio"": 0.8851674641148325, ""rms_reprojection_px"": 0.5534098148345947}"
39,19638,True,True,3.8776705265045166,9.204265594482422,0.0,0.0,"{""matches"": 1903, ""inliers"": 1877, ""inlier_ratio"": 0.9863373620599054, ""rms_reprojection_px"": 0.355325847864151}","{""matches"": 1264, ""inliers"": 1107, ""inlier_ratio"": 0.8757911392405063, ""rms_reprojection_px"": 0.4596633315086365}"
40,19639,True,True,1.6435191631317139,2.886460542678833,0.0,0.0,"{""matches"": 1904, ""inliers"": 1871, ""inlier_ratio"": 0.9826680672268907, ""rms_reprojection_px"": 0.311312735080719}","{""matches"": 1240, ""inliers"": 1113, ""inlier_ratio"": 0.8975806451612903, ""rms_reprojection_px"": 0.5837429761886597}"
41,19640,True,True,3.49550199508667,8.335189819335938,0.0,0.0,"{""matches"": 1944, ""inliers"": 1935, ""inlier_ratio"": 0.9953703703703703, ""rms_reprojection_px"": 0.25390493869781494}","{""matches"": 1232, ""inliers"": 1079, ""inlier_ratio"": 0.8758116883116883, ""rms_reprojection_px"": 0.45384085178375244}"
42,19641,True,True,3.879236936569214,9.110064506530762,0.0,0.0,"{""matches"": 1884, ""inliers"": 1855, ""inlier_ratio"": 0.9846072186836518, ""rms_reprojection_px"": 0.2658858895301819}","{""matches"": 1239, ""inliers"": 1082, ""inlier_ratio"": 0.8732849071832123, ""rms_reprojection_px"": 0.4437991976737976}"
43,19642,True,True,1.4801963567733765,2.172811508178711,0.0,0.0,"{""matches"": 1886, ""inliers"": 1854, ""inlier_ratio"": 0.9830328738069989, ""rms_reprojection_px"": 0.3176850974559784}","{""matches"": 1219, ""inliers"": 1085, ""inlier_ratio"": 0.8900738310090238, ""rms_reprojection_px"": 0.5602557063102722}"
44,19643,True,True,3.869933605194092,8.942060470581055,0.0,0.0,"{""matches"": 1888, ""inliers"": 1854, ""inlier_ratio"": 0.9819915254237288, ""rms_reprojection_px"": 0.32944539189338684}","{""matches"": 1229, ""inliers"": 1071, ""inlier_ratio"": 0.871440195280716, ""rms_reprojection_px"": 0.4446776509284973}"
45,19644,True,True,3.9350783824920654,9.022564888000488,0.0,0.0,"{""matches"": 1905, ""inliers"": 1873, ""inlier_ratio"": 0.9832020997375328, ""rms_reprojection_px"": 0.336405873298645}","{""matches"": 1202, ""inliers"": 1059, ""inlier_ratio"": 0.8810316139767055, ""rms_reprojection_px"": 0.4488789737224579}"
46,19645,True,True,4.173547744750977,9.5491943359375,0.0,0.0,"{""matches"": 1888, ""inliers"": 1856, ""inlier_ratio"": 0.9830508474576272, ""rms_reprojection_px"": 0.3115106225013733}","{""matches"": 1201, ""inliers"": 1051, ""inlier_ratio"": 0.8751040799333888, ""rms_reprojection_px"": 0.445844829082489}"
47,19646,True,True,2.8661274909973145,6.663914203643799,0.0,0.0,"{""matches"": 1878, ""inliers"": 1852, ""inlier_ratio"": 0.9861554845580405, ""rms_reprojection_px"": 0.2974749207496643}","{""matches"": 1193, ""inliers"": 1048, ""inlier_ratio"": 0.8784576697401508, ""rms_reprojection_px"": 0.4922338128089905}"
48,19647,True,True,2.942181348800659,6.767098903656006,0.0,0.0,"{""matches"": 1881, ""inliers"": 1853, ""inlier_ratio"": 0.9851143009037746, ""rms_reprojection_px"": 0.26877251267433167}","{""matches"": 1202, ""inliers"": 1042, ""inlier_ratio"": 0.8668885191347754, ""rms_reprojection_px"": 0.48847776651382446}"
49,19648,True,True,2.8730673789978027,6.653372764587402,0.0,0.0,"{""matches"": 1893, ""inliers"": 1869, ""inlier_ratio"": 0.9873217115689382, ""rms_reprojection_px"": 0.2970241606235504}","{""matches"": 1199, ""inliers"": 1045, ""inlier_ratio"": 0.8715596330275229, ""rms_reprojection_px"": 0.48221808671951294}"
50,19649,True,True,1.989487886428833,3.754348039627075,0.0,0.0,"{""matches"": 1861, ""inliers"": 1842, ""inlier_ratio"": 0.9897904352498657, ""rms_reprojection_px"": 0.3113085627555847}","{""matches"": 1172, ""inliers"": 1028, ""inlier_ratio"": 0.8771331058020477, ""rms_reprojection_px"": 0.5007345080375671}"
51,19650,True,True,3.79366135597229,8.711108207702637,0.0,0.0,"{""matches"": 1854, ""inliers"": 1814, ""inlier_ratio"": 0.9784250269687162, ""rms_reprojection_px"": 0.23886403441429138}","{""matches"": 1166, ""inliers"": 1006, ""inlier_ratio"": 0.8627787307032591, ""rms_reprojection_px"": 0.42393532395362854}"
52,19651,True,True,2.295555591583252,3.491086959838867,0.0,0.0,"{""matches"": 1796, ""inliers"": 1758, ""inlier_ratio"": 0.9788418708240535, ""rms_reprojection_px"": 0.337254136800766}","{""matches"": 1177, ""inliers"": 1051, ""inlier_ratio"": 0.892948173322005, ""rms_reprojection_px"": 0.5729421377182007}"
53,19652,True,True,2.3786983489990234,4.207298278808594,0.0,0.0,"{""matches"": 1816, ""inliers"": 1782, ""inlier_ratio"": 0.9812775330396476, ""rms_reprojection_px"": 0.2048240602016449}","{""matches"": 1176, ""inliers"": 1028, ""inlier_ratio"": 0.8741496598639455, ""rms_reprojection_px"": 0.5011782050132751}"
54,19653,True,True,3.7721996307373047,8.909882545471191,0.0,0.0,"{""matches"": 1840, ""inliers"": 1807, ""inlier_ratio"": 0.9820652173913044, ""rms_reprojection_px"": 0.28432899713516235}","{""matches"": 1188, ""inliers"": 1032, ""inlier_ratio"": 0.8686868686868687, ""rms_reprojection_px"": 0.44150078296661377}"
55,19654,True,True,3.9500045776367188,9.214821815490723,0.0,0.0,"{""matches"": 1860, ""inliers"": 1828, ""inlier_ratio"": 0.9827956989247312, ""rms_reprojection_px"": 0.2948090732097626}","{""matches"": 1183, ""inliers"": 1038, ""inlier_ratio"": 0.8774302620456467, ""rms_reprojection_px"": 0.47025519609451294}"
56,19655,True,True,2.3475418090820312,4.049862384796143,0.0,0.0,"{""matches"": 1869, ""inliers"": 1842, ""inlier_ratio"": 0.985553772070626, ""rms_reprojection_px"": 0.29230496287345886}","{""matches"": 1162, ""inliers"": 1044, ""inlier_ratio"": 0.8984509466437177, ""rms_reprojection_px"": 0.5310060977935791}"
57,19656,True,True,5.129134178161621,11.582110404968262,0.0,0.0,"{""matches"": 1848, ""inliers"": 1814, ""inlier_ratio"": 0.9816017316017316, ""rms_reprojection_px"": 0.2720414996147156}","{""matches"": 1149, ""inliers"": 1018, ""inlier_ratio"": 0.8859878154917319, ""rms_reprojection_px"": 0.4789562225341797}"
58,19657,True,True,6.432918548583984,13.793044090270996,0.0,0.0,"{""matches"": 1849, ""inliers"": 1816, ""inlier_ratio"": 0.9821525148729042, ""rms_reprojection_px"": 0.294143408536911}","{""matches"": 1177, ""inliers"": 1044, ""inlier_ratio"": 0.887000849617672, ""rms_reprojection_px"": 0.4775967001914978}"
59,19658,True,True,3.524709939956665,8.488850593566895,0.0,0.0,"{""matches"": 1845, ""inliers"": 1812, ""inlier_ratio"": 0.9821138211382113, ""rms_reprojection_px"": 0.2836260497570038}","{""matches"": 1150, ""inliers"": 994, ""inlier_ratio"": 0.8643478260869565, ""rms_reprojection_px"": 0.39585641026496887}"
60,19659,True,True,6.71261739730835,14.143509864807129,0.0,0.0,"{""matches"": 1847, ""inliers"": 1811, ""inlier_ratio"": 0.9805089334055225, ""rms_reprojection_px"": 0.2965238690376282}","{""matches"": 1156, ""inliers"": 1020, ""inlier_ratio"": 0.8823529411764706, ""rms_reprojection_px"": 0.48664066195487976}"
61,19660,True,True,7.059164047241211,15.83399772644043,0.0,0.0,"{""matches"": 1847, ""inliers"": 1822, ""inlier_ratio"": 0.9864645370871684, ""rms_reprojection_px"": 0.28990375995635986}","{""matches"": 1139, ""inliers"": 1009, ""inlier_ratio"": 0.8858647936786654, ""rms_reprojection_px"": 0.5175557136535645}"
62,19661,True,True,6.6823201179504395,15.155253410339355,0.0,0.0,"{""matches"": 1851, ""inliers"": 1820, ""inlier_ratio"": 0.9832522960561858, ""rms_reprojection_px"": 0.2972266972064972}","{""matches"": 1141, ""inliers"": 1010, ""inlier_ratio"": 0.8851884312007011, ""rms_reprojection_px"": 0.5073127746582031}"
63,19662,True,True,6.688686370849609,15.107816696166992,0.0,0.0,"{""matches"": 1947, ""inliers"": 1929, ""inlier_ratio"": 0.9907550077041603, ""rms_reprojection_px"": 0.2973414659500122}","{""matches"": 1126, ""inliers"": 999, ""inlier_ratio"": 0.8872113676731794, ""rms_reprojection_px"": 0.5133965611457825}"
64,19663,True,True,5.699668884277344,13.166803359985352,0.0,0.0,"{""matches"": 1798, ""inliers"": 1775, ""inlier_ratio"": 0.9872080088987765, ""rms_reprojection_px"": 0.2523881793022156}","{""matches"": 1120, ""inliers"": 999, ""inlier_ratio"": 0.8919642857142858, ""rms_reprojection_px"": 0.4533975422382355}"
65,19664,True,True,1.7706718444824219,3.2352938652038574,0.0,0.0,"{""matches"": 1792, ""inliers"": 1770, ""inlier_ratio"": 0.9877232142857143, ""rms_reprojection_px"": 0.2834383547306061}","{""matches"": 1089, ""inliers"": 976, ""inlier_ratio"": 0.8962350780532599, ""rms_reprojection_px"": 0.4604732394218445}"
66,19665,True,True,3.033853054046631,7.928977966308594,0.0,0.0,"{""matches"": 1858, ""inliers"": 1839, ""inlier_ratio"": 0.9897739504843919, ""rms_reprojection_px"": 0.277682900428772}","{""matches"": 1098, ""inliers"": 965, ""inlier_ratio"": 0.8788706739526412, ""rms_reprojection_px"": 0.3488598167896271}"
67,19666,True,True,2.3487632274627686,6.457964897155762,0.0,0.0,"{""matches"": 1852, ""inliers"": 1832, ""inlier_ratio"": 0.9892008639308856, ""rms_reprojection_px"": 0.23782654106616974}","{""matches"": 1114, ""inliers"": 982, ""inlier_ratio"": 0.881508078994614, ""rms_reprojection_px"": 0.3648555874824524}"
68,19667,True,True,1.973219394683838,3.5006701946258545,0.0,0.0,"{""matches"": 1799, ""inliers"": 1777, ""inlier_ratio"": 0.9877709838799333, ""rms_reprojection_px"": 0.2553682327270508}","{""matches"": 1082, ""inliers"": 960, ""inlier_ratio"": 0.8872458410351202, ""rms_reprojection_px"": 0.3566856384277344}"
69,19668,True,True,2.370250701904297,6.61958122253418,0.0,0.0,"{""matches"": 1831, ""inliers"": 1806, ""inlier_ratio"": 0.9863462588749318, ""rms_reprojection_px"": 0.3115772306919098}","{""matches"": 1086, ""inliers"": 956, ""inlier_ratio"": 0.8802946593001841, ""rms_reprojection_px"": 0.32877907156944275}"
70,19669,True,True,7.130921363830566,14.380941390991211,0.0,0.0,"{""matches"": 1835, ""inliers"": 1813, ""inlier_ratio"": 0.9880108991825614, ""rms_reprojection_px"": 0.3349386155605316}","{""matches"": 1073, ""inliers"": 956, ""inlier_ratio"": 0.8909599254426841, ""rms_reprojection_px"": 0.5264472365379333}"
71,19670,True,True,2.073902130126953,4.326898574829102,0.0,0.0,"{""matches"": 1834, ""inliers"": 1812, ""inlier_ratio"": 0.9880043620501636, ""rms_reprojection_px"": 0.29691171646118164}","{""matches"": 1071, ""inliers"": 937, ""inlier_ratio"": 0.8748832866479925, ""rms_reprojection_px"": 0.34765857458114624}"
72,19671,True,True,2.2036123275756836,6.309081554412842,0.0,0.0,"{""matches"": 1827, ""inliers"": 1802, ""inlier_ratio"": 0.9863163656267104, ""rms_reprojection_px"": 0.2956763207912445}","{""matches"": 1053, ""inliers"": 932, ""inlier_ratio"": 0.8850902184235517, ""rms_reprojection_px"": 0.3423944115638733}"
73,19672,True,True,2.4132227897644043,6.631639003753662,0.0,0.0,"{""matches"": 1823, ""inliers"": 1805, ""inlier_ratio"": 0.9901261656609983, ""rms_reprojection_px"": 0.2997106909751892}","{""matches"": 1064, ""inliers"": 937, ""inlier_ratio"": 0.8806390977443609, ""rms_reprojection_px"": 0.33234408497810364}"
74,19673,True,True,2.1588268280029297,6.019454002380371,0.0,0.0,"{""matches"": 1811, ""inliers"": 1793, ""inlier_ratio"": 0.9900607399226946, ""rms_reprojection_px"": 0.3275437653064728}","{""matches"": 1037, ""inliers"": 910, ""inlier_ratio"": 0.8775313404050145, ""rms_reprojection_px"": 0.3582706153392792}"
75,19674,True,True,7.993032455444336,15.697888374328613,0.0,0.0,"{""matches"": 1780, ""inliers"": 1761, ""inlier_ratio"": 0.9893258426966293, ""rms_reprojection_px"": 0.3121672570705414}","{""matches"": 1049, ""inliers"": 939, ""inlier_ratio"": 0.8951382268827455, ""rms_reprojection_px"": 0.6133018136024475}"
76,19675,True,True,2.895400285720825,4.610931873321533,0.0,0.0,"{""matches"": 1822, ""inliers"": 1798, ""inlier_ratio"": 0.986827661909989, ""rms_reprojection_px"": 0.2623235881328583}","{""matches"": 1037, ""inliers"": 924, ""inlier_ratio"": 0.8910318225650916, ""rms_reprojection_px"": 0.5232332348823547}"
77,19676,True,True,2.523874282836914,6.572608470916748,0.0,0.0,"{""matches"": 1823, ""inliers"": 1805, ""inlier_ratio"": 0.9901261656609983, ""rms_reprojection_px"": 0.278177946805954}","{""matches"": 1010, ""inliers"": 901, ""inlier_ratio"": 0.8920792079207921, ""rms_reprojection_px"": 0.3212033212184906}"
78,19677,True,True,1.9433293342590332,4.172037601470947,0.0,0.0,"{""matches"": 1824, ""inliers"": 1808, ""inlier_ratio"": 0.9912280701754386, ""rms_reprojection_px"": 0.26636260747909546}","{""matches"": 1023, ""inliers"": 917, ""inlier_ratio"": 0.8963831867057673, ""rms_reprojection_px"": 0.3477276563644409}"
79,19678,True,True,2.1222827434539795,5.344648838043213,0.0,0.0,"{""matches"": 1798, ""inliers"": 1778, ""inlier_ratio"": 0.9888765294771968, ""rms_reprojection_px"": 0.29115527868270874}","{""matches"": 1023, ""inliers"": 902, ""inlier_ratio"": 0.8817204301075269, ""rms_reprojection_px"": 0.34126153588294983}"
80,19679,True,True,2.1883087158203125,5.3566460609436035,0.0,0.0,"{""matches"": 1742, ""inliers"": 1724, ""inlier_ratio"": 0.9896670493685419, ""rms_reprojection_px"": 0.28790685534477234}","{""matches"": 1009, ""inliers"": 905, ""inlier_ratio"": 0.8969276511397423, ""rms_reprojection_px"": 0.3381304144859314}"
81,19680,True,True,1.6147072315216064,2.779261589050293,0.0,0.0,"{""matches"": 1710, ""inliers"": 1684, ""inlier_ratio"": 0.9847953216374269, ""rms_reprojection_px"": 0.33864903450012207}","{""matches"": 1004, ""inliers"": 907, ""inlier_ratio"": 0.9033864541832669, ""rms_reprojection_px"": 0.63027423620224}"
82,19681,True,True,2.5518076419830322,4.080935955047607,0.0,0.0,"{""matches"": 1765, ""inliers"": 1729, ""inlier_ratio"": 0.9796033994334278, ""rms_reprojection_px"": 0.374080091714859}","{""matches"": 982, ""inliers"": 878, ""inlier_ratio"": 0.8940936863543788, ""rms_reprojection_px"": 0.46753621101379395}"
