state_id,cluster_id,timestamp,raw_checkpoint_count,path_evaluation_count,static_loss_sum,score_loss_sum,conditional_loss_sum,split_ids
401809243:1,401809243,2025-10-21,1,7,0.1760256179330648,0.36150908860488035,0.283134526351193,0|1|2|3|4|5|6
401809237:2,401809237,2025-10-23,1,7,0.3475468469390349,0.6841121215090135,0.7478295071045632,0|1|2|3|4|5|6
401809237:3,401809237,2025-10-23,1,7,0.3475468469390349,0.25,0.29704887109444744,0|1|2|3|4|5|6
401809943:1,401809943,2025-10-24,1,7,0.25853823629166145,0.21708021855804113,0.22395720087638593,0|1|2|3|4|5|6
401809943:2,401809943,2025-10-24,1,7,0.25853823629166145,0.7268936857296328,0.7323311041750226,0|1|2|3|4|5|6
401809943:3,401809943,2025-10-24,1,7,0.25853823629166145,0.7779731845173766,0.7814026310733125,0|1|2|3|4|5|6
401809944:1,401809944,2025-10-24,1,7,0.11733474059436404,0.030062872606085835,0.00969811562421759,0|1|2|3|4|5|6
401809944:2,401809944,2025-10-24,1,7,0.11733474059436404,0.010891545096038863,0.0037784239331107037,0|1|2|3|4|5|6
401809944:3,401809944,2025-10-24,1,7,0.11733474059436404,3.119420106275269e-07,7.286986501221301e-08,0|1|2|3|4|5|6
401809945:1,401809945,2025-10-24,1,7,0.25539526506133015,0.5671546469518515,0.5724227783376413,0|1|2|3|4|5|6
401809945:2,401809945,2025-10-24,1,7,0.25539526506133015,0.0003268743009542689,0.0003444214741056973,0|1|2|3|4|5|6
401809945:3,401809945,2025-10-24,1,7,0.25539526506133015,3.472137133667609e-05,3.6201071155949664e-05,0|1|2|3|4|5|6
401809946:1,401809946,2025-10-24,1,7,0.34391465296720025,0.06096123712447947,0.09636575290288393,0|1|2|3|4|5|6
401809946:2,401809946,2025-10-24,1,7,0.34391465296720025,0.3398611949062516,0.4121744605970031,0|1|2|3|4|5|6
401809946:3,401809946,2025-10-24,1,7,0.34391465296720025,0.25,0.2953535447720536,0|1|2|3|4|5|6
401809947:1,401809947,2025-10-24,1,7,0.21027785997692253,0.28524285386816967,0.2481470575573439,0|1|2|3|4|5|6
401809947:2,401809947,2025-10-24,1,7,0.21027785997692253,0.0536797839643997,0.04405869175938135,0|1|2|3|4|5|6
401809947:3,401809947,2025-10-24,1,7,0.21027785997692253,0.19458061345051367,0.17694452675515834,0|1|2|3|4|5|6
401809948:1,401809948,2025-10-24,1,7,0.1652429092004443,0.0027109719832309784,0.0011395046573432438,0|1|2|3|4|5|6
401809948:2,401809948,2025-10-24,1,7,0.1652429092004443,4.835797362379965e-10,1.1455344160165455e-10,0|1|2|3|4|5|6
401809948:3,401809948,2025-10-24,1,7,0.1652429092004443,8.153819064069639e-17,2.090596947496681e-17,0|1|2|3|4|5|6
401809949:1,401809949,2025-10-24,1,7,0.0992655545509485,0.15899657123987532,0.06264235503611733,0|1|2|3|4|5|6
401809949:2,401809949,2025-10-24,1,7,0.0992655545509485,0.29345569362301765,0.16540330397510997,0|1|2|3|4|5|6
401809949:3,401809949,2025-10-24,1,7,0.0992655545509485,0.14707371273624584,0.08734271081742892,0|1|2|3|4|5|6
401809950:1,401809950,2025-10-24,1,7,0.29817735135660933,0.5260959647134942,0.573775710966218,0|1|2|3|4|5|6
401809950:2,401809950,2025-10-24,1,7,0.29817735135660933,0.07013245807198869,0.08551519274079343,0|1|2|3|4|5|6
401809950:3,401809950,2025-10-24,1,7,0.29817735135660933,0.0007320710674167675,0.0009564194146266259,0|1|2|3|4|5|6
401809951:1,401809951,2025-10-24,1,7,0.2363339441316741,0.4017972411253189,0.3872675494993802,0|1|2|3|4|5|6
401809951:2,401809951,2025-10-24,1,7,0.2363339441316741,0.09012893131261515,0.08515653626495133,0|1|2|3|4|5|6
401809951:3,401809951,2025-10-24,1,7,0.2363339441316741,0.0003623775187479246,0.0003340245589168199,0|1|2|3|4|5|6
401809952:1,401809952,2025-10-24,1,7,0.21120900887222044,0.25,0.21615548118448497,0|1|2|3|4|5|6
401809952:2,401809952,2025-10-24,1,7,0.21120900887222044,0.007503879719688361,0.005773033477495827,0|1|2|3|4|5|6
401809952:3,401809952,2025-10-24,1,7,0.21120900887222044,0.0014228119651552398,0.001140725336704061,0|1|2|3|4|5|6
401809953:1,401809953,2025-10-24,1,7,0.2311105728292608,0.0754465036602814,0.06815446267689496,0|1|2|3|4|5|6
401809953:2,401809953,2025-10-24,1,7,0.2311105728292608,0.14187133330954746,0.132336910531182,0|1|2|3|4|5|6
401809953:3,401809953,2025-10-24,1,7,0.2311105728292608,0.14707371273624584,0.14008921887282,0|1|2|3|4|5|6
401809954:1,401809954,2025-10-24,1,7,0.23687125029957606,0.21708021855804113,0.20652387110494017,0|1|2|3|4|5|6
401809954:2,401809954,2025-10-24,1,7,0.23687125029957606,0.002195748770203692,0.0019987546306305835,0|1|2|3|4|5|6
401809954:3,401809954,2025-10-24,1,7,0.23687125029957606,7.540787264198586e-11,6.579767287183385e-11,0|1|2|3|4|5|6
401809955:1,401809955,2025-10-25,1,7,0.3494248546946458,0.28524285386816967,0.37472638214564924,0|1|2|3|4|5|6
401809955:2,401809955,2025-10-25,1,7,0.3494248546946458,0.1418713333095474,0.19359511133186974,0|1|2|3|4|5|6
401809955:3,401809955,2025-10-25,1,7,0.3494248546946458,0.10782071205649345,0.1376898511793459,0|1|2|3|4|5|6
401809956:1,401809956,2025-10-25,1,7,0.15247354637051544,0.11185468757176917,0.06350501308478508,0|1|2|3|4|5|6
401809956:2,401809956,2025-10-25,1,7,0.15247354637051544,0.09012893131261515,0.055538463862145886,0|1|2|3|4|5|6
401809956:3,401809956,2025-10-25,1,7,0.15247354637051544,5.954905166871923e-06,2.473830939025447e-06,0|1|2|3|4|5|6
401809957:1,401809957,2025-10-25,1,7,0.2796624358553275,0.0754465036602814,0.08773222073686426,0|1|2|3|4|5|6
401809957:2,401809957,2025-10-25,1,7,0.2796624358553275,0.14187133330954746,0.1570416972415014,0|1|2|3|4|5|6
401809957:3,401809957,2025-10-25,1,7,0.2796624358553275,0.8663157449383547,0.8749007371253745,0|1|2|3|4|5|6
401809958:1,401809958,2025-10-25,1,7,0.22764689032436358,0.1866980015540252,0.17031484096366895,0|1|2|3|4|5|6
401809958:2,401809958,2025-10-25,1,7,0.22764689032436358,0.04040124704027289,0.03609419421497163,0|1|2|3|4|5|6
401809958:3,401809958,2025-10-25,1,7,0.22764689032436358,5.954905166871923e-06,5.019686626284114e-06,0|1|2|3|4|5|6
401809959:1,401809959,2025-10-25,1,7,0.208487114754424,0.09235863152078065,0.073902331597043,0|1|2|3|4|5|6
401809959:2,401809959,2025-10-25,1,7,0.208487114754424,0.0014038163942713827,0.0010021513675036642,0|1|2|3|4|5|6
401809959:3,401809959,2025-10-25,1,7,0.208487114754424,3.472137133667609e-05,2.5499972319122258e-05,0|1|2|3|4|5|6
401809960:1,401809960,2025-10-26,1,7,0.07541130978656617,0.0754465036602814,0.017448546303052016,0|1|2|3|4|5|6
401809960:2,401809960,2025-10-26,1,7,0.07541130978656617,0.0001934165964778883,1.9250571098961406e-05,0|1|2|3|4|5|6
401809960:3,401809960,2025-10-26,1,7,0.07541130978656617,0.02245780928864816,0.008218959203249096,0|1|2|3|4|5|6
401809961:1,401809961,2025-10-26,1,7,0.2600401704457925,0.6072942080227134,0.6171243029356911,0|1|2|3|4|5|6
401809961:2,401809961,2025-10-26,1,7,0.2600401704457925,0.1739088890099055,0.17970515029026904,0|1|2|3|4|5|6
401809961:3,401809961,2025-10-26,1,7,0.2600401704457925,0.0007320710674167703,0.0007758913081091865,0|1|2|3|4|5|6
401809962:1,401809962,2025-10-26,1,7,0.14817489769211076,0.3225267186383634,0.21814320006044843,0|1|2|3|4|5|6
401809962:2,401809962,2025-10-26,1,7,0.14817489769211076,0.02989070766017387,0.015683320840855282,0|1|2|3|4|5|6
401809962:3,401809962,2025-10-26,1,7,0.14817489769211076,0.14707371273624584,0.1082097860248096,0|1|2|3|4|5|6
401809963:1,401809963,2025-10-26,1,7,0.3421269331786947,0.36150908860488035,0.4500286293993397,0|1|2|3|4|5|6
401809963:2,401809963,2025-10-26,1,7,0.3421269331786947,0.14187133330954746,0.18961098237454208,0|1|2|3|4|5|6
401809963:3,401809963,2025-10-26,1,7,0.3421269331786947,0.02245780928864816,0.031071817068340623,0|1|2|3|4|5|6
401809964:1,401809964,2025-10-26,1,7,0.11240176690618305,0.21708021855804113,0.10549345920150745,0|1|2|3|4|5|6
401809964:2,401809964,2025-10-26,1,7,0.11240176690618305,0.7663350403730895,0.6428748123127018,0|1|2|3|4|5|6
401809964:3,401809964,2025-10-26,1,7,0.11240176690618305,0.02245780928864816,0.011169327701704602,0|1|2|3|4|5|6
401809965:1,401809965,2025-10-26,1,7,0.12394130204782153,0.25,0.1376132950476113,0|1|2|3|4|5|6
401809965:2,401809965,2025-10-26,1,7,0.12394130204782153,0.3398611949062516,0.22664226460824738,0|1|2|3|4|5|6
401809965:3,401809965,2025-10-26,1,7,0.12394130204782153,0.008319486603880549,0.004081304407240608,0|1|2|3|4|5|6
401809966:1,401809966,2025-10-26,1,7,0.3588479293039933,0.25,0.34338760839473076,0|1|2|3|4|5|6
401809966:2,401809966,2025-10-26,1,7,0.3588479293039933,0.3398611949062516,0.42321209634412676,0|1|2|3|4|5|6
401809966:3,401809966,2025-10-26,1,7,0.3588479293039933,0.0014228119651552398,0.0024276952747847047,0|1|2|3|4|5|6
401809967:1,401809967,2025-10-26,1,7,0.23205292859195395,0.030062872606085835,0.0267547255197355,0|1|2|3|4|5|6
401809967:2,401809967,2025-10-26,1,7,0.23205292859195395,0.4896993140797036,0.4737463783929418,0|1|2|3|4|5|6
401809967:3,401809967,2025-10-26,1,7,0.23205292859195395,0.05263598019402433,0.04952921302464812,0|1|2|3|4|5|6
401809968:1,401809968,2025-10-26,1,7,0.12166262615307491,0.04871253480476694,0.01806996624781674,0|1|2|3|4|5|6
401809968:2,401809968,2025-10-26,1,7,0.12166262615307491,0.25,0.15338016291048154,0|1|2|3|4|5|6
401809968:3,401809968,2025-10-26,1,7,0.12166262615307491,0.05263598019402433,0.030577705949049187,0|1|2|3|4|5|6
401809245:1,401809245,2025-10-27,1,7,0.2887169137123811,0.04871253480476694,0.06032464193848747,0|1|2|3|4|5|6
401809245:2,401809245,2025-10-27,1,7,0.2887169137123811,0.00011221696073482614,0.0001592100411052402,0|1|2|3|4|5|6
401809245:3,401809245,2025-10-27,1,7,0.2887169137123811,3.5566420035565825e-08,5.0869621895670916e-08,0|1|2|3|4|5|6
401809246:1,401809246,2025-10-27,1,7,0.23467779054688442,0.13404767417557015,0.12502740932626813,0|1|2|3|4|5|6
401809246:2,401809246,2025-10-27,1,7,0.23467779054688442,0.6384000179860677,0.6255826887902661,0|1|2|3|4|5|6
401809246:3,401809246,2025-10-27,1,7,0.23467779054688442,0.013917420639854947,0.013043857598536273,0|1|2|3|4|5|6
401809969:1,401809969,2025-10-27,1,7,0.26139093542366726,0.11185468757176911,0.1179613172777019,0|1|2|3|4|5|6
401809969:2,401809969,2025-10-27,1,7,0.26139093542366726,0.010891545096038863,0.011682314489630368,0|1|2|3|4|5|6
401809969:3,401809969,2025-10-27,1,7,0.26139093542366726,0.02245780928864816,0.02346888772259659,0|1|2|3|4|5|6
401809970:1,401809970,2025-10-27,1,7,0.3403044317414099,0.5671546469518515,0.6501360203002166,0|1|2|3|4|5|6
401809970:2,401809970,2025-10-27,1,7,0.3403044317414099,0.29345569362301765,0.3599519836555924,0|1|2|3|4|5|6
401809970:3,401809970,2025-10-27,1,7,0.3403044317414099,0.03498074411667625,0.047034794396376665,0|1|2|3|4|5|6
401809971:1,401809971,2025-10-27,1,7,0.12003820137436125,0.005323718741954989,0.0013213255194912052,0|1|2|3|4|5|6
401809971:2,401809971,2025-10-27,1,7,0.12003820137436125,0.015523753714142356,0.005807414195412049,0|1|2|3|4|5|6
401809971:3,401809971,2025-10-27,1,7,0.12003820137436125,3.4355974781794337e-09,6.656405650751577e-10,0|1|2|3|4|5|6
401809972:1,401809972,2025-10-27,1,7,0.11287000983649442,0.06096123712447947,0.02152865082927474,0|1|2|3|4|5|6
401809972:2,401809972,2025-10-27,1,7,0.11287000983649442,0.015523753714142356,0.005378726436760473,0|1|2|3|4|5|6
401809972:3,401809972,2025-10-27,1,7,0.11287000983649442,0.008319486603880549,0.0037421990278406684,0|1|2|3|4|5|6
401809973:1,401809973,2025-10-27,1,7,0.162628512746577,0.02321095708918745,0.011656940570057539,0|1|2|3|4|5|6
401809973:2,401809973,2025-10-27,1,7,0.162628512746577,0.0005417182001575464,0.00023415356010913916,0|1|2|3|4|5|6
401809973:3,401809973,2025-10-27,1,7,0.162628512746577,3.472137133667609e-05,1.715941946710101e-05,0|1|2|3|4|5|6
401809974:1,401809974,2025-10-27,1,7,0.08785942433209395,0.13404767417557015,0.044277870183045354,0|1|2|3|4|5|6
401809974:2,401809974,2025-10-27,1,7,0.08785942433209395,0.07013245807198869,0.02467289452899128,0|1|2|3|4|5|6
401809974:3,401809974,2025-10-27,1,7,0.08785942433209395,1.4671815292568941e-05,2.821074687768833e-06,0|1|2|3|4|5|6
401809975:1,401809975,2025-10-27,1,7,0.395858622416461,0.02321095708918745,0.05269160057270657,0|1|2|3|4|5|6
401809975:2,401809975,2025-10-27,1,7,0.395858622416461,0.14187133330954746,0.21874606814243133,0|1|2|3|4|5|6
401809975:3,401809975,2025-10-27,1,7,0.395858622416461,0.013917420639854959,0.02366416211393086,0|1|2|3|4|5|6
401809976:1,401809976,2025-10-27,1,7,0.2010246755712124,0.28524285386816967,0.23930240186023766,0|1|2|3|4|5|6
401809976:2,401809976,2025-10-27,1,7,0.2010246755712124,0.11397273198167948,0.0928865778604092,0|1|2|3|4|5|6
401809976:3,401809976,2025-10-27,1,7,0.2010246755712124,7.894566071240843e-05,5.556781553104804e-05,0|1|2|3|4|5|6
401809977:1,401809977,2025-10-27,1,7,0.29923906323344845,0.13404767417557015,0.1643204240852923,0|1|2|3|4|5|6
401809977:2,401809977,2025-10-27,1,7,0.29923906323344845,0.07013245807198869,0.08585352642141224,0|1|2|3|4|5|6
401809977:3,401809977,2025-10-27,1,7,0.29923906323344845,0.0014228119651552439,0.0018392196690060788,0|1|2|3|4|5|6
401809978:1,401809978,2025-10-28,1,7,0.1318367465319776,0.5671546469518515,0.41999060240598574,0|1|2|3|4|5|6
401809978:2,401809978,2025-10-28,1,7,0.1318367465319776,0.43877577706650955,0.32240683266720943,0|1|2|3|4|5|6
401809978:3,401809978,2025-10-28,1,7,0.1318367465319776,0.9823086715252458,0.9719807171375299,0|1|2|3|4|5|6
401809979:1,401809979,2025-10-28,1,7,0.28635155222529995,0.15899657123987532,0.18366998998266704,0|1|2|3|4|5|6
401809979:2,401809979,2025-10-28,1,7,0.28635155222529995,0.002195748770203692,0.0028547774568900195,0|1|2|3|4|5|6
401809979:3,401809979,2025-10-28,1,7,0.28635155222529995,3.472137133667609e-05,4.475659199753926e-05,0|1|2|3|4|5|6
401809980:1,401809980,2025-10-28,1,7,0.43238195097341486,0.21708021855804113,0.36590823984336257,0|1|2|3|4|5|6
401809980:2,401809980,2025-10-28,1,7,0.43238195097341486,0.8021664139207167,0.8809822871382257,0|1|2|3|4|5|6
401809980:3,401809980,2025-10-28,1,7,0.43238195097341486,0.10782071205649345,0.16374986133407404,0|1|2|3|4|5|6
401809981:1,401809981,2025-10-28,1,7,0.07569804104141273,0.4429610112022907,0.21544251010448429,0|1|2|3|4|5|6
401809981:2,401809981,2025-10-28,1,7,0.07569804104141273,0.43877577706650955,0.24853436235640483,0|1|2|3|4|5|6
401809981:3,401809981,2025-10-28,1,7,0.07569804104141273,0.451099425492723,0.31118621048470546,0|1|2|3|4|5|6
401809982:1,401809982,2025-10-28,1,7,0.31297017723302056,0.06096123712447947,0.08394736010218384,0|1|2|3|4|5|6
401809982:2,401809982,2025-10-28,1,7,0.31297017723302056,0.3885551093781962,0.4391404700183457,0|1|2|3|4|5|6
401809982:3,401809982,2025-10-28,1,7,0.31297017723302056,0.0001725057830329685,0.00025296850395068257,0|1|2|3|4|5|6
401809983:1,401809983,2025-10-29,1,7,0.20522970540975458,0.3225267186383634,0.278149399410763,0|1|2|3|4|5|6
401809983:2,401809983,2025-10-29,1,7,0.20522970540975458,0.0033699037388312215,0.0024031327716171947,0|1|2|3|4|5|6
401809983:3,401809983,2025-10-29,1,7,0.20522970540975458,0.0007320710674167703,0.0005563321578182751,0|1|2|3|4|5|6
401809984:1,401809984,2025-10-29,1,7,0.19141139951103261,0.5260959647134942,0.45969071922414206,0|1|2|3|4|5|6
401809984:2,401809984,2025-10-29,1,7,0.19141139951103261,0.2100246739027631,0.1717872077177484,0|1|2|3|4|5|6
401809984:3,401809984,2025-10-29,1,7,0.19141139951103261,0.008319486603880549,0.006240569607600515,0|1|2|3|4|5|6
401809985:1,401809985,2025-10-29,1,7,0.14172658662596668,0.07544650366028142,0.03695542420997529,0|1|2|3|4|5|6
401809985:2,401809985,2025-10-29,1,7,0.14172658662596668,0.007503879719688361,0.0032299966057443255,0|1|2|3|4|5|6
401809985:3,401809985,2025-10-29,1,7,0.14172658662596668,0.0026615176924436813,0.0013723342049166598,0|1|2|3|4|5|6
401809986:1,401809986,2025-10-29,1,7,0.22591644329904015,0.04871253480476694,0.04211370232015332,0|1|2|3|4|5|6
401809986:2,401809986,2025-10-29,1,7,0.22591644329904015,0.0536797839643997,0.04778425637082134,0|1|2|3|4|5|6
401809986:3,401809986,2025-10-29,1,7,0.22591644329904015,0.0001725057830329685,0.00014718284348703357,0|1|2|3|4|5|6
401809987:1,401809987,2025-10-29,1,7,0.21884551760111168,0.15899657123987532,0.13844937631092466,0|1|2|3|4|5|6
401809987:2,401809987,2025-10-29,1,7,0.21884551760111168,0.3398611949062516,0.31404936414144874,0|1|2|3|4|5|6
401809987:3,401809987,2025-10-29,1,7,0.21884551760111168,0.00479406100517558,0.004106036576427686,0|1|2|3|4|5|6
401809988:1,401809988,2025-10-29,1,7,0.21924796544562986,0.4429610112022907,0.4094831568031673,0|1|2|3|4|5|6
401809988:2,401809988,2025-10-29,1,7,0.21924796544562986,0.3885551093781962,0.3619739280168706,0|1|2|3|4|5|6
401809988:3,401809988,2025-10-29,1,7,0.21924796544562986,0.02245780928864816,0.01982426242990871,0|1|2|3|4|5|6
401809989:1,401809989,2025-10-29,1,7,0.1435410149773786,0.04871253480476694,0.022544804860318773,0|1|2|3|4|5|6
401809989:2,401809989,2025-10-29,1,7,0.1435410149773786,0.07013245807198869,0.039470073889744973,0|1|2|3|4|5|6
401809989:3,401809989,2025-10-29,1,7,0.1435410149773786,5.5883381920764413e-14,1.122612106260688e-14,0|1|2|3|4|5|6
401809990:1,401809990,2025-10-29,1,7,0.1414888288867049,0.6461214332253559,0.5173983040088617,0|1|2|3|4|5|6
401809990:2,401809990,2025-10-29,1,7,0.1414888288867049,0.07013245807198869,0.03890358558210409,0|1|2|3|4|5|6
401809990:3,401809990,2025-10-29,1,7,0.1414888288867049,5.954905166871923e-06,2.192010383928461e-06,0|1|2|3|4|5|6
401809991:1,401809991,2025-10-29,1,7,0.23633394413167413,0.3225267186383634,0.309066838985419,0|1|2|3|4|5|6
401809991:2,401809991,2025-10-29,1,7,0.23633394413167413,0.11397273198167948,0.10806392419372043,0|1|2|3|4|5|6
401809991:3,401809991,2025-10-29,1,7,0.23633394413167413,0.0026615176924436813,0.0024831386240209237,0|1|2|3|4|5|6
401809992:1,401809992,2025-10-29,1,7,0.3573459770474844,0.21708021855804113,0.3039517220975539,0|1|2|3|4|5|6
401809992:2,401809992,2025-10-29,1,7,0.3573459770474844,0.43877577706650955,0.5237153685080861,0|1|2|3|4|5|6
401809992:3,401809992,2025-10-29,1,7,0.3573459770474844,0.10782071205649345,0.1400912221965648,0|1|2|3|4|5|6
401809993:1,401809993,2025-10-30,1,7,0.2681356534692835,0.07544650366028142,0.08298914192267806,0|1|2|3|4|5|6
401809993:2,401809993,2025-10-30,1,7,0.2681356534692835,0.007503879719688361,0.008461238420067647,0|1|2|3|4|5|6
401809993:3,401809993,2025-10-30,1,7,0.2681356534692835,0.02245780928864816,0.02409542402391134,0|1|2|3|4|5|6
401809994:1,401809994,2025-10-30,1,7,0.2818907918289516,0.04871253480476694,0.058280466746220734,0|1|2|3|4|5|6
401809994:2,401809994,2025-10-30,1,7,0.2818907918289516,0.1739088890099055,0.19234683366599242,0|1|2|3|4|5|6
401809994:3,401809994,2025-10-30,1,7,0.2818907918289516,0.10782071205649345,0.11731632821838868,0|1|2|3|4|5|6
401809995:1,401809995,2025-10-30,1,7,0.06320279054896254,0.06096123712447947,0.010685100870539326,0|1|2|3|4|5|6
401809995:2,401809995,2025-10-30,1,7,0.06320279054896254,0.021732478418567076,0.004126615690959906,0|1|2|3|4|5|6
401809995:3,401809995,2025-10-30,1,7,0.06320279054896254,0.013917420639854959,0.004118500867739688,0|1|2|3|4|5|6
401809996:1,401809996,2025-10-30,1,7,0.15152229656339208,0.1866980015540252,0.11506068919589225,0|1|2|3|4|5|6
401809996:2,401809996,2025-10-30,1,7,0.15152229656339208,0.2100246739027631,0.14491723283195088,0|1|2|3|4|5|6
401809996:3,401809996,2025-10-30,1,7,0.15152229656339208,0.0001725057830329685,8.229596061868095e-05,0|1|2|3|4|5|6
401809502:1,401809502,2025-10-31,1,7,0.14014928715550287,0.15899657123987532,0.08807505174228893,0|1|2|3|4|5|6
401809502:2,401809502,2025-10-31,1,7,0.14014928715550287,0.11397273198167948,0.06724048776241125,0|1|2|3|4|5|6
401809502:3,401809502,2025-10-31,1,7,0.14014928715550287,8.684822812288208e-07,2.9178940966249075e-07,0|1|2|3|4|5|6
401809503:1,401809503,2025-10-31,1,7,0.1734025572998808,0.017711163736687418,0.009557706202704349,0|1|2|3|4|5|6
401809503:2,401809503,2025-10-31,1,7,0.1734025572998808,0.015523753714142356,0.009324314258128808,0|1|2|3|4|5|6
