cluster_date,row_index,game_id,ts,forecast_samples_json,n_train,cold_start,archived_crps,new_crps,delta_crps,archived_pinball_q10,new_pinball_q10,delta_pinball_q10,archived_pinball_q50,new_pinball_q50,delta_pinball_q50,archived_pinball_q90,new_pinball_q90,delta_pinball_q90
2022-04-29,25,mlb-25,2022-04-29T12:00:00,"[0.0,2.0,0.0,0.0]",2982,0,1.125,1.125,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-04-29,26,mlb-26,2022-04-29T12:00:00,"[0.0,2.0,1.0,0.0]",2982,0,0.8125,0.8125,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-04-30,27,mlb-27,2022-04-30T12:00:00,"[0.0,1.0]",2983,0,2.25,2.25,0.0,0.30000000000000004,0.30000000000000004,0.0,1.5,1.5,0.0,1.8,1.8,0.0
2022-04-30,28,mlb-28,2022-04-30T12:00:00,"[4.0,0.0,0.0,0.0]",2983,0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.3999999999999999,0.0
2022-04-30,29,mlb-29,2022-04-30T12:00:00,[0.0],2983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-30,30,mlb-30,2022-04-30T12:00:00,"[0.0,2.0,0.0,0.0,0.0]",2983,0,1.28,1.28,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-01,31,mlb-31,2022-05-01T12:00:00,[0.0],2979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,32,mlb-32,2022-05-01T12:00:00,"[0.0,2.0,1.0,0.0]",2979,0,0.3125,0.3125,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-02,33,mlb-33,2022-05-02T12:00:00,"[0.0,1.0,2.0,0.0]",2980,0,0.8125,0.8125,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-03,34,mlb-34,2022-05-03T12:00:00,[0.0],2981,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,35,mlb-35,2022-05-03T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0]",2981,0,0.16326530612244894,0.16326530612244894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-04,36,mlb-36,2022-05-04T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0]",2983,0,0.8333333333333334,0.8333333333333334,0.0,0.30000000000000004,0.30000000000000004,0.0,1.0,1.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-04,37,mlb-37,2022-05-04T12:00:00,"[1.0,0.0]",2983,0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-04,38,mlb-38,2022-05-04T12:00:00,"[0.0,0.0]",2983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-04,39,mlb-39,2022-05-04T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0]",2983,0,0.28125,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-04,40,mlb-40,2022-05-04T12:00:00,"[0.0,2.0,1.0,0.0,2.0]",2983,0,0.32000000000000006,0.32000000000000006,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-04,41,mlb-41,2022-05-04T12:00:00,"[0.0,2.0,1.0,0.0,2.0]",2983,0,0.52,0.52,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-05,42,mlb-42,2022-05-05T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0]",2982,0,0.4999999999999999,0.4999999999999999,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-05,43,mlb-43,2022-05-05T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0]",2982,0,0.28125,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-06,44,mlb-44,2022-05-06T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0]",2982,0,0.36734693877551017,0.36734693877551017,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-06,45,mlb-45,2022-05-06T12:00:00,"[1.0,0.0]",2982,0,1.25,1.25,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.9,0.9,0.0
2022-05-06,46,mlb-46,2022-05-06T12:00:00,[0.0],2982,1,2.0,2.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,1.8,1.8,0.0
2022-05-07,47,mlb-47,2022-05-07T12:00:00,"[0.0,0.0,0.0]",2980,0,2.0,2.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,1.8,1.8,0.0
2022-05-07,48,mlb-48,2022-05-07T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0]",2980,0,0.8888888888888888,0.8888888888888888,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-08,49,mlb-49,2022-05-08T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0]",2980,0,0.7959183673469389,0.7959183673469389,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-08,50,mlb-50,2022-05-08T12:00:00,"[0.0,0.0,0.0,0.0]",2980,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,51,mlb-51,2022-05-08T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0]",2980,0,0.453125,0.453125,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-09,52,mlb-52,2022-05-09T12:00:00,"[1.0,0.0,0.0]",2979,0,0.4444444444444444,0.4444444444444444,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-10,53,mlb-53,2022-05-10T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0]",2978,0,1.510204081632653,1.510204081632653,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-10,54,mlb-54,2022-05-10T12:00:00,"[1.0,0.0,0.0,2.0]",2978,0,0.3125,0.3125,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-10,55,mlb-55,2022-05-10T12:00:00,"[0.0,0.0,0.0,0.0]",2978,0,2.0,2.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,1.8,1.8,0.0
2022-05-10,56,mlb-56,2022-05-10T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0]",2978,0,2.0578512396694215,2.0578512396694215,0.0,0.30000000000000004,0.30000000000000004,0.0,1.5,1.5,0.0,0.9,0.9,0.0
2022-05-11,57,mlb-57,2022-05-11T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",2975,0,0.22999999999999998,0.22999999999999998,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-11,58,mlb-58,2022-05-11T12:00:00,"[1.0,0.0,0.0,2.0]",2975,0,0.8125,0.8125,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-11,59,mlb-59,2022-05-11T12:00:00,"[0.0,0.0,0.0,0.0,2.0]",2975,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,60,mlb-60,2022-05-11T12:00:00,"[0.0,2.0]",2975,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,61,mlb-61,2022-05-11T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",2975,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,62,mlb-62,2022-05-11T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0]",2975,0,0.453125,0.453125,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-12,63,mlb-63,2022-05-12T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",2974,0,0.609375,0.609375,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-12,64,mlb-64,2022-05-12T12:00:00,"[0.0,2.0]",2974,0,0.5,0.5,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-12,65,mlb-65,2022-05-12T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",2974,0,0.8888888888888888,0.8888888888888888,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-13,66,mlb-66,2022-05-13T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",2973,0,1.359375,1.359375,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-13,67,mlb-67,2022-05-13T12:00:00,"[1.0,0.0,0.0,2.0,1.0]",2973,0,0.19999999999999996,0.19999999999999996,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-13,68,mlb-68,2022-05-13T12:00:00,"[0.0,2.0]",2973,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-13,69,mlb-69,2022-05-13T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",2973,0,0.24691358024691357,0.24691358024691357,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-14,70,mlb-70,2022-05-14T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",2972,0,1.23,1.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-14,71,mlb-71,2022-05-14T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",2972,0,0.5185185185185186,0.5185185185185186,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-14,72,mlb-72,2022-05-14T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0]",2972,0,0.47222222222222227,0.47222222222222227,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-14,73,mlb-73,2022-05-14T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0]",2972,0,0.16326530612244894,0.16326530612244894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-14,74,mlb-74,2022-05-14T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",2972,0,0.24691358024691357,0.24691358024691357,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-15,75,mlb-75,2022-05-15T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",2974,0,0.5185185185185186,0.5185185185185186,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-15,76,mlb-76,2022-05-15T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0]",2974,0,0.16326530612244894,0.16326530612244894,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-15,77,mlb-77,2022-05-15T12:00:00,"[0.0,2.0,0.0]",2974,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-15,78,mlb-78,2022-05-15T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0]",2974,0,0.2602040816326531,0.2602040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-16,79,mlb-79,2022-05-16T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",2975,0,1.28099173553719,1.28099173553719,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-16,80,mlb-80,2022-05-16T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0]",2975,0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-17,81,mlb-81,2022-05-17T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",2976,0,0.6446280991735537,0.6446280991735537,0.0,0.30000000000000004,0.30000000000000004,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-17,82,mlb-82,2022-05-17T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",2976,0,0.38842975206611574,0.38842975206611574,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-17,83,mlb-83,2022-05-17T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",2976,0,0.38842975206611574,0.38842975206611574,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-17,84,mlb-84,2022-05-17T12:00:00,"[0.0,2.0,0.0,2.0,0.0]",2976,0,0.32000000000000006,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-17,85,mlb-85,2022-05-17T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0]",2976,0,0.3305785123966942,0.3305785123966942,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-18,86,mlb-86,2022-05-18T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0]",2978,0,1.0763888888888888,1.0763888888888888,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-18,87,mlb-87,2022-05-18T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0]",2978,0,0.32638888888888884,0.32638888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-18,88,mlb-88,2022-05-18T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0]",2978,0,0.49382716049382713,0.49382716049382713,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-18,89,mlb-89,2022-05-18T12:00:00,"[0.0,2.0,0.0,2.0,0.0]",2978,0,0.52,0.52,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-19,90,mlb-90,2022-05-19T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0]",2978,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-19,91,mlb-91,2022-05-19T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",2978,0,0.20138888888888895,0.20138888888888895,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-20,92,mlb-92,2022-05-20T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0]",2977,0,0.2781065088757396,0.2781065088757396,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-20,93,mlb-93,2022-05-20T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",2977,0,0.53,0.53,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-20,94,mlb-94,2022-05-20T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",2977,0,0.20138888888888895,0.20138888888888895,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,95,mlb-95,2022-05-21T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0]",2977,0,0.29591836734693877,0.29591836734693877,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,96,mlb-96,2022-05-21T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0]",2977,0,0.2088888888888888,0.2088888888888888,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,97,mlb-97,2022-05-21T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",2977,0,0.53,0.53,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-22,98,mlb-98,2022-05-22T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0]",2978,0,1.734375,1.734375,0.0,0.30000000000000004,0.30000000000000004,0.0,1.0,1.0,0.0,0.9,0.9,0.0
2022-05-22,99,mlb-99,2022-05-22T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0]",2978,0,0.16528925619834706,0.16528925619834706,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-22,100,mlb-100,2022-05-22T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0]",2978,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-22,101,mlb-101,2022-05-22T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0]",2978,0,0.453125,0.453125,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-23,102,mlb-102,2022-05-23T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",2978,0,0.16049382716049387,0.16049382716049387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-23,103,mlb-103,2022-05-23T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",2978,0,0.78515625,0.78515625,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-23,104,mlb-104,2022-05-23T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0]",2978,0,0.20408163265306117,0.20408163265306117,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-24,105,mlb-105,2022-05-24T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0]",2978,0,0.8800000000000001,0.8800000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-24,106,mlb-106,2022-05-24T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0]",2978,0,0.38408304498269896,0.38408304498269896,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,107,mlb-107,2022-05-24T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0]",2978,0,0.3680555555555556,0.3680555555555556,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,108,mlb-108,2022-05-24T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",2978,0,0.16049382716049387,0.16049382716049387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,109,mlb-109,2022-05-24T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",2978,0,0.28515625,0.28515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-25,110,mlb-110,2022-05-25T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0]",2975,0,0.3046875,0.3046875,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-25,111,mlb-111,2022-05-25T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0]",2975,0,0.3136094674556213,0.3136094674556213,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-25,112,mlb-112,2022-05-25T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",2975,0,0.28515625,0.28515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-26,113,mlb-113,2022-05-26T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0]",2973,0,0.4570637119113573,0.4570637119113573,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
