game,commence_time,home_team,away_team,player,stat,line,over_price,under_price,book,capture_ts,source_file
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_points,28.5,100.0,-128.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_points,6.5,106.0,-136.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_rebounds,7.5,-113.0,-113.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_rebounds,4.5,134.0,-172.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_rebounds,5.5,102.0,-130.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_rebounds,3.5,112.0,-142.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_rebounds,3.5,-102.0,-125.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_rebounds,7.5,-136.0,106.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_rebounds,2.5,-118.0,-108.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_rebounds,6.5,-154.0,120.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_rebounds,8.5,122.0,-154.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_rebounds,4.5,104.0,-132.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_rebounds,5.5,106.0,-136.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_rebounds,3.5,142.0,-186.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_rebounds,3.5,-160.0,124.0,fanduel,2025-12-24T00:00:26Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_assists,3.5,-121.0,-109.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_assists,3.5,100.0,-132.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_assists,3.5,-106.0,-124.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_assists,2.5,-143.0,109.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_assists,3.5,-143.0,108.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_assists,3.5,-137.0,104.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_assists,3.5,119.0,-157.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_assists,7.5,104.0,-136.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_points,5.5,-115.0,-111.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_points,8.5,-131.0,102.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_points,6.5,103.0,-131.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_points,9.5,-115.0,-111.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_points,12.5,-124.0,-103.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_points,24.5,-106.0,-120.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_points,7.5,-119.0,-107.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_points,24.5,-113.0,-113.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_points,13.5,-101.0,-126.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_points,12.5,-120.0,-106.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_points,16.5,-105.0,-121.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_points,7.5,-126.0,-102.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_points,28.5,-105.0,-121.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_points,6.5,-103.0,-123.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_rebounds,7.5,-112.0,-118.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_rebounds,4.5,114.0,-150.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_rebounds,5.5,-101.0,-130.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_rebounds,3.5,104.0,-136.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_rebounds,3.5,-103.0,-128.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_rebounds,7.5,-135.0,103.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_rebounds,2.5,-115.0,-114.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_rebounds,7.5,110.0,-146.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_rebounds,7.5,-146.0,110.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_rebounds,4.5,101.0,-133.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_rebounds,5.5,104.0,-138.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_rebounds,3.5,124.0,-164.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_rebounds,3.5,-146.0,111.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_rebounds,2.5,102.0,-134.0,draftkings,2025-12-24T00:00:22Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_assists,3.5,-120.0,-110.0,fanatics,2025-12-24T00:00:17Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_points,8.5,-125.0,-105.0,fanatics,2025-12-24T00:00:17Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_rebounds,7.5,110.0,-145.0,fanatics,2025-12-24T00:00:17Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_assists,2.5,170.0,-235.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_assists,3.5,-122.0,-109.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_assists,3.5,112.0,-150.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_assists,3.5,101.0,-134.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_assists,1.5,-112.0,-120.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_assists,2.5,-170.0,127.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_assists,3.5,-136.0,103.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_assists,1.5,-115.0,-115.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_assists,3.5,-136.0,102.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_assists,3.5,112.0,-150.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_assists,7.5,-102.0,-130.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_points,5.5,-112.0,-120.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_points,8.5,-137.0,100.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_points,6.5,-108.0,-122.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_points,9.5,-110.0,-121.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_points,12.5,-122.0,-110.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_points,23.5,-114.0,-117.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_points,7.5,-127.0,-107.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_points,24.5,-109.0,-122.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_points,13.5,-115.0,-115.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_points,12.5,-132.0,100.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_points,16.5,-107.0,-124.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_points,7.5,-125.0,-107.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_points,28.5,-108.0,-127.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_points,6.5,-107.0,-125.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_rebounds,7.5,100.0,-130.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_rebounds,4.5,122.0,-162.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_rebounds,5.5,-105.0,-128.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_rebounds,3.5,-105.0,-128.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_rebounds,3.5,-108.0,-124.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_rebounds,7.5,-141.0,105.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Justin Edwards,player_rebounds,2.5,-120.0,-112.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_rebounds,7.5,112.0,-150.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_rebounds,7.5,-132.0,-102.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_rebounds,4.5,106.0,-141.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_rebounds,5.5,101.0,-134.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_rebounds,3.5,129.0,-173.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_rebounds,3.5,-154.0,116.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_rebounds,2.5,112.0,-165.0,williamhill_us,2025-12-24T00:00:34Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_assists,2.5,164.0,-217.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_assists,3.5,-120.0,-108.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_assists,3.5,112.0,-145.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_assists,3.5,-101.0,-128.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_assists,3.5,140.0,-185.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_assists,3.5,-143.0,110.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_assists,1.5,-130.0,100.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_assists,3.5,-143.0,110.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_assists,3.5,113.0,-147.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_assists,7.5,103.0,-133.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_points,5.5,-114.0,-114.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_points,8.5,-120.0,-108.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_points,6.5,102.0,-132.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_points,9.5,-110.0,-118.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_points,12.5,-125.0,-103.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_points,23.5,-114.0,-114.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_points,24.5,100.0,-130.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_points,13.5,-103.0,-125.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Noah Clowney,player_points,13.5,100.0,-130.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Paul George,player_points,16.5,-103.0,-125.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Terance Mann,player_points,7.5,-120.0,-108.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Tyrese Maxey,player_points,28.5,100.0,-130.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Ziaire Williams,player_points,6.5,100.0,-130.0,betonlineag,2025-12-24T00:00:36Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Andre Drummond,player_rebounds,7.5,-106.0,-122.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Danny Wolf,player_rebounds,4.5,120.0,-156.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Day'Ron Sharpe,player_rebounds,5.5,110.0,-143.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Egor Demin,player_rebounds,3.5,100.0,-130.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Jared McCain,player_rebounds,3.5,-101.0,-128.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Joel Embiid,player_rebounds,8.5,115.0,-149.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Michael Porter Jr,player_rebounds,7.5,110.0,-143.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
0022500410,2025-12-24T00:10:00Z,Philadelphia 76ers,Brooklyn Nets,Nicolas Claxton,player_rebounds,7.5,-125.0,-103.0,betonlineag,2025-12-23T23:59:14Z,0022500410.json
