game,date,timestamp_start,timestamp_end,n_ticks,incumbent_brier,market_brier,record_type,arm,nominal,cell,group_id,cluster_id,mean_probability,observed_frequency,mean_lo,mean_hi,covered
401703421,2024-12-03,2024-12-04T00:12:03Z,2024-12-04T04:36:03Z,265,0.031401857502536955,0.020227472641509432,paired_loss,,,,,,,,,,
401703422,2024-12-03,2024-12-04T00:37:03Z,2024-12-04T05:21:03Z,285,0.0171472971000359,0.012411824561403505,paired_loss,,,,,,,,,,
401703423,2024-12-03,2024-12-04T00:43:02Z,2024-12-04T05:16:03Z,274,0.03172125745258722,0.03563053193430656,paired_loss,,,,,,,,,,
401703424,2024-12-03,2024-12-04T01:11:03Z,2024-12-04T05:40:02Z,270,0.005904932707153437,0.0022277175925925923,paired_loss,,,,,,,,,,
401703425,2024-12-03,2024-12-04T01:42:03Z,2024-12-04T06:31:03Z,290,0.21370756828812826,0.17120382413793103,paired_loss,,,,,,,,,,
401703426,2024-12-03,2024-12-04T02:11:03Z,2024-12-04T06:41:03Z,271,0.01762146311742665,0.015375675276752767,paired_loss,,,,,,,,,,
401703427,2024-12-03,2024-12-04T03:07:03Z,2024-12-04T07:56:03Z,290,0.11513150087785227,0.1031185698275862,paired_loss,,,,,,,,,,
401703428,2024-12-03,2024-12-04T03:11:02Z,2024-12-04T07:46:02Z,276,0.07335444178180327,0.09480637771739131,paired_loss,,,,,,,,,,
401703429,2024-12-03,2024-12-04T03:41:02Z,2024-12-04T08:06:03Z,266,0.018809962040179918,0.012571500939849623,paired_loss,,,,,,,,,,
401704643,2024-10-25,2024-10-25T23:15:02Z,2024-10-26T08:03:02Z,529,2.2399359094188772e-10,0.005977175330812853,paired_loss,,,,,,,,,,
401704644,2024-10-25,2024-10-25T23:13:02Z,2024-10-26T07:08:02Z,476,0.27329822534940135,0.07490254359243698,paired_loss,,,,,,,,,,
401704645,2024-10-25,2024-10-25T23:42:02Z,2024-10-26T07:08:02Z,447,1.650917130477552e-05,0.015807884228187918,paired_loss,,,,,,,,,,
401704646,2024-10-25,2024-10-25T23:44:03Z,2024-10-26T07:08:02Z,445,9.555341919774116e-09,0.006229069662921348,paired_loss,,,,,,,,,,
401704647,2024-10-25,2024-10-25T23:44:03Z,2024-10-26T07:13:02Z,450,0.0021069431470710563,0.014519371111111115,paired_loss,,,,,,,,,,
401704648,2024-10-25,2024-10-26T00:12:03Z,2024-10-26T07:08:02Z,417,0.04355708068521835,0.06772887769784172,paired_loss,,,,,,,,,,
401704649,2024-10-25,2024-10-26T00:16:02Z,2024-10-26T07:08:02Z,413,0.2719224303364099,0.12794493341404356,paired_loss,,,,,,,,,,
401704651,2024-10-25,2024-10-26T02:15:03Z,2024-10-26T07:13:02Z,299,0.2710558947473405,0.15918451672240802,paired_loss,,,,,,,,,,
401704653,2024-10-26,2024-10-26T21:13:02Z,2024-10-27T01:58:02Z,286,0.3646389172269144,0.17973400437062936,paired_loss,,,,,,,,,,
401704654,2024-10-26,2024-10-26T23:14:02Z,2024-10-27T04:13:02Z,300,7.337464616897497e-08,0.021853630000000002,paired_loss,,,,,,,,,,
401704655,2024-10-26,2024-10-26T23:11:02Z,2024-10-27T04:08:02Z,298,1.1873097886240728e-11,0.02033073154362416,paired_loss,,,,,,,,,,
401704656,2024-10-26,2024-10-26T23:12:02Z,2024-10-27T04:08:02Z,297,5.111887670113097e-11,0.008971277777777778,paired_loss,,,,,,,,,,
401704657,2024-10-26,2024-10-27T00:14:02Z,2024-10-27T08:10:02Z,477,5.519177304757904e-11,0.004845817085953878,paired_loss,,,,,,,,,,
401704658,2024-10-26,2024-10-27T00:13:02Z,2024-10-27T08:15:02Z,483,0.05057594843129968,0.012435620600414081,paired_loss,,,,,,,,,,
401704659,2024-10-26,2024-10-27T00:15:02Z,2024-10-27T08:10:02Z,476,7.028544171466854e-11,0.0004436055672268908,paired_loss,,,,,,,,,,
401704661,2024-10-26,2024-10-27T02:14:02Z,2024-10-27T08:15:02Z,362,0.2503565316422406,0.06180384461325967,paired_loss,,,,,,,,,,
401704662,2024-10-26,2024-10-27T02:41:02Z,2024-10-27T08:15:02Z,335,0.22048118766885827,0.06100412462686567,paired_loss,,,,,,,,,,
401704663,2024-10-27,2024-10-27T19:45:02Z,2024-10-28T06:26:02Z,642,0.15971459483724226,0.12444579049844237,paired_loss,,,,,,,,,,
401704664,2024-10-27,2024-10-27T22:15:02Z,2024-10-28T06:26:02Z,492,0.18232466975801076,0.09525616717479674,paired_loss,,,,,,,,,,
401704666,2024-10-27,2024-10-27T23:11:02Z,2024-10-28T06:26:02Z,436,0.009386621625777263,0.01863403841743119,paired_loss,,,,,,,,,,
401704668,2024-10-28,2024-10-28T23:11:02Z,2024-10-29T04:05:02Z,295,0.11175409615447683,0.08929593813559321,paired_loss,,,,,,,,,,
401704670,2024-10-28,2024-10-28T23:41:02Z,2024-10-29T04:26:02Z,286,0.02753421535705723,0.03251067482517482,paired_loss,,,,,,,,,,
401704671,2024-10-28,2024-10-28T23:43:02Z,2024-10-29T04:30:03Z,288,0.017926612214696762,0.02528233159722222,paired_loss,,,,,,,,,,
401704672,2024-10-28,2024-10-28T23:42:02Z,2024-10-29T04:30:03Z,289,0.15814716583069865,0.17796842387543255,paired_loss,,,,,,,,,,
401704673,2024-10-28,2024-10-28T23:43:02Z,2024-10-29T04:46:02Z,304,0.06808286573670426,0.14003850082236843,paired_loss,,,,,,,,,,
401704674,2024-10-28,2024-10-29T00:11:02Z,2024-10-29T04:46:02Z,276,0.301885050029838,0.3048031086956522,paired_loss,,,,,,,,,,
401704677,2024-10-28,2024-10-29T02:11:02Z,2024-10-29T11:26:02Z,556,0.0836931598660086,0.062488540017985615,paired_loss,,,,,,,,,,
401704678,2024-10-28,2024-10-29T02:11:02Z,2024-10-29T10:32:03Z,502,0.0007592412274827972,0.0028631658366533867,paired_loss,,,,,,,,,,
401704679,2024-10-29,2024-10-29T23:42:03Z,2024-10-30T09:05:03Z,564,0.07164082026948901,0.07457275842198582,paired_loss,,,,,,,,,,
401704680,2024-10-29,2024-10-29T23:36:03Z,2024-10-30T07:45:02Z,490,0.056080175186739,0.07941705459183673,paired_loss,,,,,,,,,,
401704681,2024-10-29,2024-10-30T01:11:02Z,2024-10-30T07:50:03Z,400,0.005437255626402536,0.008692978125,paired_loss,,,,,,,,,,
401704682,2024-10-29,2024-10-30T02:06:03Z,2024-10-30T09:10:02Z,425,0.1184441132480803,0.10543805176470589,paired_loss,,,,,,,,,,
401704683,2024-10-30,2024-10-30T23:12:02Z,2024-10-31T04:01:02Z,290,0.03438551938056309,0.03336924655172414,paired_loss,,,,,,,,,,
401704684,2024-10-30,2024-10-30T23:12:02Z,2024-10-31T03:46:03Z,275,0.025502376757712476,0.010897046363636363,paired_loss,,,,,,,,,,
401704685,2024-10-30,2024-10-30T23:14:02Z,2024-10-31T04:11:02Z,298,0.17378703706884055,0.10237453355704698,paired_loss,,,,,,,,,,
401704686,2024-10-30,2024-10-30T23:12:02Z,2024-10-31T03:51:02Z,280,0.07810433533898148,0.08860301339285714,paired_loss,,,,,,,,,,
401704687,2024-10-30,2024-10-30T23:11:02Z,2024-10-31T04:01:02Z,291,0.25149734569573823,0.20264116666666668,paired_loss,,,,,,,,,,
401704688,2024-10-30,2024-10-30T23:43:03Z,2024-10-31T04:11:02Z,269,0.06962325165789617,0.11764842007434943,paired_loss,,,,,,,,,,
401704689,2024-10-30,2024-10-31T00:11:02Z,2024-10-31T05:01:02Z,291,0.2664640875185037,0.23644716408934707,paired_loss,,,,,,,,,,
401704690,2024-10-30,2024-10-31T00:12:03Z,2024-10-31T05:33:03Z,322,0.2015959290159808,0.17621836645962735,paired_loss,,,,,,,,,,
401704691,2024-10-30,2024-10-31T01:44:02Z,2024-10-31T16:56:02Z,913,0.0008645943727616232,0.000959710569550931,paired_loss,,,,,,,,,,
401704692,2024-10-30,2024-10-31T02:11:03Z,2024-10-31T06:43:03Z,273,0.06425468330682385,0.04053500824175825,paired_loss,,,,,,,,,,
401704693,2024-10-30,2024-10-31T02:41:03Z,2024-10-31T16:56:02Z,856,0.18983809315953287,0.0773701711448598,paired_loss,,,,,,,,,,
401704694,2024-10-31,2024-11-01T00:11:03Z,2024-11-01T04:51:02Z,281,0.13128018197793612,0.04726498665480427,paired_loss,,,,,,,,,,
401704695,2024-10-31,2024-11-01T00:42:02Z,2024-11-01T12:44:03Z,723,0.030275708233297158,0.024393709197787,paired_loss,,,,,,,,,,
401704696,2024-10-31,2024-11-01T01:12:02Z,2024-11-01T12:29:02Z,678,0.017820649350746457,0.03832338311209439,paired_loss,,,,,,,,,,
401704697,2024-10-31,2024-11-01T02:41:03Z,2024-11-01T12:34:03Z,594,0.03489902444280607,0.08457004503367004,paired_loss,,,,,,,,,,
401704698,2024-11-01,2024-11-01T23:11:03Z,2024-11-02T07:08:02Z,478,0.009084780152788886,0.006459495292887031,paired_loss,,,,,,,,,,
401704699,2024-11-01,2024-11-01T23:15:03Z,2024-11-02T07:08:02Z,474,0.0172843396709968,0.0022521998945147677,paired_loss,,,,,,,,,,
401704700,2024-11-01,2024-11-01T23:11:03Z,2024-11-02T07:08:02Z,478,0.006813749884857086,0.0014747285564853552,paired_loss,,,,,,,,,,
401704701,2024-11-01,2024-11-01T23:41:03Z,2024-11-02T14:04:03Z,864,0.007259829673207243,0.004860496527777778,paired_loss,,,,,,,,,,
401704702,2024-11-01,2024-11-01T23:42:02Z,2024-11-02T07:13:02Z,452,0.049163665167802184,0.030866009955752213,paired_loss,,,,,,,,,,
401704703,2024-11-01,2024-11-01T23:43:03Z,2024-11-02T07:03:02Z,441,0.006863233688901414,0.0014676564625850342,paired_loss,,,,,,,,,,
401704704,2024-11-01,2024-11-02T00:11:02Z,2024-11-02T07:08:02Z,418,0.10957863320776458,0.09835742703349283,paired_loss,,,,,,,,,,
401704705,2024-11-01,2024-11-02T01:44:02Z,2024-11-02T07:08:02Z,325,0.11496870218790839,0.08012955461538461,paired_loss,,,,,,,,,,
401704706,2024-11-01,2024-11-02T02:14:03Z,2024-11-02T07:13:02Z,300,0.013036848072121588,0.007821891666666666,paired_loss,,,,,,,,,,
401704707,2024-11-02,2024-11-02T22:11:03Z,2024-11-03T08:12:02Z,602,0.004338796767385924,0.001802914867109634,paired_loss,,,,,,,,,,
401704708,2024-11-02,2024-11-02T23:42:03Z,2024-11-03T04:23:03Z,282,0.0460488129280159,0.0729359175531915,paired_loss,,,,,,,,,,
401704709,2024-11-02,2024-11-02T23:43:02Z,2024-11-03T04:48:02Z,306,0.19133794980867874,0.1802406004901961,paired_loss,,,,,,,,,,
401704710,2024-11-02,2024-11-03T00:12:03Z,2024-11-03T05:34:02Z,323,0.030780258585541606,0.03226873993808049,paired_loss,,,,,,,,,,
401704711,2024-11-02,2024-11-03T00:12:03Z,2024-11-03T05:44:02Z,333,0.0734889441209199,0.12429593693693693,paired_loss,,,,,,,,,,
401704712,2024-11-02,2024-11-03T00:12:03Z,2024-11-03T08:08:02Z,477,0.0640171410844925,0.05602674266247381,paired_loss,,,,,,,,,,
401704713,2024-11-02,2024-11-03T01:46:03Z,2024-11-03T06:34:03Z,289,0.008250182156226337,0.004128115916955017,paired_loss,,,,,,,,,,
401704714,2024-11-02,2024-11-03T02:12:03Z,2024-11-03T08:18:02Z,367,0.024510494853588825,0.00332041076294278,paired_loss,,,,,,,,,,
401704715,2024-11-02,2024-11-03T02:11:02Z,2024-11-03T08:18:02Z,368,0.025091383543833633,0.009360783288043479,paired_loss,,,,,,,,,,
401704716,2024-11-02,2024-11-03T02:41:03Z,2024-11-03T07:08:02Z,268,0.05330806829793403,0.0801343712686567,paired_loss,,,,,,,,,,
401704717,2024-11-03,2024-11-03T20:42:03Z,2024-11-04T01:17:02Z,276,0.11218234264684676,0.15060765307971016,paired_loss,,,,,,,,,,
401704718,2024-11-03,2024-11-04T00:12:02Z,2024-11-04T04:53:02Z,282,0.020267086454604382,0.05896220921985817,paired_loss,,,,,,,,,,
401704719,2024-11-03,2024-11-04T00:41:02Z,2024-11-04T05:39:02Z,299,0.02561808295016417,0.010029658862876253,paired_loss,,,,,,,,,,
401704720,2024-11-04,2024-11-05T00:01:02Z,2024-11-05T05:36:02Z,336,0.05902893640861247,0.03612365773809524,paired_loss,,,,,,,,,,
401704721,2024-11-04,2024-11-05T00:16:02Z,2024-11-05T05:41:02Z,326,0.004115885352602004,0.0037759555214723923,paired_loss,,,,,,,,,,
401704722,2024-11-04,2024-11-05T00:32:02Z,2024-11-05T10:58:02Z,627,0.03558464355821692,0.033710588915470484,paired_loss,,,,,,,,,,
401704723,2024-11-04,2024-11-05T00:46:02Z,2024-11-05T11:04:02Z,619,0.0036184648403447773,0.002414086833602585,paired_loss,,,,,,,,,,
401704724,2024-11-04,2024-11-05T01:02:02Z,2024-11-05T11:04:02Z,603,0.07565703995789942,0.07169091666666666,paired_loss,,,,,,,,,,
401704725,2024-11-04,2024-11-05T01:17:02Z,2024-11-05T11:04:02Z,588,0.07369743674397368,0.08634333673469388,paired_loss,,,,,,,,,,
401704778,2024-11-11,2024-11-12T01:11:02Z,2024-11-12T05:38:02Z,268,0.030535683172927708,0.03467774160447761,paired_loss,,,,,,,,,,
401704779,2024-11-11,2024-11-12T01:12:02Z,2024-11-12T05:52:02Z,281,0.01947805608361657,0.006656158362989324,paired_loss,,,,,,,,,,
401704780,2024-11-11,2024-11-12T01:11:02Z,2024-11-12T05:57:02Z,287,0.11224874531630172,0.13833374912891985,paired_loss,,,,,,,,,,
401704781,2024-11-11,2024-11-12T01:12:02Z,2024-11-12T06:08:03Z,297,0.03315161801740272,0.018954904040404043,paired_loss,,,,,,,,,,
401704782,2024-11-11,2024-11-12T01:11:02Z,2024-11-12T05:38:02Z,268,0.09821330293939841,0.08244611753731342,paired_loss,,,,,,,,,,
401704783,2024-11-13,2024-11-14T00:11:02Z,2024-11-14T04:25:02Z,255,0.18065094658911973,0.14820205980392157,paired_loss,,,,,,,,,,
401704784,2024-11-13,2024-11-14T00:42:03Z,2024-11-14T04:54:02Z,253,0.014924398831585436,0.022391608695652175,paired_loss,,,,,,,,,,
401704785,2024-11-13,2024-11-14T00:42:03Z,2024-11-14T05:04:02Z,263,0.12971376520562708,0.14536998098859313,paired_loss,,,,,,,,,,
401704786,2024-11-13,2024-11-14T00:41:02Z,2024-11-14T04:45:03Z,245,0.021451232409249375,0.03460053775510204,paired_loss,,,,,,,,,,
401704787,2024-11-13,2024-11-14T00:44:03Z,2024-11-14T05:04:02Z,261,0.01647339825085073,0.008038968390804598,paired_loss,,,,,,,,,,
401704788,2024-11-13,2024-11-14T01:12:03Z,2024-11-14T05:29:03Z,258,0.06503887716344628,0.04541422286821705,paired_loss,,,,,,,,,,
401704789,2024-11-13,2024-11-14T01:11:03Z,2024-11-14T05:58:03Z,288,0.18027399623647844,0.15065271180555556,paired_loss,,,,,,,,,,
401704790,2024-11-13,2024-11-14T01:11:03Z,2024-11-14T05:43:02Z,273,0.031060890194465934,0.015311548534798537,paired_loss,,,,,,,,,,
401704791,2024-11-13,2024-11-14T03:14:03Z,2024-11-14T07:54:03Z,281,0.09328996822474302,0.04594896886120997,paired_loss,,,,,,,,,,
401704792,2024-11-13,2024-11-14T03:12:03Z,2024-11-14T07:29:02Z,258,0.27274950039221646,0.2613950813953487,paired_loss,,,,,,,,,,
401704793,2024-11-13,2024-11-14T03:11:03Z,2024-11-14T07:19:02Z,249,0.04127741078156587,0.019351396586345385,paired_loss,,,,,,,,,,
401704794,2024-11-14,2024-11-15T02:11:02Z,2024-11-15T06:32:03Z,262,0.18012134947987027,0.2206263034351145,paired_loss,,,,,,,,,,
401704795,2024-11-16,2024-11-16T20:11:02Z,2024-11-17T01:11:03Z,301,0.19417663513137887,0.18207309053156145,paired_loss,,,,,,,,,,
401704796,2024-11-16,2024-11-17T01:12:03Z,2024-11-17T05:44:03Z,273,0.040658216871941946,0.02695523717948718,paired_loss,,,,,,,,,,
401704797,2024-11-16,2024-11-17T01:11:03Z,2024-11-17T05:30:03Z,260,0.07639514042477873,0.07251403173076924,paired_loss,,,,,,,,,,
401704798,2024-11-16,2024-11-17T01:41:03Z,2024-11-17T05:54:03Z,254,0.02620745899589384,0.008880034448818897,paired_loss,,,,,,,,,,
401704799,2024-11-16,2024-11-17T03:11:02Z,2024-11-17T07:53:02Z,283,0.13740454368348634,0.08904763957597174,paired_loss,,,,,,,,,,
401704800,2024-11-17,2024-11-17T20:43:03Z,2024-11-18T01:09:02Z,267,0.21464317631594515,0.15963114138576778,paired_loss,,,,,,,,,,
401704801,2024-11-17,2024-11-17T22:12:02Z,2024-11-18T02:35:03Z,264,0.040202797707322026,0.0382690615530303,paired_loss,,,,,,,,,,
401704802,2024-11-17,2024-11-17T23:12:03Z,2024-11-18T03:35:02Z,264,0.01669016545865805,0.005636111742424242,paired_loss,,,,,,,,,,
401704803,2024-11-17,2024-11-17T23:11:03Z,2024-11-18T03:25:03Z,255,0.02150045024177022,0.013959700000000002,paired_loss,,,,,,,,,,
401704804,2024-11-17,2024-11-17T23:11:03Z,2024-11-18T03:29:02Z,259,0.03037147584541263,0.022475905405405408,paired_loss,,,,,,,,,,
401704805,2024-11-17,2024-11-17T23:12:03Z,2024-11-18T03:50:02Z,279,0.21647589734712902,0.22608961469534047,paired_loss,,,,,,,,,,
401704806,2024-11-17,2024-11-18T00:13:02Z,2024-11-18T04:38:03Z,266,0.02110960637999978,0.012238965225563909,paired_loss,,,,,,,,,,
401704807,2024-11-17,2024-11-18T00:11:03Z,2024-11-18T04:25:03Z,255,0.026640465850305915,0.02274576274509804,paired_loss,,,,,,,,,,
401704808,2024-11-17,2024-11-18T00:11:03Z,2024-11-18T04:48:03Z,278,0.09413696171522687,0.12380254586330938,paired_loss,,,,,,,,,,
401704809,2024-11-17,2024-11-18T02:11:03Z,2024-11-18T06:17:02Z,247,0.011397506375446646,0.0028705475708502024,paired_loss,,,,,,,,,,
401704810,2024-11-18,2024-11-19T00:13:03Z,2024-11-19T04:24:02Z,252,0.08059585216421791,0.08639139583333331,paired_loss,,,,,,,,,,
401704811,2024-11-18,2024-11-19T00:43:02Z,2024-11-19T04:59:03Z,257,0.10525347935969558,0.10421925,paired_loss,,,,,,,,,,
401704812,2024-11-18,2024-11-19T00:42:03Z,2024-11-19T04:54:03Z,253,0.003783051678014469,0.0011273646245059294,paired_loss,,,,,,,,,,
401704813,2024-11-18,2024-11-19T00:43:02Z,2024-11-19T05:09:03Z,267,0.06227265047077025,0.05568169101123596,paired_loss,,,,,,,,,,
401704814,2024-11-18,2024-11-19T01:11:02Z,2024-11-19T05:38:03Z,268,0.12643552580885703,0.09965609328358208,paired_loss,,,,,,,,,,
401704815,2024-11-18,2024-11-19T02:11:03Z,2024-11-19T06:40:03Z,270,0.025459895756529124,0.023672444444444447,paired_loss,,,,,,,,,,
401704816,2024-11-18,2024-11-19T03:11:03Z,2024-11-19T07:30:03Z,260,0.18785550048729185,0.17844293365384617,paired_loss,,,,,,,,,,
401704817,2024-11-18,2024-11-19T03:41:02Z,2024-11-19T07:56:03Z,256,0.09021434939977434,0.09496173828125,paired_loss,,,,,,,,,,
401704818,2024-11-20,2024-11-21T00:42:02Z,2024-11-21T04:47:03Z,246,0.004962056856499915,0.0011484593495934958,paired_loss,,,,,,,,,,
401704819,2024-11-20,2024-11-21T00:44:02Z,2024-11-21T05:13:03Z,270,0.01684997500860252,0.011673385185185185,paired_loss,,,,,,,,,,
401704820,2024-11-20,2024-11-21T01:11:03Z,2024-11-21T05:33:03Z,263,0.03583986196203735,0.02613462642585551,paired_loss,,,,,,,,,,
401704821,2024-11-20,2024-11-21T01:11:03Z,2024-11-21T05:38:02Z,268,0.07057455523527272,0.0858770662313433,paired_loss,,,,,,,,,,
401704822,2024-11-20,2024-11-21T01:12:03Z,2024-11-21T05:33:03Z,262,0.017923824699063593,0.016683382633587786,paired_loss,,,,,,,,,,
401704823,2024-11-20,2024-11-21T03:14:02Z,2024-11-21T08:14:03Z,301,0.015413182759296554,0.007623799833887045,paired_loss,,,,,,,,,,
401704824,2024-11-20,2024-11-21T03:12:03Z,2024-11-21T07:24:03Z,253,0.010198464873362468,0.003925057312252964,paired_loss,,,,,,,,,,
401704825,2024-11-20,2024-11-21T03:41:02Z,2024-11-21T08:04:02Z,264,0.07858689423893381,0.08687695549242423,paired_loss,,,,,,,,,,
401704826,2024-11-21,2024-11-22T00:11:03Z,2024-11-22T05:02:03Z,292,0.08335738465010081,0.08183335359589042,paired_loss,,,,,,,,,,
401704827,2024-11-21,2024-11-22T00:43:03Z,2024-11-22T05:13:02Z,271,0.21208533951812683,0.2322226254612546,paired_loss,,,,,,,,,,
401704828,2024-11-21,2024-11-22T01:11:03Z,2024-11-22T05:45:03Z,275,0.21669628007488095,0.22346466727272724,paired_loss,,,,,,,,,,
401704829,2024-11-21,2024-11-22T03:41:03Z,2024-11-22T08:06:03Z,266,0.29092760452276095,0.27798705263157897,paired_loss,,,,,,,,,,
401704830,2024-11-23,2024-11-23T22:12:03Z,2024-11-24T02:30:03Z,259,0.07442901126132163,0.10276910714285713,paired_loss,,,,,,,,,,
401704831,2024-11-23,2024-11-24T00:11:02Z,2024-11-24T04:29:02Z,259,0.019104832287502184,0.014090356177606175,paired_loss,,,,,,,,,,
401704832,2024-11-23,2024-11-24T01:11:03Z,2024-11-24T05:25:03Z,255,0.043957940299320084,0.02868280196078431,paired_loss,,,,,,,,,,
401704833,2024-11-23,2024-11-24T01:11:03Z,2024-11-24T05:45:03Z,275,0.24396387847738818,0.24713365909090906,paired_loss,,,,,,,,,,
401704834,2024-11-23,2024-11-24T01:12:03Z,2024-11-24T05:40:02Z,269,0.02025306559517451,0.017005565055762086,paired_loss,,,,,,,,,,
401704835,2024-11-23,2024-11-24T01:41:03Z,2024-11-24T05:55:03Z,255,0.2683643980390095,0.29719404509803915,paired_loss,,,,,,,,,,
401704836,2024-11-23,2024-11-24T03:42:02Z,2024-11-24T07:54:03Z,253,0.13090192161189462,0.12380867984189724,paired_loss,,,,,,,,,,
