cluster_date,row_index,game_id,ts,forecast_samples_json,n_train,cold_start,archived_crps,route_crps,delta_crps,archived_pinball_q10,route_pinball_q10,delta_pinball_q10,archived_pinball_q50,route_pinball_q50,delta_pinball_q50,archived_pinball_q90,route_pinball_q90,delta_pinball_q90
2022-05-09,52,mlb-prop-52,2022-05-09T12:00:00,"[1.0,0.0,0.0]",2979,0,0.4444444444444444,0.4444444444444444,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-10,53,mlb-prop-53,2022-05-10T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0]",2978,0,1.510204081632653,1.510204081632653,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-10,54,mlb-prop-54,2022-05-10T12:00:00,"[1.0,0.0,0.0,2.0]",2978,0,0.3125,0.3125,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-10,55,mlb-prop-55,2022-05-10T12:00:00,"[0.0,0.0,0.0,0.0]",2978,0,2.0,2.0,0.0,0.2,0.2,0.0,1.0,1.0,0.0,1.8,1.8,0.0
2022-05-10,56,mlb-prop-56,2022-05-10T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0]",2978,0,2.0578512396694215,2.0578512396694215,0.0,0.30000000000000004,0.30000000000000004,0.0,1.5,1.5,0.0,0.9,0.9,0.0
2022-05-11,57,mlb-prop-57,2022-05-11T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",2975,0,0.22999999999999998,0.22999999999999998,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-11,58,mlb-prop-58,2022-05-11T12:00:00,"[1.0,0.0,0.0,2.0]",2975,0,0.8125,0.8125,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-11,59,mlb-prop-59,2022-05-11T12:00:00,"[0.0,0.0,0.0,0.0,2.0]",2975,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,60,mlb-prop-60,2022-05-11T12:00:00,"[0.0,2.0]",2975,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,61,mlb-prop-61,2022-05-11T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",2975,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-11,62,mlb-prop-62,2022-05-11T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0]",2975,0,0.453125,0.453125,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-12,63,mlb-prop-63,2022-05-12T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",2974,0,0.609375,0.609375,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-12,64,mlb-prop-64,2022-05-12T12:00:00,"[0.0,2.0]",2974,0,0.5,0.5,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-12,65,mlb-prop-65,2022-05-12T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",2974,0,0.8888888888888888,0.8888888888888888,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-13,66,mlb-prop-66,2022-05-13T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",2973,0,1.359375,1.359375,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-13,67,mlb-prop-67,2022-05-13T12:00:00,"[1.0,0.0,0.0,2.0,1.0]",2973,0,0.19999999999999996,0.19999999999999996,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-13,68,mlb-prop-68,2022-05-13T12:00:00,"[0.0,2.0]",2973,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-13,69,mlb-prop-69,2022-05-13T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",2973,0,0.24691358024691357,0.24691358024691357,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-14,70,mlb-prop-70,2022-05-14T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",2972,0,1.23,1.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-14,71,mlb-prop-71,2022-05-14T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",2972,0,0.5185185185185186,0.5185185185185186,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-14,72,mlb-prop-72,2022-05-14T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0]",2972,0,0.47222222222222227,0.47222222222222227,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-14,73,mlb-prop-73,2022-05-14T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0]",2972,0,0.16326530612244894,0.16326530612244894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-14,74,mlb-prop-74,2022-05-14T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",2972,0,0.24691358024691357,0.24691358024691357,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-15,75,mlb-prop-75,2022-05-15T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",2974,0,0.5185185185185186,0.5185185185185186,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-15,76,mlb-prop-76,2022-05-15T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0]",2974,0,0.16326530612244894,0.16326530612244894,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-15,77,mlb-prop-77,2022-05-15T12:00:00,"[0.0,2.0,0.0]",2974,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-15,78,mlb-prop-78,2022-05-15T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0]",2974,0,0.2602040816326531,0.2602040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-16,79,mlb-prop-79,2022-05-16T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",2975,0,1.28099173553719,1.28099173553719,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-16,80,mlb-prop-80,2022-05-16T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0]",2975,0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-17,81,mlb-prop-81,2022-05-17T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",2976,0,0.6446280991735537,0.6446280991735537,0.0,0.30000000000000004,0.30000000000000004,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-17,82,mlb-prop-82,2022-05-17T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",2976,0,0.38842975206611574,0.38842975206611574,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-17,83,mlb-prop-83,2022-05-17T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",2976,0,0.38842975206611574,0.38842975206611574,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-17,84,mlb-prop-84,2022-05-17T12:00:00,"[0.0,2.0,0.0,2.0,0.0]",2976,0,0.32000000000000006,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-17,85,mlb-prop-85,2022-05-17T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0]",2976,0,0.3305785123966942,0.3305785123966942,0.0,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2022-05-18,86,mlb-prop-86,2022-05-18T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0]",2978,0,1.0763888888888888,1.0763888888888888,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-18,87,mlb-prop-87,2022-05-18T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0]",2978,0,0.32638888888888884,0.32638888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-18,88,mlb-prop-88,2022-05-18T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0]",2978,0,0.49382716049382713,0.49382716049382713,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-18,89,mlb-prop-89,2022-05-18T12:00:00,"[0.0,2.0,0.0,2.0,0.0]",2978,0,0.52,0.52,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-19,90,mlb-prop-90,2022-05-19T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0]",2978,0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-19,91,mlb-prop-91,2022-05-19T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",2978,0,0.20138888888888895,0.20138888888888895,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-20,92,mlb-prop-92,2022-05-20T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0]",2977,0,0.2781065088757396,0.2781065088757396,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-20,93,mlb-prop-93,2022-05-20T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",2977,0,0.53,0.53,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-20,94,mlb-prop-94,2022-05-20T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",2977,0,0.20138888888888895,0.20138888888888895,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,95,mlb-prop-95,2022-05-21T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0]",2977,0,0.29591836734693877,0.29591836734693877,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,96,mlb-prop-96,2022-05-21T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0]",2977,0,0.2088888888888888,0.2088888888888888,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-21,97,mlb-prop-97,2022-05-21T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",2977,0,0.53,0.53,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-22,98,mlb-prop-98,2022-05-22T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0]",2978,0,1.734375,1.734375,0.0,0.30000000000000004,0.30000000000000004,0.0,1.0,1.0,0.0,0.9,0.9,0.0
2022-05-22,99,mlb-prop-99,2022-05-22T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0]",2978,0,0.16528925619834706,0.16528925619834706,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-22,100,mlb-prop-100,2022-05-22T12:00:00,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0]",2978,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-22,101,mlb-prop-101,2022-05-22T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0]",2978,0,0.453125,0.453125,0.0,0.1,0.1,0.0,0.5,0.5,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-23,102,mlb-prop-102,2022-05-23T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",2978,0,0.16049382716049387,0.16049382716049387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-23,103,mlb-prop-103,2022-05-23T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",2978,0,0.78515625,0.78515625,0.0,0.2,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-05-23,104,mlb-prop-104,2022-05-23T12:00:00,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0]",2978,0,0.20408163265306117,0.20408163265306117,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-24,105,mlb-prop-105,2022-05-24T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0]",2978,0,0.8800000000000001,0.8800000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.29999999999999993,0.29999999999999993,0.0
2022-05-24,106,mlb-prop-106,2022-05-24T12:00:00,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0]",2978,0,0.38408304498269896,0.38408304498269896,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,107,mlb-prop-107,2022-05-24T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0]",2978,0,0.3680555555555556,0.3680555555555556,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,108,mlb-prop-108,2022-05-24T12:00:00,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",2978,0,0.16049382716049387,0.16049382716049387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-24,109,mlb-prop-109,2022-05-24T12:00:00,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",2978,0,0.28515625,0.28515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
2022-05-25,110,mlb-prop-110,2022-05-25T12:00:00,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0]",2975,0,0.3046875,0.3046875,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
2022-05-25,111,mlb-prop-111,2022-05-25T12:00:00,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0]",2975,0,0.3136094674556213,0.3136094674556213,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.19999999999999996,0.19999999999999996,0.0
