step_index,track_id,frame_gap,image_displacement_px,court_displacement_ft,speed_ft_per_s,implausible,secant_scale_ft_per_px,midpoint_foot_y_px,before_source_frame,before_foot_x_px,before_foot_y_px,before_court_x_ft,before_court_y_ft,after_source_frame,after_foot_x_px,after_foot_y_px,after_court_x_ft,after_court_y_ft
10,1,1,0.75,0.018854446485843328,0.5656333945752998,False,0.025139261981124438,862.5,19600,1137.75,862.5,35.003578186035156,24.859264373779297,19601,1138.5,862.5,35.02236557006836,24.857675552368164
11,5,1,2.6516504294495533,0.08789578205780757,2.6368734617342273,False,0.03314757521641099,616.3125,19600,1560.375,616.5,50.735694885253906,11.083470344543457,19601,1563.0,616.125,50.81902313232422,11.05550479888916
12,6,1,30.759144981614817,1.3828236920579766,41.4847107617393,True,0.044956506199522454,847.875,19600,769.5,832.5,26.167909622192383,24.552471160888672,19601,770.25,863.25,25.924631118774414,25.913726806640625
13,7,1,0.375,0.008962873953621203,0.2688862186086361,False,0.02390099720965654,868.5,19600,631.125,868.5,22.430814743041992,26.530271530151367,19601,631.5,868.5,22.43975257873535,26.52960205078125
14,8,1,2.25,0.11030347687183537,3.309104306155061,False,0.049023767498593496,792.375,19600,915.0,791.25,30.28681182861328,22.23200225830078,19601,915.0,793.5,30.261463165283203,22.339353561401367
15,4,1,7.648529270389178,0.21285676315203128,6.385702894560938,False,0.0278297638182668,556.5,19600,939.0,557.25,34.05153274536133,9.301466941833496,19601,931.5,555.75,33.851112365722656,9.229775428771973
16,3,1,1.5,0.03925709015029857,1.177712704508957,False,0.026171393433532378,756.0,19601,1362.0,756.0,42.348026275634766,19.248790740966797,19602,1363.5,756.0,42.387142181396484,19.245464324951172
17,1,1,1.6770509831248424,0.05922873235972037,1.7768619707916111,False,0.035317192473993675,862.125,19601,1138.5,862.5,35.02236557006836,24.857675552368164,19602,1140.0,861.75,35.06904602050781,24.82122039794922
18,2,1,3.023346655611956,0.10771022145449886,3.231306643634966,False,0.03562615661507636,806.25,19601,376.875,805.5,16.272687911987305,24.440895080566406,19602,374.25,807.0,16.197696685791016,24.518211364746094
19,8,1,6.046693311223912,0.17185693208028927,5.155707962408678,False,0.02842163861052574,793.875,19601,915.0,793.5,30.261463165283203,22.339353561401367,19602,909.0,794.25,30.09807014465332,22.392621994018555
20,6,1,1.5,0.03657715247352434,1.0973145742057302,False,0.024384768315682894,863.25,19601,770.25,863.25,25.924631118774414,25.913726806640625,19602,771.75,863.25,25.961023330688477,25.910053253173828
21,7,1,0.375,0.010513129357408488,0.3153938807222546,False,0.028035011619755967,868.5,19601,631.5,868.5,22.43975257873535,26.52960205078125,19602,631.125,868.5,22.42934799194336,26.531108856201172
22,5,1,0.375,0.024044269892449847,0.7213280967734954,False,0.06411805304653292,616.3125,19601,1563.0,616.125,50.81902313232422,11.05550479888916,19602,1563.0,616.5,50.81121826171875,11.0782470703125
23,4,1,7.5374067158406675,0.21452931410455175,6.435879423136552,False,0.028461952789902583,555.375,19601,931.5,555.75,33.851112365722656,9.229775428771973,19602,924.0,555.0,33.638099670410156,9.20431137084961
24,9,3,3.75,0.29558458353186495,2.9558458353186494,False,0.07882255560849732,483.375,19599,1674.0,481.5,57.97417068481445,1.9550970792770386,19602,1674.0,485.25,57.856468200683594,2.22623610496521
25,3,1,4.5,0.11800623877930339,3.5401871633791018,False,0.026223608617622976,756.0,19602,1363.5,756.0,42.387142181396484,19.245464324951172,19603,1368.0,756.0,42.50467300415039,19.234882354736328
26,1,1,1.0606601717798212,0.03324018788096654,0.9972056364289962,False,0.031339149678061784,862.125,19602,1140.0,861.75,35.06904602050781,24.82122039794922,19603,1140.75,862.5,35.07728958129883,24.853422164916992
27,2,1,3.181980515339464,0.13094149967928184,3.928244990378455,False,0.04115094327198059,808.125,19602,374.25,807.0,16.197696685791016,24.518211364746094,19603,372.0,809.25,16.130353927612305,24.630508422851562
28,8,1,4.802343178074636,0.22226958343399814,6.668087503019944,False,0.04628356933106784,796.125,19602,909.0,794.25,30.09807014465332,22.392621994018555,19603,906.0,798.0,29.978710174560547,22.580123901367188
29,6,1,2.4375,0.09672774198084676,2.9018322594254027,False,0.039683176197270464,864.375,19602,771.75,863.25,25.961023330688477,25.910053253173828,19603,772.6875,865.5,25.964574813842773,26.006715774536133
30,7,1,0.375,0.008261218394366988,0.24783655183100964,False,0.022029915718311966,868.5,19602,631.125,868.5,22.42934799194336,26.531108856201172,19603,631.5,868.5,22.43760108947754,26.531475067138672
31,5,1,8.657547285461396,0.5702148293630996,17.10644488089299,False,0.06586332255102556,620.625,19602,1563.0,616.5,50.81121826171875,11.0782470703125,19603,1560.375,624.75,50.53199005126953,11.57541561126709
32,4,1,17.827296486007068,1.1734538157285541,35.203614471856625,False,0.06582343075124245,563.625,19602,924.0,555.0,33.638099670410156,9.20431137084961,19603,919.5,572.25,33.24327087402344,10.309347152709961
33,9,1,0.75,0.05530357757638814,1.6591073272916441,False,0.07373810343518418,485.625,19602,1674.0,485.25,57.856468200683594,2.22623610496521,19603,1674.0,486.0,57.840484619140625,2.279179573059082
34,3,1,2.704163456597992,0.10952148529444748,3.2856445588334244,False,0.04050105958913904,757.125,19603,1368.0,756.0,42.50467300415039,19.234882354736328,19604,1369.5,758.25,42.5015869140625,19.3443603515625
35,1,1,0.75,0.01858489344794426,0.5575468034383277,False,0.024779857930592345,862.5,19603,1140.75,862.5,35.07728958129883,24.853422164916992,19604,1141.5,862.5,35.095821380615234,24.852018356323242
36,2,1,4.5155979670471105,0.17707331868117338,5.312199560435201,False,0.03921370325112603,810.75,19603,372.0,809.25,16.130353927612305,24.630508422851562,19604,368.625,812.25,16.032503128051758,24.77808952331543
37,8,1,2.25,0.1095233405330778,3.285700215992334,False,0.048677040236923465,799.125,19603,906.0,798.0,29.978710174560547,22.580123901367188,19604,906.0,800.25,29.95356559753418,22.686721801757812
38,4,1,24.186773244895647,1.5481297945951573,46.443893837854716,True,0.06400728939408538,584.25,19603,919.5,572.25,33.24327087402344,10.309347152709961,19604,916.5,596.25,32.80338668823242,11.793667793273926
39,6,1,1.602000702247037,0.06380975743232231,1.9142927229696693,False,0.039831291798324384,866.25,19603,772.6875,865.5,25.964574813842773,26.006715774536133,19604,773.25,867.0,25.96575164794922,26.070514678955078
40,5,1,0.8385254915624212,0.04134496243217926,1.2403488729653778,False,0.049306744813614856,624.375,19603,1560.375,624.75,50.53199005126953,11.57541561126709,19604,1560.0,624.0,50.54095458984375,11.535054206848145
41,7,1,0.375,0.008932402209211562,0.26797206627634684,False,0.023819739224564165,868.5,19603,631.5,868.5,22.43760108947754,26.531475067138672,19604,631.875,868.5,22.446487426757812,26.530569076538086
42,9,1,0.0,0.0031304606841998876,0.09391382052599663,False,,486.0,19603,1674.0,486.0,57.840484619140625,2.279179573059082,19604,1674.0,486.0,57.84209442138672,2.2818644046783447
43,3,1,0.75,0.04011592401173384,1.2034777203520153,False,0.05348789868231179,757.875,19604,1369.5,758.25,42.5015869140625,19.3443603515625,19605,1369.5,757.5,42.517330169677734,19.307462692260742
44,1,1,1.5,0.037582764767018516,1.1274829430105555,False,0.025055176511345676,862.5,19604,1141.5,862.5,35.095821380615234,24.852018356323242,19605,1143.0,862.5,35.13323974609375,24.848506927490234
45,4,1,17.827296486007068,1.0482477585682686,31.447432757048055,False,0.05880015286619904,587.625,19604,916.5,596.25,32.80338668823242,11.793667793273926,19605,912.0,579.0,32.9227180480957,10.75223445892334
46,2,1,5.303300858899107,0.14857483881019592,4.457245164305878,False,0.028015540276370075,812.625,19604,368.625,812.25,16.032503128051758,24.77808952331543,19605,363.375,813.0,15.892961502075195,24.829105377197266
47,8,1,3.824264635194589,0.1884921037124782,5.654763111374346,False,0.04928845717887596,802.125,19604,906.0,800.25,29.95356559753418,22.686721801757812,19605,905.25,804.0,29.89342498779297,22.8653621673584
48,7,1,0.8385254915624212,0.0327099123171926,0.981297369515778,False,0.03900884665562683,868.875,19604,631.875,868.5,22.446487426757812,26.530569076538086,19605,632.25,869.25,22.450544357299805,26.563026428222656
49,6,1,0.9375,0.02312317986089724,0.6936953958269172,False,0.024664725184957055,867.0,19604,773.25,867.0,25.96575164794922,26.070514678955078,19605,774.1875,867.0,25.988819122314453,26.068910598754883
50,5,1,1.1858541225631423,0.06961089098850796,2.088326729655239,False,0.05870105746063336,623.4375,19604,1560.0,624.0,50.54095458984375,11.535054206848145,19605,1559.625,622.875,50.56330108642578,11.469127655029297
51,9,1,0.0,0.00902137111581887,0.2706411334745661,False,,486.0,19604,1674.0,486.0,57.84209442138672,2.2818644046783447,19605,1674.0,486.0,57.850345611572266,2.278217077255249
52,3,1,4.743416490252569,0.16830311435968467,5.04909343079054,False,0.03548141191175965,756.75,19605,1369.5,757.5,42.517330169677734,19.307462692260742,19606,1374.0,756.0,42.66218948364258,19.221778869628906
53,1,1,1.0606601717798212,0.044659870947885316,1.3397961284365594,False,0.042105730125554394,862.125,19605,1143.0,862.5,35.13323974609375,24.848506927490234,19606,1143.75,861.75,35.16187286376953,24.814233779907227
54,2,1,1.8466608378367697,0.0617388553188794,1.852165659566382,False,0.03343269866014055,813.375,19605,363.375,813.0,15.892961502075195,24.829105377197266,19606,361.6875,813.75,15.845396041870117,24.868465423583984
55,8,1,0.75,0.019827051882237937,0.5948115564671381,False,0.02643606917631725,804.0,19605,905.25,804.0,29.89342498779297,22.8653621673584,19606,904.5,804.0,29.873828887939453,22.868379592895508
56,4,1,10.738365797457265,0.6885301175682105,20.655903527046313,False,0.06411870582125703,584.25,19605,912.0,579.0,32.9227180480957,10.75223445892334,19606,909.75,589.5,32.703609466552734,11.4049711227417
57,7,1,0.8385254915624212,0.03159577812228487,0.947873343668546,False,0.037680164097829136,868.875,19605,632.25,869.25,22.450544357299805,26.563026428222656,19606,631.875,868.5,22.445466995239258,26.531841278076172
58,5,1,0.5303300858899106,0.03001678819764654,0.9005036459293962,False,0.05660019862398986,622.6875,19605,1559.625,622.875,50.56330108642578,11.469127655029297,19606,1560.0,622.5,50.584815979003906,11.448196411132812
59,6,1,0.0,0.00041358250392374937,0.012407475117712482,False,,867.0,19605,774.1875,867.0,25.988819122314453,26.068910598754883,19606,774.1875,867.0,25.988508224487305,26.069183349609375
60,9,1,1029.269188550789,34.62135792404038,1038.6407377212115,True,0.03363683505651933,546.0,19605,1674.0,486.0,57.850345611572266,2.278217077255249,19606,651.75,606.0,24.990589141845703,13.181190490722656
61,3,1,4.038873605350878,0.09566646385849152,2.869993915754746,False,0.02368642181120706,756.75,19606,1374.0,756.0,42.66218948364258,19.221778869628906,19607,1377.75,757.5,42.732479095458984,19.28667449951172
62,1,1,1.0606601717798212,0.04564553977017055,1.3693661931051166,False,0.04303502760321046,862.125,19606,1143.75,861.75,35.16187286376953,24.814233779907227,19607,1143.0,862.5,35.13347244262695,24.84996795654297
63,4,1,32.19981560506209,1.9260883605015373,57.78265081504612,True,0.05981675125489661,573.9375,19606,909.75,589.5,32.703609466552734,11.4049711227417,19607,901.5,558.375,32.91363525390625,9.490367889404297
64,8,1,1.0606601717798212,0.03548677449665332,1.0646032348995997,False,0.03345725185202853,804.375,19606,904.5,804.0,29.873828887939453,22.868379592895508,19607,905.25,804.75,29.884212493896484,22.902313232421875
65,2,1,2.2577989835235552,0.10340981186493438,3.102294355948031,False,0.045801159722178394,814.875,19606,361.6875,813.75,15.845396041870117,24.868465423583984,19607,361.875,816.0,15.841706275939941,24.97180938720703
66,7,1,0.375,0.008341332784331357,0.2502399835299407,False,0.022243554091550283,868.5,19606,631.875,868.5,22.445466995239258,26.531841278076172,19607,632.25,868.5,22.453805923461914,26.531641006469727
67,5,1,6.408002808988148,0.27463284749142824,8.238985424742847,False,0.042857791370848976,621.375,19606,1560.0,622.5,50.584815979003906,11.448196411132812,19607,1566.0,620.25,50.81418991088867,11.297163963317871
68,6,1,0.1875,0.00549708134001532,0.1649124402004596,False,0.029317767146748372,867.0,19606,774.1875,867.0,25.988508224487305,26.069183349609375,19607,774.0,867.0,25.983177185058594,26.070524215698242
69,9,1,6.375,0.20878841203585757,6.263652361075727,False,0.03275112345660511,607.5,19606,651.75,606.0,24.990589141845703,13.181190490722656,19607,657.375,609.0,25.12360191345215,13.34212589263916
70,10,1,0.375,0.03822677268101725,1.1468031804305174,False,0.10193806048271266,485.8125,19606,1672.5,486.0,57.808738708496094,2.284125566482544,19607,1672.5,485.625,57.83085632324219,2.2529470920562744
71,1,1,0.75,0.03467807640267494,1.040342292080248,False,0.04623743520356658,862.125,19607,1143.0,862.5,35.13347244262695,24.84996795654297,19608,1143.0,861.75,35.14384460449219,24.816877365112305
72,3,1,4.562071897723665,0.10571133373470769,3.1713400120412305,False,0.023171781616912798,757.875,19607,1377.75,757.5,42.732479095458984,19.28667449951172,19608,1382.25,758.25,42.83536148071289,19.31096649169922
73,2,1,2.7300412084801944,0.07220426177183488,2.1661278531550465,False,0.02644804831060802,816.375,19607,361.875,816.0,15.841706275939941,24.97180938720703,19608,364.5,816.75,15.90911865234375,24.9976749420166
74,4,1,8.22439207479799,0.25832932030016736,7.749879609005021,False,0.031410141679865444,556.6875,19607,901.5,558.375,32.91363525390625,9.490367889404297,19608,894.0,555.0,32.74184799194336,9.29743480682373
75,7,1,0.0,0.0009675842568426917,0.02902752770528075,False,,868.5,19607,632.25,868.5,22.453805923461914,26.531641006469727,19608,632.25,868.5,22.454635620117188,26.531143188476562
76,6,1,0.75,0.018043081346835868,0.5412924404050761,False,0.02405744179578116,867.0,19607,774.0,867.0,25.983177185058594,26.070524215698242,19608,773.25,867.0,25.965213775634766,26.07221794128418
77,8,1,1.0606601717798212,0.04533814240225984,1.3601442720677952,False,0.04274521058538571,805.125,19607,905.25,804.75,29.884212493896484,22.902313232421875,19608,904.5,805.5,29.857593536376953,22.939014434814453
78,5,1,0.0,0.0014315842738386985,0.04294752821516096,False,,620.25,19607,1566.0,620.25,50.81418991088867,11.297163963317871,19608,1566.0,620.25,50.81550216674805,11.296591758728027
79,9,1,309.4159063865334,10.608661290145948,318.2598387043784,True,0.03428608895398296,706.875,19607,657.375,609.0,25.12360191345215,13.34212589263916,19608,897.0,804.75,29.674060821533203,22.925289154052734
80,10,1,3.023346655611956,0.1882392679957588,5.647178039872764,False,0.06226188705365553,484.3125,19607,1672.5,485.625,57.83085632324219,2.2529470920562744,19608,1671.0,483.0,57.87395095825195,2.069707155227661
81,3,1,1.0606601717798212,0.03875188831633578,1.1625566494900734,False,0.0365356306830197,757.875,19608,1382.25,758.25,42.83536148071289,19.31096649169922,19609,1381.5,757.5,42.83098220825195,19.272462844848633
82,1,1,0.75,0.03312166676489655,0.9936500029468965,False,0.0441622223531954,862.125,19608,1143.0,861.75,35.14384460449219,24.816877365112305,19609,1143.0,862.5,35.13386917114258,24.848461151123047
83,2,1,8.258518329579465,0.37460657514525497,11.23819725435765,False,0.045360022245580035,820.875,19608,364.5,816.75,15.90911865234375,24.9976749420166,19609,364.125,825.0,15.878070831298828,25.37099266052246
84,4,1,3.3541019662496847,0.11375787437935606,3.4127362313806815,False,0.03391604534508291,554.25,19608,894.0,555.0,32.74184799194336,9.29743480682373,19609,891.0,553.5,32.67658615112305,9.204258918762207
85,7,1,0.75,0.019399713079730607,0.5819913923919182,False,0.025866284106307477,868.5,19608,632.25,868.5,22.454635620117188,26.531143188476562,19609,633.0,868.5,22.47378921508789,26.52806282043457
86,6,1,1.5,0.03698565794958342,1.1095697384875025,False,0.024657105299722277,867.0,19608,773.25,867.0,25.965213775634766,26.07221794128418,19609,771.75,867.0,25.928359985351562,26.07533836364746
87,11,1,0.75,0.05462560483186254,1.6387681449558762,False,0.07283413977581672,623.625,19608,1558.5,624.0,50.5107421875,11.53984546661377,19609,1558.5,623.25,50.531795501708984,11.489439964294434
88,8,1,0.0,0.002146180854770471,0.06438542564311413,False,,805.5,19608,904.5,805.5,29.857593536376953,22.939014434814453,19609,904.5,805.5,29.85814094543457,22.936939239501953
89,9,1,0.75,0.033759183333203296,1.012775499996099,False,0.045012244444271064,805.125,19608,897.0,804.75,29.674060821533203,22.925289154052734,19609,897.0,805.5,29.66651725769043,22.958194732666016
90,10,1,0.375,0.039814621585662,1.19443864756986,False,0.106172324228432,482.8125,19608,1671.0,483.0,57.87395095825195,2.069707155227661,19609,1671.0,482.625,57.88972854614258,2.0331521034240723
91,5,1,908.8676419726912,25.638144363722777,769.1443309116833,True,0.028208886728627893,609.75,19608,1566.0,620.25,50.81550216674805,11.296591758728027,19609,657.375,599.25,25.218873977661133,12.755040168762207
92,1,1,0.0,0.0007617297118266285,0.022851891354798856,False,,862.5,19609,1143.0,862.5,35.13386917114258,24.848461151123047,19610,1143.0,862.5,35.13462829589844,24.848398208618164
93,3,1,6.791538853603062,0.2001765741397257,6.005297224191771,False,0.029474406088912764,757.125,19609,1381.5,757.5,42.83098220825195,19.272462844848633,19610,1388.25,756.75,43.02271270751953,19.214929580688477
94,2,1,7.502343383903459,0.3381927526114199,10.145782578342597,False,0.04507828225205265,828.75,19609,364.125,825.0,15.878070831298828,25.37099266052246,19610,363.9375,832.5,15.852303504943848,25.708202362060547
95,4,1,5.031152949374527,0.22405163764359148,6.7215491293077445,False,0.04453286153255301,554.625,19609,891.0,553.5,32.67658615112305,9.204258918762207,19610,886.5,555.75,32.512367248535156,9.356677055358887
96,7,1,0.375,0.009410852162421476,0.28232556487264426,False,0.02509560576645727,868.5,19609,633.0,868.5,22.47378921508789,26.52806282043457,19610,632.625,868.5,22.464439392089844,26.529132843017578
97,8,1,0.0,0.0007890293487935698,0.023670880463807092,False,,805.5,19609,904.5,805.5,29.85814094543457,22.936939239501953,19610,904.5,805.5,29.858848571777344,22.93659019470215
98,6,1,0.75,0.01855900451121502,0.5567701353364506,False,0.024745339348286693,867.0,19609,771.75,867.0,25.928359985351562,26.07533836364746,19610,771.0,867.0,25.90991973876953,26.077434539794922
99,11,1,0.0,0.008213677494771284,0.24641032484313852,False,,623.25,19609,1558.5,623.25,50.531795501708984,11.489439964294434,19610,1558.5,623.25,50.53901672363281,11.485526084899902
100,5,1,6.559820881700963,0.2985597166848439,8.956791500545316,False,0.04551339465955468,597.5625,19609,657.375,599.25,25.218873977661133,12.755040168762207,19610,663.0,595.875,25.416406631469727,12.531167984008789
101,10,1,1.875,0.13291625456257794,3.987487636877338,False,0.07088866910004157,483.5625,19609,1671.0,482.625,57.88972854614258,2.0331521034240723,19610,1671.0,484.5,57.841773986816406,2.157116174697876
102,9,1,0.75,0.03641727996645884,1.0925183989937652,False,0.04855637328861179,805.125,19609,897.0,805.5,29.66651725769043,22.958194732666016,19610,897.0,804.75,29.675312042236328,22.922855377197266
103,1,1,2.704163456597992,0.10667713486510905,3.2003140459532715,False,0.03944921842828081,863.25,19610,1143.0,862.5,35.13462829589844,24.848398208618164,19611,1140.75,864.0,35.060791015625,24.925392150878906
104,3,1,15.01873829587559,0.37900382028879664,11.370114608663899,False,0.025235396797138265,757.125,19610,1388.25,756.75,43.02271270751953,19.214929580688477,19611,1403.25,757.5,43.40168380737305,19.21990966796875
105,2,1,8.303096184556699,0.37877235492129024,11.363170647638707,False,0.04561820632956004,836.625,19610,363.9375,832.5,15.852303504943848,25.708202362060547,19611,363.0,840.75,15.795764923095703,26.082731246948242
106,4,1,7.5,0.23041096520815427,6.912328956244628,False,0.0307214620277539,555.75,19610,886.5,555.75,32.512367248535156,9.356677055358887,19611,879.0,555.75,32.28376388549805,9.385481834411621
107,6,1,1.5,0.040160497311445505,1.204814919343365,False,0.026773664874297002,867.0,19610,771.0,867.0,25.90991973876953,26.077434539794922,19611,769.5,867.0,25.87062644958496,26.085735321044922
108,7,1,0.375,0.01417085663601213,0.42512569908036385,False,0.03778895102936568,868.5,19610,632.625,868.5,22.464439392089844,26.529132843017578,19611,632.25,868.5,22.451135635375977,26.534013748168945
109,8,1,2.3717082451262845,0.08285586715154038,2.485676014546211,False,0.03493510102762602,805.875,19610,904.5,805.5,29.858848571777344,22.93659019470215,19611,902.25,806.25,29.791580200195312,22.98496437072754
110,11,1,1.875,0.041803236234209964,1.2540970870262989,False,0.022295059324911982,623.25,19610,1558.5,623.25,50.53901672363281,11.485526084899902,19611,1556.625,623.25,50.5009880065918,11.502884864807129
111,5,1,7.367581014145688,0.27880846670028286,8.364254001008486,False,0.037842606164081964,596.8125,19610,663.0,595.875,25.416406631469727,12.531167984008789,19611,655.875,597.75,25.176298141479492,12.672879219055176
112,10,1,2.1213203435596424,0.10341833258297879,3.102549977489364,False,0.04875186951228666,483.75,19610,1671.0,484.5,57.841773986816406,2.157116174697876,19611,1669.5,483.0,57.87715530395508,2.059938430786133
113,9,1,1.6770509831248424,0.03981459577779662,1.1944378733338985,False,0.023740838041554493,804.375,19610,897.0,804.75,29.675312042236328,22.922855377197266,19611,895.5,804.0,29.643293380737305,22.89919090270996
114,1,1,1.0606601717798212,0.045566348701717455,1.3669904610515236,False,0.042960365547860334,864.375,19611,1140.75,864.0,35.060791015625,24.925392150878906,19612,1140.0,864.75,35.0316276550293,24.960403442382812
115,3,1,2.3717082451262845,0.05295002765778127,1.5885008297334382,False,0.02232569194233327,757.875,19611,1403.25,757.5,43.40168380737305,19.21990966796875,19612,1405.5,758.25,43.445281982421875,19.249958038330078
116,7,1,0.0,0.0014845986260563638,0.044537958781690916,False,,868.5,19611,632.25,868.5,22.451135635375977,26.534013748168945,19612,632.25,868.5,22.449792861938477,26.53464698791504
117,4,1,9.486832980505138,0.2858126385340206,8.574379156020619,False,0.030127297394330448,554.25,19611,879.0,555.75,32.28376388549805,9.385481834411621,19612,870.0,552.75,32.05305862426758,9.216769218444824
118,2,1,1.6770509831248424,0.057008509693039215,1.7102552907911766,False,0.03399330745855769,841.125,19611,363.0,840.75,15.795764923095703,26.082731246948242,19612,361.5,841.5,15.753555297851562,26.121049880981445
119,8,1,3.75,0.09810938366292697,2.943281509887809,False,0.02616250231011386,806.25,19611,902.25,806.25,29.791580200195312,22.98496437072754,19612,898.5,806.25,29.694067001342773,22.995763778686523
120,6,1,0.75,0.01999018425462307,0.5997055276386921,False,0.026653579006164094,867.0,19611,769.5,867.0,25.87062644958496,26.085735321044922,19612,768.75,867.0,25.850805282592773,26.088329315185547
121,11,1,4.577458355900139,0.21910108206734683,6.573032462020405,False,0.04786522673328865,621.375,19611,1556.625,623.25,50.5009880065918,11.502884864807129,19612,1554.0,619.5,50.524776458740234,11.285079002380371
122,10,1,1.5,0.05281244436449943,1.584373330934983,False,0.03520829624299962,483.0,19611,1669.5,483.0,57.87715530395508,2.059938430786133,19612,1671.0,483.0,57.92811965942383,2.0460896492004395
123,5,1,195.6860527733134,8.680065880751462,260.40197642254384,True,0.044357100354038115,533.8125,19611,655.875,597.75,25.176298141479492,12.672879219055176,19612,507.75,469.875,21.70879554748535,4.715494632720947
124,9,1,4.743416490252569,0.11589244046076418,3.4767732138229253,False,0.024432271696764568,803.25,19611,895.5,804.0,29.643293380737305,22.89919090270996,19612,891.0,802.5,29.542470932006836,22.842042922973633
125,1,1,1.6770509831248424,0.04392076260231349,1.3176228780694048,False,0.02618928288064094,864.375,19612,1140.0,864.75,35.0316276550293,24.960403442382812,19613,1138.5,864.0,35.00492858886719,24.92552947998047
126,3,1,5.408326913195984,0.2022529326805944,6.067587980417832,False,0.03739658048168459,760.5,19612,1405.5,758.25,43.445281982421875,19.249958038330078,19613,1408.5,762.75,43.43583297729492,19.451990127563477
127,4,1,8.112490369793976,0.483223138645508,14.496694159365239,False,0.0595653266282743,556.125,19612,870.0,552.75,32.05305862426758,9.216769218444824,19613,865.5,559.5,31.837968826293945,9.649482727050781
128,2,1,1.5461646096066226,0.0610135922485614,1.830407767456842,False,0.03946125261791147,842.25,19612,361.5,841.5,15.753555297851562,26.121049880981445,19613,361.125,843.0,15.752510070800781,26.18205451965332
129,7,1,0.0,0.007370192809444816,0.2211057842833445,False,,868.5,19612,632.25,868.5,22.449792861938477,26.53464698791504,19613,632.25,868.5,22.45513153076172,26.529565811157227
130,6,1,0.75,0.01543922952603771,0.4631768857811313,False,0.02058563936805028,867.0,19612,768.75,867.0,25.850805282592773,26.088329315185547,19613,768.0,867.0,25.835712432861328,26.0850772857666
131,8,1,2.25,0.05299901297950705,1.5899703893852115,False,0.023555116879780912,806.25,19612,898.5,806.25,29.694067001342773,22.995763778686523,19613,896.25,806.25,29.641136169433594,22.99307632446289
132,11,1,5.625,0.23979721952413208,7.193916585723962,False,0.042630616804290145,621.75,19612,1554.0,619.5,50.524776458740234,11.285079002380371,19613,1557.375,624.0,50.500038146972656,11.52359676361084
133,10,1,1.5,0.11245273901995691,3.373582170598707,False,0.07496849267997127,483.75,19612,1671.0,483.0,57.92811965942383,2.0460896492004395,19613,1671.0,484.5,57.86328125,2.137967824935913
134,9,1,1.5,0.03395832262511229,1.0187496787533685,False,0.02263888175007486,802.5,19612,891.0,802.5,29.542470932006836,22.842042922973633,19613,889.5,802.5,29.508880615234375,22.83705711364746
135,1,1,1.6770509831248424,0.0594928388938466,1.784785166815398,False,0.03547467518428917,864.375,19613,1138.5,864.0,35.00492858886719,24.92552947998047,19614,1137.0,864.75,34.95758819580078,24.96156120300293
136,3,1,10.062305898749054,0.24224429779811205,7.267328933943362,False,0.02407443186836805,765.0,19613,1408.5,762.75,43.43583297729492,19.451990127563477,19614,1417.5,767.25,43.57952880859375,19.64701271057129
