game,cluster_id,timestamp,n_ticks,loss_recal_null,loss_simulator,paired_loss_recal_null_minus_simulator
401810918,401810918,401810918:120,6,0.07677303065827955,0.25,-0.17322696934172044
401810923,401810923,401810923:120,6,0.017647253611318556,0.2872314453125,-0.2695841917011814
401810925,401810925,401810925:120,6,0.016704087743335438,0.2508951822916667,-0.2341910945483312
401810930,401810930,401810930:120,6,0.007946565655701392,0.1749267578125,-0.1669801921567986
401810936,401810936,401810936:120,6,0.0017924866203582201,0.20174153645833334,-0.19994904983797512
401810943,401810943,401810943:120,6,0.042522848775270045,0.2276611328125,-0.18513828403722996
401810945,401810945,401810945:120,6,0.03955232958355033,0.226806640625,-0.18725431104144966
401810948,401810948,401810948:120,6,0.031604278889778695,0.24564615885416666,-0.21404187996438798
401810951,401810951,401810951:120,6,0.019130623458235563,0.2529703776041667,-0.23383975414593108
401810953,401810953,401810953:120,6,0.0024271757221774395,0.218017578125,-0.21559040240282257
401810957,401810957,401810957:120,6,0.0698899023099982,0.2896321614583333,-0.21974225914833515
401810961,401810961,401810961:120,6,0.0314666854340607,0.2711588541666667,-0.239692168732606
401810966,401810966,401810966:120,6,0.04302801486472544,0.296630859375,-0.25360284451027454
401810969,401810969,401810969:120,6,0.10230612034368904,0.20231119791666666,-0.10000507757297762
401810972,401810972,401810972:120,6,0.056586666058360456,0.2899169921875,-0.23333032612913954
401810978,401810978,401810978:120,6,0.0016808142452320984,0.23221842447916666,-0.23053761023393457
401810981,401810981,401810981:120,6,0.000224985346876125,0.2381591796875,-0.23793419434062388
401810987,401810987,401810987:120,6,0.03991762198593605,0.2371826171875,-0.19726499520156396
401810991,401810991,401810991:120,6,0.026239449676198245,0.24589029947916666,-0.21965084980296842
401810995,401810995,401810995:120,6,0.11239478257092118,0.26806640625,-0.15567162367907883
401811000,401811000,401811000:120,6,0.04643032482348311,0.2637939453125,-0.2173636204890169
401836746,401836746,401836746:120,6,0.08777745071333017,0.23758951822916666,-0.1498120675158365
401836748,401836748,401836748:120,6,0.2320678431841766,0.21439615885416666,0.017671684330009912
401836750,401836750,401836750:120,6,0.27629616048281935,0.32080078125,-0.04450462076718065
401836752,401836752,401836752:120,6,0.11283456202014475,0.2928466796875,-0.18001211766735525
401836754,401836754,401836754:120,6,0.4705426276658205,0.2906901041666667,0.17985252349915382
401836796,401836796,401836796:120,6,0.34080669423085386,0.23616536458333334,0.1046413296475205
401836798,401836798,401836798:120,6,0.1041097954665805,0.3268636067708333,-0.22275381130425284
401836800,401836800,401836800:120,6,0.06410302994573717,0.2520751953125,-0.18797216536676284
401836802,401836802,401836802:120,6,0.3323291723165432,0.3479410807291667,-0.01561190841262347
401836804,401836804,401836804:120,6,0.2943862305074856,0.2572428385416667,0.037143391965818916
401836806,401836806,401836806:120,6,0.24215371027069818,0.23189290364583334,0.010260806624864824
401839023,401839023,401839023:120,6,0.3385502688692228,0.2613525390625,0.07719772980672278
401850920,401850920,401850920:120,6,0.09123050150448779,0.2723388671875,-0.18110836568301222
