source_frame,player_id,located_x,located_y,A_nearest_px,A_within_25,A_within_50,A_within_100,B_nearest_px,B_within_25,B_within_50,B_within_100,C_nearest_px,C_within_25,C_within_50,C_within_100
21686,p05,964,401,116.18089343777659,0,0,0,79.40403012442127,0,0,1,78.63841300535,0,0,1
21686,p06,1068,484,186.07794065928394,0,0,0,145.8012345626744,0,0,0,145.8012345626744,0,0,0
21686,p07,1172,466,258.3118270617898,0,0,0,100.44899203078147,0,0,0,100.44899203078147,0,0,0
21686,p08,998,677,21.02379604162864,1,1,1,72.00694410957877,0,0,1,72.18032973047436,0,0,1
21686,p09,1205,684,197.57024067404484,0,0,0,181.46625030566977,0,0,0,181.46625030566977,0,0,0
21686,p10,1565,437,533.7349529494953,0,0,0,82.73451516749222,0,0,1,83.60023923410746,0,0,1
21935,p01,625,566,104.30723848324239,0,0,0,101.40019723846694,0,0,0,93.53608929178085,0,0,1
21935,p02,650,575,117.72000679578642,0,0,0,115.13470371699404,0,0,0,107.83784122468327,0,0,0
21935,p03,809,555,145.0551619212498,0,0,0,152.0131573252789,0,0,0,16.1245154965971,1,1,1
21935,p04,858,782,166.96406799069075,0,0,0,59.53990258641679,0,0,1,56.71860364994893,0,0,1
21935,p05,1496,751,135.20355024924456,0,0,0,19.026297590440446,1,1,1,114.0175425099138,0,0,0
21935,p06,400,873,383.4709897762802,0,0,0,37.8021163428716,0,1,1,111.48542505637228,0,0,0
21935,p07,770,870,198.28514820833152,0,0,0,12.529964086141668,1,1,1,36.89173349139343,0,1,1
21935,p08,1100,865,307.3271872125862,0,0,0,40.0,0,1,1,41.012193308819754,0,1,1
21935,p09,1554,605,54.20332093147061,0,0,1,40.792156108742276,0,1,1,41.773197148410844,0,1,1
21935,p10,697,577,104.04326023342406,0,0,0,110.16351483136329,0,0,0,111.12605455067681,0,0,0
22247,p01,566,339,269.0,0,0,0,128.8875478857442,0,0,0,130.9083648969767,0,0,0
22247,p02,630,334,265.04716561397146,0,0,0,96.46242791885346,0,0,1,99.29753269845128,0,0,1
22247,p03,640,488,111.11255554616679,0,0,0,66.73080248281148,0,0,1,63.90618123468183,0,0,1
22247,p04,1000,468,168.43990026119107,0,0,0,164.30459518832697,0,0,0,162.60381299342276,0,0,0
22247,p05,1020,590,104.30723848324239,0,0,0,98.12746812182611,0,0,1,100.17983829094555,0,0,0
22247,p06,1200,596,77.27871634544663,0,0,1,82.73451516749222,0,0,1,80.89499366462674,0,0,1
22247,p07,670,625,43.60045871318328,0,1,1,43.829214001622255,0,1,1,45.221676218380054,0,1,1
22247,p08,540,640,103.46980235798269,0,0,0,68.24954212300622,0,0,1,101.6366075781753,0,0,0
22247,p09,230,730,229.6366695456107,0,0,0,40.049968789001575,0,1,1,132.31024147812596,0,0,0
22247,p10,100,740,207.3475343475297,0,0,0,46.22769732530488,0,1,1,207.24140512938047,0,0,0
22496,p01,442,508,25.0,1,1,1,23.769728648009426,1,1,1,23.345235059857504,1,1,1
22496,p02,450,312,191.68985366993215,0,0,0,70.77428911688199,0,0,1,72.01388754955533,0,0,1
22496,p03,795,505,157.63248396190426,0,0,0,36.89173349139343,0,1,1,32.01562118716424,0,1,1
22496,p04,934,553,45.35416188179427,0,1,1,42.720018726587654,0,1,1,42.44997055358225,0,1,1
22496,p05,900,277,62.03224967708329,0,0,1,63.0,0,0,1,62.0,0,0,1
22496,p06,960,280,85.58621384311844,0,0,1,84.8528137423857,0,0,1,84.1486779456457,0,0,1
22496,p07,1260,530,343.5956926388921,0,0,0,66.06814663663572,0,0,1,67.02984409947557,0,0,1
22496,p08,1310,535,391.934943581202,0,0,0,17.88854381999832,1,1,1,17.26267650163207,1,1,1
22496,p09,1450,586,527.114788257738,0,0,0,77.80102827083971,0,0,1,72.11102550927978,0,0,1
22683,p01,560,369,208.67678356731494,0,0,0,504.46208975501816,0,0,0,523.6735624413361,0,0,0
22683,p02,630,453,290.6578744847626,0,0,0,417.1450587026053,0,0,0,423.78532301154553,0,0,0
22683,p03,430,575,395.56668211567063,0,0,0,350.3512523168713,0,0,0,353.6467163710134,0,0,0
22683,p04,690,455,304.89670381950674,0,0,0,421.02969016448236,0,0,0,412.4875755704649,0,0,0
22683,p05,735,535,338.28981657744293,0,0,0,354.5151618760473,0,0,0,331.15102294874464,0,0,0
22683,p06,970,421,451.32028538500236,0,0,0,377.1538147758816,0,0,0,507.98622028555064,0,0,0
22683,p07,1570,360,616.6765764969512,0,0,0,619.0218089857578,0,0,0,621.463595072149,0,0,0
22683,p08,1570,600,381.5363678602605,0,0,0,395.83456140160376,0,0,0,381.755157136089,0,0,0
22683,p09,1245,794,157.25775020646836,0,0,0,138.75518008348374,0,0,0,395.9419149319759,0,0,0
22683,p10,1400,728,251.81342299408902,0,0,0,245.0979396078229,0,0,0,318.8181299738144,0,0,0
22994,p01,610,554,188.904737897174,0,0,0,171.95929750961417,0,0,0,173.23394586512194,0,0,0
22994,p02,735,488,204.0392119177096,0,0,0,199.64217991196148,0,0,0,199.49185447030163,0,0,0
22994,p03,830,525,190.18412131405714,0,0,0,196.3797341886377,0,0,0,195.25624189766637,0,0,0
22994,p04,900,426,310.9292524031793,0,0,0,255.38402455909414,0,0,0,316.48380685273617,0,0,0
22994,p05,920,600,203.03940504246953,0,0,0,95.524865872714,0,0,1,217.18655575334307,0,0,0
22994,p06,1560,495,528.1912532407177,0,0,0,244.65894629054543,0,0,0,525.480732282355,0,0,0
22994,p07,1580,705,338.74178956839677,0,0,0,219.58597405116748,0,0,0,337.8905148121208,0,0,0
22994,p08,1680,650,338.7048862948393,0,0,0,105.70241246064349,0,0,0,335.08954027244715,0,0,0
22994,p09,1050,740,121.43310915891102,0,0,0,96.04686356149273,0,0,1,119.23925528113634,0,0,0
22994,p10,1150,790,153.44705927452634,0,0,0,118.84864324004712,0,0,0,140.06427096158393,0,0,0
23368,p01,470,338,177.05366418123066,0,0,0,171.72361514946044,0,0,0,172.69626515938322,0,0,0
23368,p02,300,493,379.35339724325655,0,0,0,300.24823063591896,0,0,0,265.24328455212583,0,0,0
23368,p03,815,425,172.53985046939155,0,0,0,174.26990560621763,0,0,0,171.5488268686207,0,0,0
23368,p04,530,650,185.44001725625458,0,0,0,36.0,0,1,1,38.3275357934736,0,1,1
23368,p05,1150,445,160.11246047700348,0,0,0,162.69296235547498,0,0,0,162.60381299342276,0,0,0
23368,p06,1200,545,230.07824755939012,0,0,0,228.40534144367115,0,0,0,228.77936969928035,0,0,0
23368,p07,1330,400,66.76076692189807,0,0,1,68.00735254367721,0,0,1,68.96375859826666,0,0,1
23368,p08,1510,560,275.8568469333324,0,0,0,276.08875384557047,0,0,0,276.90431560378397,0,0,0
23368,p09,1850,535,518.6520991955975,0,0,0,239.47024867402632,0,0,0,197.46392075515973,0,0,0
